Periodo,Categoría,Grado de ocupación,DATA
2019M09,Hostales y pensiones,grado de ocupación de plazas de fin de semana,49.69
2019M09,Hostales y pensiones,grado de ocupación por habitaciones,44.61
2019M10,TOTAL,grado de ocupación por plazas,49.54
2019M10,TOTAL,grado de ocupación de plazas de fin de semana,68.75
2019M10,TOTAL,grado de ocupación por habitaciones,59.42
2019M10,4 y 5 estrellas,grado de ocupación por plazas,63.21
2019M10,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,70.92
2019M10,4 y 5 estrellas,grado de ocupación por habitaciones,75.36
2019M10,3 estrellas,grado de ocupación por plazas,56.78
2019M10,3 estrellas,grado de ocupación de plazas de fin de semana,64.88
2019M10,3 estrellas,grado de ocupación por habitaciones,69.85
2019M10,1 y 2 estrellas,grado de ocupación por plazas,32.11
2019M10,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,57.18
2019M10,1 y 2 estrellas,grado de ocupación por habitaciones,35.93
2019M10,Hostales y pensiones,grado de ocupación por plazas,28.55
2019M10,Hostales y pensiones,grado de ocupación de plazas de fin de semana,37.69
2019M10,Hostales y pensiones,grado de ocupación por habitaciones,34.98
2019M11,TOTAL,grado de ocupación por plazas,40.68
2019M11,TOTAL,grado de ocupación de plazas de fin de semana,58.95
2019M11,TOTAL,grado de ocupación por habitaciones,49.51
2019M11,4 y 5 estrellas,grado de ocupación por plazas,53.15
2019M11,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,66.79
2019M11,4 y 5 estrellas,grado de ocupación por habitaciones,64.69
2019M11,3 estrellas,grado de ocupación por plazas,46.31
2019M11,3 estrellas,grado de ocupación de plazas de fin de semana,59.06
2019M11,3 estrellas,grado de ocupación por habitaciones,58.29
2019M11,1 y 2 estrellas,grado de ocupación por plazas,32.02
2019M11,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2019M11,1 y 2 estrellas,grado de ocupación por habitaciones,29.4
2019M11,Hostales y pensiones,grado de ocupación por plazas,21.72
2019M11,Hostales y pensiones,grado de ocupación de plazas de fin de semana,35.17
2019M11,Hostales y pensiones,grado de ocupación por habitaciones,25.81
2019M12,TOTAL,grado de ocupación por plazas,33.49
2019M12,TOTAL,grado de ocupación de plazas de fin de semana,49.41
2019M12,TOTAL,grado de ocupación por habitaciones,39.2
2019M12,4 y 5 estrellas,grado de ocupación por plazas,43.49
2019M12,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,45.04
2019M12,4 y 5 estrellas,grado de ocupación por habitaciones,51.4
2019M12,3 estrellas,grado de ocupación por plazas,37.99
2019M12,3 estrellas,grado de ocupación de plazas de fin de semana,49.87
2019M12,3 estrellas,grado de ocupación por habitaciones,45.05
2019M12,1 y 2 estrellas,grado de ocupación por plazas,
2019M12,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2019M12,1 y 2 estrellas,grado de ocupación por habitaciones,17.56
2019M12,Hostales y pensiones,grado de ocupación por plazas,24.44
2019M12,Hostales y pensiones,grado de ocupación de plazas de fin de semana,24.05
2019M12,Hostales y pensiones,grado de ocupación por habitaciones,21.46
2020M01,TOTAL,grado de ocupación por plazas,26.35
2020M01,TOTAL,grado de ocupación de plazas de fin de semana,34.6
2020M01,TOTAL,grado de ocupación por habitaciones,32.9
2020M01,4 y 5 estrellas,grado de ocupación por plazas,31.81
2020M01,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,39.94
2020M01,4 y 5 estrellas,grado de ocupación por habitaciones,38.73
2020M01,3 estrellas,grado de ocupación por plazas,33.48
2020M01,3 estrellas,grado de ocupación de plazas de fin de semana,34.64
2020M01,3 estrellas,grado de ocupación por habitaciones,42.64
2020M01,1 y 2 estrellas,grado de ocupación por plazas,
2020M01,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2020M01,1 y 2 estrellas,grado de ocupación por habitaciones,13.47
2020M01,Hostales y pensiones,grado de ocupación por plazas,
2020M01,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2020M01,Hostales y pensiones,grado de ocupación por habitaciones,17.73
2020M02,TOTAL,grado de ocupación por plazas,38.27
2020M02,TOTAL,grado de ocupación de plazas de fin de semana,55.51
2020M02,TOTAL,grado de ocupación por habitaciones,47.28
2020M02,4 y 5 estrellas,grado de ocupación por plazas,46.04
2020M02,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,74.28
2020M02,4 y 5 estrellas,grado de ocupación por habitaciones,57.01
2020M02,3 estrellas,grado de ocupación por plazas,46.11
2020M02,3 estrellas,grado de ocupación de plazas de fin de semana,62.41
2020M02,3 estrellas,grado de ocupación por habitaciones,58.12
2020M02,1 y 2 estrellas,grado de ocupación por plazas,17.25
2020M02,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2020M02,1 y 2 estrellas,grado de ocupación por habitaciones,34.4
2020M02,Hostales y pensiones,grado de ocupación por plazas,19.93
2020M02,Hostales y pensiones,grado de ocupación de plazas de fin de semana,23.59
2020M02,Hostales y pensiones,grado de ocupación por habitaciones,23.69
2020M03,TOTAL,grado de ocupación por plazas,18.45
2020M03,TOTAL,grado de ocupación de plazas de fin de semana,10.61
2020M03,TOTAL,grado de ocupación por habitaciones,22.59
2020M03,4 y 5 estrellas,grado de ocupación por plazas,22.82
2020M03,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,10.61
2020M03,4 y 5 estrellas,grado de ocupación por habitaciones,27.42
2020M03,3 estrellas,grado de ocupación por plazas,17.81
2020M03,3 estrellas,grado de ocupación de plazas de fin de semana,10.61
2020M03,3 estrellas,grado de ocupación por habitaciones,23.96
2020M03,1 y 2 estrellas,grado de ocupación por plazas,
2020M03,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2020M03,1 y 2 estrellas,grado de ocupación por habitaciones,32.92
2020M03,Hostales y pensiones,grado de ocupación por plazas,5.61
2020M03,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2020M03,Hostales y pensiones,grado de ocupación por habitaciones,8.96
2020M05,TOTAL,grado de ocupación por plazas,8.89
2020M05,TOTAL,grado de ocupación de plazas de fin de semana,1.66
2020M05,TOTAL,grado de ocupación por habitaciones,15.14
2020M05,4 y 5 estrellas,grado de ocupación por plazas,5.93
2020M05,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,
2020M05,4 y 5 estrellas,grado de ocupación por habitaciones,17.25
2020M05,3 estrellas,grado de ocupación por plazas,7.09
2020M05,3 estrellas,grado de ocupación de plazas de fin de semana,2.47
2020M05,3 estrellas,grado de ocupación por habitaciones,11.28
2020M05,1 y 2 estrellas,grado de ocupación por plazas,10.35
2020M05,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,0.4
2020M05,1 y 2 estrellas,grado de ocupación por habitaciones,17.56
2020M05,Hostales y pensiones,grado de ocupación por plazas,13.68
2020M05,Hostales y pensiones,grado de ocupación de plazas de fin de semana,2.22
2020M05,Hostales y pensiones,grado de ocupación por habitaciones,23.29
2020M06,TOTAL,grado de ocupación por plazas,14.3
2020M06,TOTAL,grado de ocupación de plazas de fin de semana,10.4
2020M06,TOTAL,grado de ocupación por habitaciones,19.88
2020M06,4 y 5 estrellas,grado de ocupación por plazas,15.74
2020M06,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,11.12
2020M06,4 y 5 estrellas,grado de ocupación por habitaciones,29.49
2020M06,3 estrellas,grado de ocupación por plazas,11.23
2020M06,3 estrellas,grado de ocupación de plazas de fin de semana,9.87
2020M06,3 estrellas,grado de ocupación por habitaciones,23.93
2020M06,1 y 2 estrellas,grado de ocupación por plazas,
2020M06,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2020M06,1 y 2 estrellas,grado de ocupación por habitaciones,15.57
2020M06,Hostales y pensiones,grado de ocupación por plazas,
2020M06,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2020M06,Hostales y pensiones,grado de ocupación por habitaciones,13.05
2020M07,TOTAL,grado de ocupación por plazas,31.6
2020M07,TOTAL,grado de ocupación de plazas de fin de semana,30.34
2020M07,TOTAL,grado de ocupación por habitaciones,35.66
2020M07,4 y 5 estrellas,grado de ocupación por plazas,36.02
2020M07,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,36.44
2020M07,4 y 5 estrellas,grado de ocupación por habitaciones,40.69
2020M07,3 estrellas,grado de ocupación por plazas,36.7
2020M07,3 estrellas,grado de ocupación de plazas de fin de semana,33.97
2020M07,3 estrellas,grado de ocupación por habitaciones,44.06
2020M07,1 y 2 estrellas,grado de ocupación por plazas,
2020M07,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2020M07,1 y 2 estrellas,grado de ocupación por habitaciones,24.08
2020M07,Hostales y pensiones,grado de ocupación por plazas,18.99
2020M07,Hostales y pensiones,grado de ocupación de plazas de fin de semana,18.11
2020M07,Hostales y pensiones,grado de ocupación por habitaciones,22.67
2020M08,TOTAL,grado de ocupación por plazas,39
2020M08,TOTAL,grado de ocupación de plazas de fin de semana,43.09
2020M08,TOTAL,grado de ocupación por habitaciones,41.43
2020M08,4 y 5 estrellas,grado de ocupación por plazas,47.96
2020M08,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,47.95
2020M08,4 y 5 estrellas,grado de ocupación por habitaciones,49.26
2020M08,3 estrellas,grado de ocupación por plazas,47.08
2020M08,3 estrellas,grado de ocupación de plazas de fin de semana,46.85
2020M08,3 estrellas,grado de ocupación por habitaciones,50.34
2020M08,1 y 2 estrellas,grado de ocupación por plazas,28.96
2020M08,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,36.78
2020M08,1 y 2 estrellas,grado de ocupación por habitaciones,30.74
2020M08,Hostales y pensiones,grado de ocupación por plazas,21.86
2020M08,Hostales y pensiones,grado de ocupación de plazas de fin de semana,20.8
2020M08,Hostales y pensiones,grado de ocupación por habitaciones,25.56
2020M09,TOTAL,grado de ocupación por plazas,23.71
2020M09,TOTAL,grado de ocupación de plazas de fin de semana,30.37
2020M09,TOTAL,grado de ocupación por habitaciones,29.92
2020M09,4 y 5 estrellas,grado de ocupación por plazas,22.88
2020M09,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,29.91
2020M09,4 y 5 estrellas,grado de ocupación por habitaciones,32.18
2020M09,3 estrellas,grado de ocupación por plazas,26.15
2020M09,3 estrellas,grado de ocupación de plazas de fin de semana,31.75
2020M09,3 estrellas,grado de ocupación por habitaciones,34.65
2020M09,1 y 2 estrellas,grado de ocupación por plazas,22.64
2020M09,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,23.43
2020M09,1 y 2 estrellas,grado de ocupación por habitaciones,24.38
2020M09,Hostales y pensiones,grado de ocupación por plazas,17.91
2020M09,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2020M09,Hostales y pensiones,grado de ocupación por habitaciones,22.35
2020M10,TOTAL,grado de ocupación por plazas,17.68
2020M10,TOTAL,grado de ocupación de plazas de fin de semana,19.07
2020M10,TOTAL,grado de ocupación por habitaciones,23.46
2020M10,4 y 5 estrellas,grado de ocupación por plazas,19.31
2020M10,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,16.03
2020M10,4 y 5 estrellas,grado de ocupación por habitaciones,24.92
2020M10,3 estrellas,grado de ocupación por plazas,22.1
2020M10,3 estrellas,grado de ocupación de plazas de fin de semana,23.54
2020M10,3 estrellas,grado de ocupación por habitaciones,29.75
2020M10,1 y 2 estrellas,grado de ocupación por plazas,16.89
2020M10,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2020M10,1 y 2 estrellas,grado de ocupación por habitaciones,19.65
2020M10,Hostales y pensiones,grado de ocupación por plazas,9.01
2020M10,Hostales y pensiones,grado de ocupación de plazas de fin de semana,8.41
2020M10,Hostales y pensiones,grado de ocupación por habitaciones,13.91
2020M11,TOTAL,grado de ocupación por plazas,10.23
2020M11,TOTAL,grado de ocupación de plazas de fin de semana,5.6
2020M11,TOTAL,grado de ocupación por habitaciones,17.12
2020M11,4 y 5 estrellas,grado de ocupación por plazas,9.37
2020M11,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,6.48
2020M11,4 y 5 estrellas,grado de ocupación por habitaciones,16.96
2020M11,3 estrellas,grado de ocupación por plazas,11.68
2020M11,3 estrellas,grado de ocupación de plazas de fin de semana,7.88
2020M11,3 estrellas,grado de ocupación por habitaciones,19.3
2020M11,1 y 2 estrellas,grado de ocupación por plazas,
2020M11,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2020M11,1 y 2 estrellas,grado de ocupación por habitaciones,23.81
2020M11,Hostales y pensiones,grado de ocupación por plazas,
2020M11,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2020M11,Hostales y pensiones,grado de ocupación por habitaciones,11.42
2020M12,TOTAL,grado de ocupación por plazas,10.01
2020M12,TOTAL,grado de ocupación de plazas de fin de semana,7.94
2020M12,TOTAL,grado de ocupación por habitaciones,15.51
2020M12,4 y 5 estrellas,grado de ocupación por plazas,10.58
2020M12,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,10.46
2020M12,4 y 5 estrellas,grado de ocupación por habitaciones,16.52
2020M12,3 estrellas,grado de ocupación por plazas,9.42
2020M12,3 estrellas,grado de ocupación de plazas de fin de semana,9.18
2020M12,3 estrellas,grado de ocupación por habitaciones,19.15
2020M12,1 y 2 estrellas,grado de ocupación por plazas,
2020M12,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2020M12,1 y 2 estrellas,grado de ocupación por habitaciones,16.19
2020M12,Hostales y pensiones,grado de ocupación por plazas,
2020M12,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2020M12,Hostales y pensiones,grado de ocupación por habitaciones,8.2
2021M01,TOTAL,grado de ocupación por plazas,7.79
2021M01,TOTAL,grado de ocupación de plazas de fin de semana,5.23
2021M01,TOTAL,grado de ocupación por habitaciones,12.57
2021M01,4 y 5 estrellas,grado de ocupación por plazas,6.84
2021M01,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,4.77
2021M01,4 y 5 estrellas,grado de ocupación por habitaciones,11.82
2021M01,3 estrellas,grado de ocupación por plazas,8.72
2021M01,3 estrellas,grado de ocupación de plazas de fin de semana,6.45
2021M01,3 estrellas,grado de ocupación por habitaciones,13.87
2021M01,1 y 2 estrellas,grado de ocupación por plazas,
2021M01,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2021M01,1 y 2 estrellas,grado de ocupación por habitaciones,10.42
2021M01,Hostales y pensiones,grado de ocupación por plazas,
2021M01,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2021M01,Hostales y pensiones,grado de ocupación por habitaciones,11.71
2021M02,TOTAL,grado de ocupación por plazas,10.32
2021M02,TOTAL,grado de ocupación de plazas de fin de semana,5.47
2021M02,TOTAL,grado de ocupación por habitaciones,16.74
2021M02,4 y 5 estrellas,grado de ocupación por plazas,5.44
2021M02,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,6.22
2021M02,4 y 5 estrellas,grado de ocupación por habitaciones,16.98
2021M02,3 estrellas,grado de ocupación por plazas,12.31
2021M02,3 estrellas,grado de ocupación de plazas de fin de semana,6.26
2021M02,3 estrellas,grado de ocupación por habitaciones,20.03
2021M02,1 y 2 estrellas,grado de ocupación por plazas,18.01
2021M02,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2021M02,1 y 2 estrellas,grado de ocupación por habitaciones,19.98
2021M02,Hostales y pensiones,grado de ocupación por plazas,
2021M02,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2021M02,Hostales y pensiones,grado de ocupación por habitaciones,11.02
2021M03,TOTAL,grado de ocupación por plazas,14.28
2021M03,TOTAL,grado de ocupación de plazas de fin de semana,12.79
2021M03,TOTAL,grado de ocupación por habitaciones,22.62
2021M03,4 y 5 estrellas,grado de ocupación por plazas,14.19
2021M03,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,14.62
2021M03,4 y 5 estrellas,grado de ocupación por habitaciones,26.64
2021M03,3 estrellas,grado de ocupación por plazas,17.18
2021M03,3 estrellas,grado de ocupación de plazas de fin de semana,15.41
2021M03,3 estrellas,grado de ocupación por habitaciones,27.28
2021M03,1 y 2 estrellas,grado de ocupación por plazas,
2021M03,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2021M03,1 y 2 estrellas,grado de ocupación por habitaciones,26.72
2021M03,Hostales y pensiones,grado de ocupación por plazas,7.76
2021M03,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2021M03,Hostales y pensiones,grado de ocupación por habitaciones,12.16
2021M04,TOTAL,grado de ocupación por plazas,13.37
2021M04,TOTAL,grado de ocupación de plazas de fin de semana,10.83
2021M04,TOTAL,grado de ocupación por habitaciones,20.05
2021M04,4 y 5 estrellas,grado de ocupación por plazas,10.56
2021M04,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,12.2
2021M04,4 y 5 estrellas,grado de ocupación por habitaciones,20.7
2021M04,3 estrellas,grado de ocupación por plazas,15.04
2021M04,3 estrellas,grado de ocupación de plazas de fin de semana,10.88
2021M04,3 estrellas,grado de ocupación por habitaciones,23.76
2021M04,1 y 2 estrellas,grado de ocupación por plazas,14.39
2021M04,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,
2021M04,1 y 2 estrellas,grado de ocupación por habitaciones,18.82
2021M04,Hostales y pensiones,grado de ocupación por plazas,
2021M04,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2021M04,Hostales y pensiones,grado de ocupación por habitaciones,13.84
2021M05,TOTAL,grado de ocupación por plazas,21.02
2021M05,TOTAL,grado de ocupación de plazas de fin de semana,29.61
2021M05,TOTAL,grado de ocupación por habitaciones,27.82
2021M05,4 y 5 estrellas,grado de ocupación por plazas,22.59
2021M05,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,32.69
2021M05,4 y 5 estrellas,grado de ocupación por habitaciones,28.63
2021M05,3 estrellas,grado de ocupación por plazas,25.9
2021M05,3 estrellas,grado de ocupación de plazas de fin de semana,38.29
2021M05,3 estrellas,grado de ocupación por habitaciones,33.83
2021M05,1 y 2 estrellas,grado de ocupación por plazas,22.49
2021M05,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,19.88
2021M05,1 y 2 estrellas,grado de ocupación por habitaciones,23.72
2021M05,Hostales y pensiones,grado de ocupación por plazas,
2021M05,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2021M05,Hostales y pensiones,grado de ocupación por habitaciones,18.73
2021M06,TOTAL,grado de ocupación por plazas,27.43
2021M06,TOTAL,grado de ocupación de plazas de fin de semana,39.08
2021M06,TOTAL,grado de ocupación por habitaciones,33.88
2021M06,4 y 5 estrellas,grado de ocupación por plazas,31.23
2021M06,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,43.12
2021M06,4 y 5 estrellas,grado de ocupación por habitaciones,37.3
2021M06,3 estrellas,grado de ocupación por plazas,32.8
2021M06,3 estrellas,grado de ocupación de plazas de fin de semana,50.92
2021M06,3 estrellas,grado de ocupación por habitaciones,41.53
2021M06,1 y 2 estrellas,grado de ocupación por plazas,24
2021M06,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,30.21
2021M06,1 y 2 estrellas,grado de ocupación por habitaciones,30.17
2021M06,Hostales y pensiones,grado de ocupación por plazas,14.35
2021M06,Hostales y pensiones,grado de ocupación de plazas de fin de semana,15.89
2021M06,Hostales y pensiones,grado de ocupación por habitaciones,19.11
2021M07,TOTAL,grado de ocupación por plazas,39.09
2021M07,TOTAL,grado de ocupación de plazas de fin de semana,52.35
2021M07,TOTAL,grado de ocupación por habitaciones,43.97
2021M07,4 y 5 estrellas,grado de ocupación por plazas,45.36
2021M07,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,47.34
2021M07,4 y 5 estrellas,grado de ocupación por habitaciones,49.86
2021M07,3 estrellas,grado de ocupación por plazas,43.72
2021M07,3 estrellas,grado de ocupación de plazas de fin de semana,52.87
2021M07,3 estrellas,grado de ocupación por habitaciones,50.88
2021M07,1 y 2 estrellas,grado de ocupación por plazas,34.36
2021M07,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,47.68
2021M07,1 y 2 estrellas,grado de ocupación por habitaciones,37.67
2021M07,Hostales y pensiones,grado de ocupación por plazas,25.16
2021M07,Hostales y pensiones,grado de ocupación de plazas de fin de semana,28.11
2021M07,Hostales y pensiones,grado de ocupación por habitaciones,28.31
2021M08,TOTAL,grado de ocupación por plazas,62
2021M08,TOTAL,grado de ocupación de plazas de fin de semana,71.77
2021M08,TOTAL,grado de ocupación por habitaciones,65.38
2021M08,4 y 5 estrellas,grado de ocupación por plazas,70.93
2021M08,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,98.26
2021M08,4 y 5 estrellas,grado de ocupación por habitaciones,74.22
2021M08,3 estrellas,grado de ocupación por plazas,70.17
2021M08,3 estrellas,grado de ocupación de plazas de fin de semana,78.24
2021M08,3 estrellas,grado de ocupación por habitaciones,75.16
2021M08,1 y 2 estrellas,grado de ocupación por plazas,55.4
2021M08,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,62.17
2021M08,1 y 2 estrellas,grado de ocupación por habitaciones,56.15
2021M08,Hostales y pensiones,grado de ocupación por plazas,40.57
2021M08,Hostales y pensiones,grado de ocupación de plazas de fin de semana,37.43
2021M08,Hostales y pensiones,grado de ocupación por habitaciones,43.7
2021M09,TOTAL,grado de ocupación por plazas,46.2
2021M09,TOTAL,grado de ocupación de plazas de fin de semana,62.63
2021M09,TOTAL,grado de ocupación por habitaciones,53.64
2021M09,4 y 5 estrellas,grado de ocupación por plazas,52.44
2021M09,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,59.13
2021M09,4 y 5 estrellas,grado de ocupación por habitaciones,61.74
2021M09,3 estrellas,grado de ocupación por plazas,55.4
2021M09,3 estrellas,grado de ocupación de plazas de fin de semana,73.81
2021M09,3 estrellas,grado de ocupación por habitaciones,65.13
2021M09,1 y 2 estrellas,grado de ocupación por plazas,35.11
2021M09,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,54.34
2021M09,1 y 2 estrellas,grado de ocupación por habitaciones,39.6
2021M09,Hostales y pensiones,grado de ocupación por plazas,28.89
2021M09,Hostales y pensiones,grado de ocupación de plazas de fin de semana,38.32
2021M09,Hostales y pensiones,grado de ocupación por habitaciones,33.02
2021M10,TOTAL,grado de ocupación por plazas,48.93
2021M10,TOTAL,grado de ocupación de plazas de fin de semana,60.64
2021M10,TOTAL,grado de ocupación por habitaciones,56.1
2021M10,4 y 5 estrellas,grado de ocupación por plazas,59.7
2021M10,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,80.54
2021M10,4 y 5 estrellas,grado de ocupación por habitaciones,67.47
2021M10,3 estrellas,grado de ocupación por plazas,57.78
2021M10,3 estrellas,grado de ocupación de plazas de fin de semana,62.53
2021M10,3 estrellas,grado de ocupación por habitaciones,67.23
2021M10,1 y 2 estrellas,grado de ocupación por plazas,34.75
2021M10,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,52.66
2021M10,1 y 2 estrellas,grado de ocupación por habitaciones,37.84
2021M10,Hostales y pensiones,grado de ocupación por plazas,27.46
2021M10,Hostales y pensiones,grado de ocupación de plazas de fin de semana,34.43
2021M10,Hostales y pensiones,grado de ocupación por habitaciones,33.46
2021M11,TOTAL,grado de ocupación por plazas,36.1
2021M11,TOTAL,grado de ocupación de plazas de fin de semana,54.75
2021M11,TOTAL,grado de ocupación por habitaciones,45.4
2021M11,4 y 5 estrellas,grado de ocupación por plazas,46.52
2021M11,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,70.95
2021M11,4 y 5 estrellas,grado de ocupación por habitaciones,56.9
2021M11,3 estrellas,grado de ocupación por plazas,40.32
2021M11,3 estrellas,grado de ocupación de plazas de fin de semana,63.88
2021M11,3 estrellas,grado de ocupación por habitaciones,52.63
2021M11,1 y 2 estrellas,grado de ocupación por plazas,21.29
2021M11,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,35.9
2021M11,1 y 2 estrellas,grado de ocupación por habitaciones,27.48
2021M11,Hostales y pensiones,grado de ocupación por plazas,19.4
2021M11,Hostales y pensiones,grado de ocupación de plazas de fin de semana,22.97
2021M11,Hostales y pensiones,grado de ocupación por habitaciones,24.83
2021M12,TOTAL,grado de ocupación por plazas,29.53
2021M12,TOTAL,grado de ocupación de plazas de fin de semana,33.08
2021M12,TOTAL,grado de ocupación por habitaciones,34.1
2021M12,4 y 5 estrellas,grado de ocupación por plazas,33.53
2021M12,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,34.84
2021M12,4 y 5 estrellas,grado de ocupación por habitaciones,40.1
2021M12,3 estrellas,grado de ocupación por plazas,30.26
2021M12,3 estrellas,grado de ocupación de plazas de fin de semana,27.46
2021M12,3 estrellas,grado de ocupación por habitaciones,36.06
2021M12,1 y 2 estrellas,grado de ocupación por plazas,20.73
2021M12,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,23.21
2021M12,1 y 2 estrellas,grado de ocupación por habitaciones,24.29
2021M12,Hostales y pensiones,grado de ocupación por plazas,21.98
2021M12,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2021M12,Hostales y pensiones,grado de ocupación por habitaciones,25.95
2022M01,TOTAL,grado de ocupación por plazas,18.51
2022M01,TOTAL,grado de ocupación de plazas de fin de semana,27.41
2022M01,TOTAL,grado de ocupación por habitaciones,23.07
2022M01,4 y 5 estrellas,grado de ocupación por plazas,16.15
2022M01,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,25.95
2022M01,4 y 5 estrellas,grado de ocupación por habitaciones,27.62
2022M01,3 estrellas,grado de ocupación por plazas,21.04
2022M01,3 estrellas,grado de ocupación de plazas de fin de semana,30.15
2022M01,3 estrellas,grado de ocupación por habitaciones,27.21
2022M01,1 y 2 estrellas,grado de ocupación por plazas,15.37
2022M01,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,14.8
2022M01,1 y 2 estrellas,grado de ocupación por habitaciones,19.22
2022M01,Hostales y pensiones,grado de ocupación por plazas,
2022M01,Hostales y pensiones,grado de ocupación de plazas de fin de semana,
2022M01,Hostales y pensiones,grado de ocupación por habitaciones,12.48
2022M02,TOTAL,grado de ocupación por plazas,33.42
2022M02,TOTAL,grado de ocupación de plazas de fin de semana,52.87
2022M02,TOTAL,grado de ocupación por habitaciones,35.38
2022M02,4 y 5 estrellas,grado de ocupación por plazas,36.88
2022M02,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,61.08
2022M02,4 y 5 estrellas,grado de ocupación por habitaciones,44.33
2022M02,3 estrellas,grado de ocupación por plazas,35.02
2022M02,3 estrellas,grado de ocupación de plazas de fin de semana,54.24
2022M02,3 estrellas,grado de ocupación por habitaciones,44.44
2022M02,1 y 2 estrellas,grado de ocupación por plazas,16.66
2022M02,1 y 2 estrellas,grado de ocupación de plazas de fin de semana,19.85
2022M02,1 y 2 estrellas,grado de ocupación por habitaciones,24.05
2022M02,Hostales y pensiones,grado de ocupación por plazas,22.02
2022M02,Hostales y pensiones,grado de ocupación de plazas de fin de semana,32.39
2022M02,Hostales y pensiones,grado de ocupación por habitaciones,15.49
2022M03,TOTAL,grado de ocupación por plazas,29.87
2022M03,TOTAL,grado de ocupación de plazas de fin de semana,49
2022M03,TOTAL,grado de ocupación por habitaciones,37.52
2022M03,4 y 5 estrellas,grado de ocupación por plazas,37.59
2022M03,4 y 5 estrellas,grado de ocupación de plazas de fin de semana,47.78
2022M03,4 y 5 estrellas,grado de ocupación por habitaciones,45.78
2022M03,3 estrellas,grado de ocupación por plazas,36.73
2022M03,3 estrellas,grado de ocupación de plazas de fin de semana,52.93
2022M03,3 estrellas,grado de ocupación por habitaciones,49.07
2022M03,1 y 2 estrellas,grado de ocupación por plazas,16.43
