Periodo,Categoría,Estancia media,DATA
2020M03,TOTAL,Estancia media,1.91
2020M03,TOTAL,Estancia media Residentes en Espańa,1.92
2020M03,TOTAL,Estancia media No residentes en Espańa,1.85
2020M03,4 y 5 estrellas,Estancia media,2.31
2020M03,4 y 5 estrellas,Estancia media Residentes en Espańa,2.35
2020M03,4 y 5 estrellas,Estancia media No residentes en Espańa,1.8
2020M03,3 estrellas,Estancia media,1.68
2020M03,3 estrellas,Estancia media Residentes en Espańa,1.63
2020M03,3 estrellas,Estancia media No residentes en Espańa,1.91
2020M03,1 y 2 estrellas,Estancia media,1.82
2020M03,1 y 2 estrellas,Estancia media Residentes en Espańa,1.86
2020M03,1 y 2 estrellas,Estancia media No residentes en Espańa,1.56
2020M03,Hostales y pensiones,Estancia media,1.75
2020M03,Hostales y pensiones,Estancia media Residentes en Espańa,1.78
2020M03,Hostales y pensiones,Estancia media No residentes en Espańa,1.5
2020M05,TOTAL,Estancia media,1.9
2020M05,TOTAL,Estancia media Residentes en Espańa,1.9
2020M05,TOTAL,Estancia media No residentes en Espańa,1.72
2020M05,4 y 5 estrellas,Estancia media,1
2020M05,4 y 5 estrellas,Estancia media Residentes en Espańa,1
2020M05,4 y 5 estrellas,Estancia media No residentes en Espańa,
2020M05,3 estrellas,Estancia media,1.7
2020M05,3 estrellas,Estancia media Residentes en Espańa,1.71
2020M05,3 estrellas,Estancia media No residentes en Espańa,1.43
2020M05,1 y 2 estrellas,Estancia media,1.81
2020M05,1 y 2 estrellas,Estancia media Residentes en Espańa,1.81
2020M05,1 y 2 estrellas,Estancia media No residentes en Espańa,1.8
2020M05,Hostales y pensiones,Estancia media,3.36
2020M05,Hostales y pensiones,Estancia media Residentes en Espańa,3.36
2020M05,Hostales y pensiones,Estancia media No residentes en Espańa,
2020M06,TOTAL,Estancia media,1.75
2020M06,TOTAL,Estancia media Residentes en Espańa,1.77
2020M06,TOTAL,Estancia media No residentes en Espańa,1.58
2020M06,4 y 5 estrellas,Estancia media,1.61
2020M06,4 y 5 estrellas,Estancia media Residentes en Espańa,1.62
2020M06,4 y 5 estrellas,Estancia media No residentes en Espańa,1.58
2020M06,3 estrellas,Estancia media,1.55
2020M06,3 estrellas,Estancia media Residentes en Espańa,1.55
2020M06,3 estrellas,Estancia media No residentes en Espańa,1.56
2020M06,1 y 2 estrellas,Estancia media,1.52
2020M06,1 y 2 estrellas,Estancia media Residentes en Espańa,1.52
2020M06,1 y 2 estrellas,Estancia media No residentes en Espańa,1.54
2020M06,Hostales y pensiones,Estancia media,2.46
2020M06,Hostales y pensiones,Estancia media Residentes en Espańa,2.6
2020M06,Hostales y pensiones,Estancia media No residentes en Espańa,1.62
2020M07,TOTAL,Estancia media,1.75
2020M07,TOTAL,Estancia media Residentes en Espańa,1.76
2020M07,TOTAL,Estancia media No residentes en Espańa,1.68
2020M07,4 y 5 estrellas,Estancia media,1.75
2020M07,4 y 5 estrellas,Estancia media Residentes en Espańa,1.74
2020M07,4 y 5 estrellas,Estancia media No residentes en Espańa,1.77
2020M07,3 estrellas,Estancia media,1.64
2020M07,3 estrellas,Estancia media Residentes en Espańa,1.63
2020M07,3 estrellas,Estancia media No residentes en Espańa,1.71
2020M07,1 y 2 estrellas,Estancia media,1.79
2020M07,1 y 2 estrellas,Estancia media Residentes en Espańa,1.79
2020M07,1 y 2 estrellas,Estancia media No residentes en Espańa,1.76
2020M07,Hostales y pensiones,Estancia media,2.18
2020M07,Hostales y pensiones,Estancia media Residentes en Espańa,2.31
2020M07,Hostales y pensiones,Estancia media No residentes en Espańa,1.31
2020M08,TOTAL,Estancia media,1.76
2020M08,TOTAL,Estancia media Residentes en Espańa,1.76
2020M08,TOTAL,Estancia media No residentes en Espańa,1.67
2020M08,4 y 5 estrellas,Estancia media,1.87
2020M08,4 y 5 estrellas,Estancia media Residentes en Espańa,1.89
2020M08,4 y 5 estrellas,Estancia media No residentes en Espańa,1.7
2020M08,3 estrellas,Estancia media,1.59
2020M08,3 estrellas,Estancia media Residentes en Espańa,1.58
2020M08,3 estrellas,Estancia media No residentes en Espańa,1.73
2020M08,1 y 2 estrellas,Estancia media,2
2020M08,1 y 2 estrellas,Estancia media Residentes en Espańa,2.03
2020M08,1 y 2 estrellas,Estancia media No residentes en Espańa,1.64
2020M08,Hostales y pensiones,Estancia media,2.02
2020M08,Hostales y pensiones,Estancia media Residentes en Espańa,2.08
2020M08,Hostales y pensiones,Estancia media No residentes en Espańa,1.42
2020M09,TOTAL,Estancia media,1.74
2020M09,TOTAL,Estancia media Residentes en Espańa,1.75
2020M09,TOTAL,Estancia media No residentes en Espańa,1.7
2020M09,4 y 5 estrellas,Estancia media,1.68
2020M09,4 y 5 estrellas,Estancia media Residentes en Espańa,1.67
2020M09,4 y 5 estrellas,Estancia media No residentes en Espańa,1.77
2020M09,3 estrellas,Estancia media,1.66
2020M09,3 estrellas,Estancia media Residentes en Espańa,1.64
2020M09,3 estrellas,Estancia media No residentes en Espańa,1.75
2020M09,1 y 2 estrellas,Estancia media,1.93
2020M09,1 y 2 estrellas,Estancia media Residentes en Espańa,1.99
2020M09,1 y 2 estrellas,Estancia media No residentes en Espańa,1.46
2020M09,Hostales y pensiones,Estancia media,2.05
2020M09,Hostales y pensiones,Estancia media Residentes en Espańa,2.13
2020M09,Hostales y pensiones,Estancia media No residentes en Espańa,1.41
2020M10,TOTAL,Estancia media,0.56
2020M10,TOTAL,Estancia media Residentes en Espańa,0.56
2020M10,TOTAL,Estancia media No residentes en Espańa,0.56
2020M10,4 y 5 estrellas,Estancia media,0.55
2020M10,4 y 5 estrellas,Estancia media Residentes en Espańa,0.54
2020M10,4 y 5 estrellas,Estancia media No residentes en Espańa,0.62
2020M10,3 estrellas,Estancia media,0.51
2020M10,3 estrellas,Estancia media Residentes en Espańa,0.51
2020M10,3 estrellas,Estancia media No residentes en Espańa,0.59
2020M10,1 y 2 estrellas,Estancia media,0.85
2020M10,1 y 2 estrellas,Estancia media Residentes en Espańa,0.88
2020M10,1 y 2 estrellas,Estancia media No residentes en Espańa,0.57
2020M10,Hostales y pensiones,Estancia media,0.66
2020M10,Hostales y pensiones,Estancia media Residentes en Espańa,0.74
2020M10,Hostales y pensiones,Estancia media No residentes en Espańa,0.22
2020M11,TOTAL,Estancia media,1.88
2020M11,TOTAL,Estancia media Residentes en Espańa,1.8
2020M11,TOTAL,Estancia media No residentes en Espańa,2.46
2020M11,4 y 5 estrellas,Estancia media,1.74
2020M11,4 y 5 estrellas,Estancia media Residentes en Espańa,1.55
2020M11,4 y 5 estrellas,Estancia media No residentes en Espańa,3.18
2020M11,3 estrellas,Estancia media,1.84
2020M11,3 estrellas,Estancia media Residentes en Espańa,1.79
2020M11,3 estrellas,Estancia media No residentes en Espańa,2.2
2020M11,1 y 2 estrellas,Estancia media,1.74
2020M11,1 y 2 estrellas,Estancia media Residentes en Espańa,1.69
2020M11,1 y 2 estrellas,Estancia media No residentes en Espańa,2.42
2020M11,Hostales y pensiones,Estancia media,2.43
2020M11,Hostales y pensiones,Estancia media Residentes en Espańa,2.45
2020M11,Hostales y pensiones,Estancia media No residentes en Espańa,2.16
2020M12,TOTAL,Estancia media,1.65
2020M12,TOTAL,Estancia media Residentes en Espańa,1.66
2020M12,TOTAL,Estancia media No residentes en Espańa,1.63
2020M12,4 y 5 estrellas,Estancia media,1.51
2020M12,4 y 5 estrellas,Estancia media Residentes en Espańa,1.51
2020M12,4 y 5 estrellas,Estancia media No residentes en Espańa,1.56
2020M12,3 estrellas,Estancia media,1.68
2020M12,3 estrellas,Estancia media Residentes en Espańa,1.66
2020M12,3 estrellas,Estancia media No residentes en Espańa,1.81
2020M12,1 y 2 estrellas,Estancia media,1.71
2020M12,1 y 2 estrellas,Estancia media Residentes en Espańa,1.76
2020M12,1 y 2 estrellas,Estancia media No residentes en Espańa,1.27
2020M12,Hostales y pensiones,Estancia media,1.86
2020M12,Hostales y pensiones,Estancia media Residentes en Espańa,1.98
2020M12,Hostales y pensiones,Estancia media No residentes en Espańa,1.33
2021M01,TOTAL,Estancia media,1.82
2021M01,TOTAL,Estancia media Residentes en Espańa,1.84
2021M01,TOTAL,Estancia media No residentes en Espańa,1.68
2021M01,4 y 5 estrellas,Estancia media,1.6
2021M01,4 y 5 estrellas,Estancia media Residentes en Espańa,1.61
2021M01,4 y 5 estrellas,Estancia media No residentes en Espańa,1.49
2021M01,3 estrellas,Estancia media,1.62
2021M01,3 estrellas,Estancia media Residentes en Espańa,1.59
2021M01,3 estrellas,Estancia media No residentes en Espańa,1.85
2021M01,1 y 2 estrellas,Estancia media,1.55
2021M01,1 y 2 estrellas,Estancia media Residentes en Espańa,1.61
2021M01,1 y 2 estrellas,Estancia media No residentes en Espańa,1.03
2021M01,Hostales y pensiones,Estancia media,3.27
2021M01,Hostales y pensiones,Estancia media Residentes en Espańa,3.33
2021M01,Hostales y pensiones,Estancia media No residentes en Espańa,1
2021M02,TOTAL,Estancia media,1.87
2021M02,TOTAL,Estancia media Residentes en Espańa,1.81
2021M02,TOTAL,Estancia media No residentes en Espańa,2.45
2021M02,4 y 5 estrellas,Estancia media,1.53
2021M02,4 y 5 estrellas,Estancia media Residentes en Espańa,1.51
2021M02,4 y 5 estrellas,Estancia media No residentes en Espańa,1.9
2021M02,3 estrellas,Estancia media,1.75
2021M02,3 estrellas,Estancia media Residentes en Espańa,1.68
2021M02,3 estrellas,Estancia media No residentes en Espańa,2.42
2021M02,1 y 2 estrellas,Estancia media,2
2021M02,1 y 2 estrellas,Estancia media Residentes en Espańa,1.97
2021M02,1 y 2 estrellas,Estancia media No residentes en Espańa,2.24
2021M02,Hostales y pensiones,Estancia media,3.03
2021M02,Hostales y pensiones,Estancia media Residentes en Espańa,2.99
2021M02,Hostales y pensiones,Estancia media No residentes en Espańa,3.25
2021M03,TOTAL,Estancia media,1.76
2021M03,TOTAL,Estancia media Residentes en Espańa,1.7
2021M03,TOTAL,Estancia media No residentes en Espańa,2.34
2021M03,4 y 5 estrellas,Estancia media,1.62
2021M03,4 y 5 estrellas,Estancia media Residentes en Espańa,1.59
2021M03,4 y 5 estrellas,Estancia media No residentes en Espańa,2.03
2021M03,3 estrellas,Estancia media,1.69
2021M03,3 estrellas,Estancia media Residentes en Espańa,1.61
2021M03,3 estrellas,Estancia media No residentes en Espańa,2.34
2021M03,1 y 2 estrellas,Estancia media,1.79
2021M03,1 y 2 estrellas,Estancia media Residentes en Espańa,1.76
2021M03,1 y 2 estrellas,Estancia media No residentes en Espańa,2.37
2021M03,Hostales y pensiones,Estancia media,2.35
2021M03,Hostales y pensiones,Estancia media Residentes en Espańa,2.28
2021M03,Hostales y pensiones,Estancia media No residentes en Espańa,2.96
2021M04,TOTAL,Estancia media,1.75
2021M04,TOTAL,Estancia media Residentes en Espańa,1.73
2021M04,TOTAL,Estancia media No residentes en Espańa,1.88
2021M04,4 y 5 estrellas,Estancia media,1.49
2021M04,4 y 5 estrellas,Estancia media Residentes en Espańa,1.42
2021M04,4 y 5 estrellas,Estancia media No residentes en Espańa,2.01
2021M04,3 estrellas,Estancia media,1.72
2021M04,3 estrellas,Estancia media Residentes en Espańa,1.69
2021M04,3 estrellas,Estancia media No residentes en Espańa,1.96
2021M04,1 y 2 estrellas,Estancia media,2.25
2021M04,1 y 2 estrellas,Estancia media Residentes en Espańa,2.24
2021M04,1 y 2 estrellas,Estancia media No residentes en Espańa,2.77
2021M04,Hostales y pensiones,Estancia media,2.22
2021M04,Hostales y pensiones,Estancia media Residentes en Espańa,2.37
2021M04,Hostales y pensiones,Estancia media No residentes en Espańa,1.35
2021M05,TOTAL,Estancia media,1.65
2021M05,TOTAL,Estancia media Residentes en Espańa,1.64
2021M05,TOTAL,Estancia media No residentes en Espańa,1.78
2021M05,4 y 5 estrellas,Estancia media,1.64
2021M05,4 y 5 estrellas,Estancia media Residentes en Espańa,1.61
2021M05,4 y 5 estrellas,Estancia media No residentes en Espańa,1.88
2021M05,3 estrellas,Estancia media,1.55
2021M05,3 estrellas,Estancia media Residentes en Espańa,1.53
2021M05,3 estrellas,Estancia media No residentes en Espańa,1.72
2021M05,1 y 2 estrellas,Estancia media,1.79
2021M05,1 y 2 estrellas,Estancia media Residentes en Espańa,1.78
2021M05,1 y 2 estrellas,Estancia media No residentes en Espańa,1.94
2021M05,Hostales y pensiones,Estancia media,2.11
2021M05,Hostales y pensiones,Estancia media Residentes en Espańa,2.13
2021M05,Hostales y pensiones,Estancia media No residentes en Espańa,1.85
2021M06,TOTAL,Estancia media,1.7
2021M06,TOTAL,Estancia media Residentes en Espańa,1.69
2021M06,TOTAL,Estancia media No residentes en Espańa,1.76
2021M06,4 y 5 estrellas,Estancia media,1.77
2021M06,4 y 5 estrellas,Estancia media Residentes en Espańa,1.75
2021M06,4 y 5 estrellas,Estancia media No residentes en Espańa,1.87
2021M06,3 estrellas,Estancia media,1.64
2021M06,3 estrellas,Estancia media Residentes en Espańa,1.63
2021M06,3 estrellas,Estancia media No residentes en Espańa,1.73
2021M06,1 y 2 estrellas,Estancia media,1.74
2021M06,1 y 2 estrellas,Estancia media Residentes en Espańa,1.73
2021M06,1 y 2 estrellas,Estancia media No residentes en Espańa,1.79
2021M06,Hostales y pensiones,Estancia media,1.75
2021M06,Hostales y pensiones,Estancia media Residentes en Espańa,1.8
2021M06,Hostales y pensiones,Estancia media No residentes en Espańa,1.4
2021M07,TOTAL,Estancia media,1.73
2021M07,TOTAL,Estancia media Residentes en Espańa,1.76
2021M07,TOTAL,Estancia media No residentes en Espańa,1.6
2021M07,4 y 5 estrellas,Estancia media,1.97
2021M07,4 y 5 estrellas,Estancia media Residentes en Espańa,2.04
2021M07,4 y 5 estrellas,Estancia media No residentes en Espańa,1.69
2021M07,3 estrellas,Estancia media,1.58
2021M07,3 estrellas,Estancia media Residentes en Espańa,1.56
2021M07,3 estrellas,Estancia media No residentes en Espańa,1.69
2021M07,1 y 2 estrellas,Estancia media,1.68
2021M07,1 y 2 estrellas,Estancia media Residentes en Espańa,1.68
2021M07,1 y 2 estrellas,Estancia media No residentes en Espańa,1.66
2021M07,Hostales y pensiones,Estancia media,1.79
2021M07,Hostales y pensiones,Estancia media Residentes en Espańa,1.91
2021M07,Hostales y pensiones,Estancia media No residentes en Espańa,1.11
2021M08,TOTAL,Estancia media,1.72
2021M08,TOTAL,Estancia media Residentes en Espańa,1.73
2021M08,TOTAL,Estancia media No residentes en Espańa,1.65
2021M08,4 y 5 estrellas,Estancia media,1.91
2021M08,4 y 5 estrellas,Estancia media Residentes en Espańa,1.94
2021M08,4 y 5 estrellas,Estancia media No residentes en Espańa,1.75
2021M08,3 estrellas,Estancia media,1.64
2021M08,3 estrellas,Estancia media Residentes en Espańa,1.63
2021M08,3 estrellas,Estancia media No residentes en Espańa,1.69
2021M08,1 y 2 estrellas,Estancia media,1.68
2021M08,1 y 2 estrellas,Estancia media Residentes en Espańa,1.69
2021M08,1 y 2 estrellas,Estancia media No residentes en Espańa,1.55
2021M08,Hostales y pensiones,Estancia media,1.61
2021M08,Hostales y pensiones,Estancia media Residentes en Espańa,1.64
2021M08,Hostales y pensiones,Estancia media No residentes en Espańa,1.42
2021M09,TOTAL,Estancia media,1.6
2021M09,TOTAL,Estancia media Residentes en Espańa,1.62
2021M09,TOTAL,Estancia media No residentes en Espańa,1.52
2021M09,4 y 5 estrellas,Estancia media,1.75
2021M09,4 y 5 estrellas,Estancia media Residentes en Espańa,1.76
2021M09,4 y 5 estrellas,Estancia media No residentes en Espańa,1.7
2021M09,3 estrellas,Estancia media,1.57
2021M09,3 estrellas,Estancia media Residentes en Espańa,1.55
2021M09,3 estrellas,Estancia media No residentes en Espańa,1.66
2021M09,1 y 2 estrellas,Estancia media,1.55
2021M09,1 y 2 estrellas,Estancia media Residentes en Espańa,1.56
2021M09,1 y 2 estrellas,Estancia media No residentes en Espańa,1.45
2021M09,Hostales y pensiones,Estancia media,1.41
2021M09,Hostales y pensiones,Estancia media Residentes en Espańa,1.57
2021M09,Hostales y pensiones,Estancia media No residentes en Espańa,1.11
2021M10,TOTAL,Estancia media,1.74
2021M10,TOTAL,Estancia media Residentes en Espańa,1.77
2021M10,TOTAL,Estancia media No residentes en Espańa,1.61
2021M10,4 y 5 estrellas,Estancia media,1.83
2021M10,4 y 5 estrellas,Estancia media Residentes en Espańa,1.85
2021M10,4 y 5 estrellas,Estancia media No residentes en Espańa,1.77
2021M10,3 estrellas,Estancia media,1.71
2021M10,3 estrellas,Estancia media Residentes en Espańa,1.71
2021M10,3 estrellas,Estancia media No residentes en Espańa,1.72
2021M10,1 y 2 estrellas,Estancia media,1.97
2021M10,1 y 2 estrellas,Estancia media Residentes en Espańa,2
2021M10,1 y 2 estrellas,Estancia media No residentes en Espańa,1.63
2021M10,Hostales y pensiones,Estancia media,1.53
2021M10,Hostales y pensiones,Estancia media Residentes en Espańa,1.66
2021M10,Hostales y pensiones,Estancia media No residentes en Espańa,1.06
2021M11,TOTAL,Estancia media,1.73
2021M11,TOTAL,Estancia media Residentes en Espańa,1.72
2021M11,TOTAL,Estancia media No residentes en Espańa,1.82
2021M11,4 y 5 estrellas,Estancia media,1.88
2021M11,4 y 5 estrellas,Estancia media Residentes en Espańa,1.85
2021M11,4 y 5 estrellas,Estancia media No residentes en Espańa,2.09
2021M11,3 estrellas,Estancia media,1.59
2021M11,3 estrellas,Estancia media Residentes en Espańa,1.58
2021M11,3 estrellas,Estancia media No residentes en Espańa,1.67
2021M11,1 y 2 estrellas,Estancia media,1.52
2021M11,1 y 2 estrellas,Estancia media Residentes en Espańa,1.52
2021M11,1 y 2 estrellas,Estancia media No residentes en Espańa,1.51
2021M11,Hostales y pensiones,Estancia media,1.87
2021M11,Hostales y pensiones,Estancia media Residentes en Espańa,1.92
2021M11,Hostales y pensiones,Estancia media No residentes en Espańa,1.08
2021M12,TOTAL,Estancia media,1.81
2021M12,TOTAL,Estancia media Residentes en Espańa,1.82
2021M12,TOTAL,Estancia media No residentes en Espańa,1.77
2021M12,4 y 5 estrellas,Estancia media,1.76
2021M12,4 y 5 estrellas,Estancia media Residentes en Espańa,1.76
2021M12,4 y 5 estrellas,Estancia media No residentes en Espańa,1.75
2021M12,3 estrellas,Estancia media,1.7
2021M12,3 estrellas,Estancia media Residentes en Espańa,1.69
2021M12,3 estrellas,Estancia media No residentes en Espańa,1.8
2021M12,1 y 2 estrellas,Estancia media,1.68
2021M12,1 y 2 estrellas,Estancia media Residentes en Espańa,1.65
2021M12,1 y 2 estrellas,Estancia media No residentes en Espańa,2.05
2021M12,Hostales y pensiones,Estancia media,2.32
2021M12,Hostales y pensiones,Estancia media Residentes en Espańa,2.38
2021M12,Hostales y pensiones,Estancia media No residentes en Espańa,1.66
2022M01,TOTAL,Estancia media,1.65
2022M01,TOTAL,Estancia media Residentes en Espańa,1.62
2022M01,TOTAL,Estancia media No residentes en Espańa,1.85
2022M01,4 y 5 estrellas,Estancia media,1.54
2022M01,4 y 5 estrellas,Estancia media Residentes en Espańa,1.5
2022M01,4 y 5 estrellas,Estancia media No residentes en Espańa,1.86
2022M01,3 estrellas,Estancia media,1.56
2022M01,3 estrellas,Estancia media Residentes en Espańa,1.51
2022M01,3 estrellas,Estancia media No residentes en Espańa,1.83
2022M01,1 y 2 estrellas,Estancia media,1.85
2022M01,1 y 2 estrellas,Estancia media Residentes en Espańa,1.72
2022M01,1 y 2 estrellas,Estancia media No residentes en Espańa,3.2
2022M01,Hostales y pensiones,Estancia media,2.57
2022M01,Hostales y pensiones,Estancia media Residentes en Espańa,2.71
2022M01,Hostales y pensiones,Estancia media No residentes en Espańa,1.11
2022M02,TOTAL,Estancia media,1.65
2022M02,TOTAL,Estancia media Residentes en Espańa,1.63
2022M02,TOTAL,Estancia media No residentes en Espańa,1.81
2022M02,4 y 5 estrellas,Estancia media,1.81
2022M02,4 y 5 estrellas,Estancia media Residentes en Espańa,1.82
2022M02,4 y 5 estrellas,Estancia media No residentes en Espańa,1.78
2022M02,3 estrellas,Estancia media,1.56
2022M02,3 estrellas,Estancia media Residentes en Espańa,1.49
2022M02,3 estrellas,Estancia media No residentes en Espańa,2.07
2022M02,1 y 2 estrellas,Estancia media,1.65
2022M02,1 y 2 estrellas,Estancia media Residentes en Espańa,1.67
2022M02,1 y 2 estrellas,Estancia media No residentes en Espańa,1.36
2022M02,Hostales y pensiones,Estancia media,1.52
2022M02,Hostales y pensiones,Estancia media Residentes en Espańa,1.58
2022M02,Hostales y pensiones,Estancia media No residentes en Espańa,1.17
2022M03,TOTAL,Estancia media,1.72
2022M03,TOTAL,Estancia media Residentes en Espańa,1.7
2022M03,TOTAL,Estancia media No residentes en Espańa,1.82
2022M03,4 y 5 estrellas,Estancia media,1.88
2022M03,4 y 5 estrellas,Estancia media Residentes en Espańa,1.86
2022M03,4 y 5 estrellas,Estancia media No residentes en Espańa,1.98
2022M03,3 estrellas,Estancia media,1.67
2022M03,3 estrellas,Estancia media Residentes en Espańa,1.65
2022M03,3 estrellas,Estancia media No residentes en Espańa,1.82
2022M03,1 y 2 estrellas,Estancia media,1.72
2022M03,1 y 2 estrellas,Estancia media Residentes en Espańa,1.63
2022M03,1 y 2 estrellas,Estancia media No residentes en Espańa,2.38
2022M03,Hostales y pensiones,Estancia media,1.44
2022M03,Hostales y pensiones,Estancia media Residentes en Espańa,1.48
2022M03,Hostales y pensiones,Estancia media No residentes en Espańa,1.26
2022M04,TOTAL,Estancia media,1.74
2022M04,TOTAL,Estancia media Residentes en Espańa,1.79
2022M04,TOTAL,Estancia media No residentes en Espańa,1.53
2022M04,4 y 5 estrellas,Estancia media,1.85
2022M04,4 y 5 estrellas,Estancia media Residentes en Espańa,1.84
2022M04,4 y 5 estrellas,Estancia media No residentes en Espańa,1.91
2022M04,3 estrellas,Estancia media,1.72
2022M04,3 estrellas,Estancia media Residentes en Espańa,1.74
2022M04,3 estrellas,Estancia media No residentes en Espańa,1.59
2022M04,1 y 2 estrellas,Estancia media,1.68
2022M04,1 y 2 estrellas,Estancia media Residentes en Espańa,1.64
2022M04,1 y 2 estrellas,Estancia media No residentes en Espańa,1.97
2022M04,Hostales y pensiones,Estancia media,1.61
2022M04,Hostales y pensiones,Estancia media Residentes en Espańa,1.9
2022M04,Hostales y pensiones,Estancia media No residentes en Espańa,1.08
2022M05,TOTAL,Estancia media,1.65
2022M05,TOTAL,Estancia media Residentes en Espańa,1.73
2022M05,TOTAL,Estancia media No residentes en Espańa,1.47
2022M05,4 y 5 estrellas,Estancia media,1.81
2022M05,4 y 5 estrellas,Estancia media Residentes en Espańa,1.8
2022M05,4 y 5 estrellas,Estancia media No residentes en Espańa,1.85
2022M05,3 estrellas,Estancia media,1.64
2022M05,3 estrellas,Estancia media Residentes en Espańa,1.72
2022M05,3 estrellas,Estancia media No residentes en Espańa,1.45
2022M05,1 y 2 estrellas,Estancia media,1.65
2022M05,1 y 2 estrellas,Estancia media Residentes en Espańa,1.7
2022M05,1 y 2 estrellas,Estancia media No residentes en Espańa,1.44
2022M05,Hostales y pensiones,Estancia media,1.38
2022M05,Hostales y pensiones,Estancia media Residentes en Espańa,1.63
2022M05,Hostales y pensiones,Estancia media No residentes en Espańa,1.06
2022M06,TOTAL,Estancia media,1.71
2022M06,TOTAL,Estancia media Residentes en Espańa,1.75
2022M06,TOTAL,Estancia media No residentes en Espańa,1.63
2022M06,4 y 5 estrellas,Estancia media,1.93
2022M06,4 y 5 estrellas,Estancia media Residentes en Espańa,1.95
2022M06,4 y 5 estrellas,Estancia media No residentes en Espańa,1.88
2022M06,3 estrellas,Estancia media,1.63
2022M06,3 estrellas,Estancia media Residentes en Espańa,1.6
2022M06,3 estrellas,Estancia media No residentes en Espańa,1.72
2022M06,1 y 2 estrellas,Estancia media,1.61
2022M06,1 y 2 estrellas,Estancia media Residentes en Espańa,1.61
2022M06,1 y 2 estrellas,Estancia media No residentes en Espańa,1.59
2022M06,Hostales y pensiones,Estancia media,1.55
2022M06,Hostales y pensiones,Estancia media Residentes en Espańa,1.85
2022M06,Hostales y pensiones,Estancia media No residentes en Espańa,1.06
2022M07,TOTAL,Estancia media,1.72
2022M07,TOTAL,Estancia media Residentes en Espańa,1.74
2022M07,TOTAL,Estancia media No residentes en Espańa,1.63
2022M07,4 y 5 estrellas,Estancia media,1.92
2022M07,4 y 5 estrellas,Estancia media Residentes en Espańa,1.99
2022M07,4 y 5 estrellas,Estancia media No residentes en Espańa,1.72
2022M07,3 estrellas,Estancia media,1.63
2022M07,3 estrellas,Estancia media Residentes en Espańa,1.62
2022M07,3 estrellas,Estancia media No residentes en Espańa,1.67
2022M07,1 y 2 estrellas,Estancia media,1.53
2022M07,1 y 2 estrellas,Estancia media Residentes en Espańa,1.55
2022M07,1 y 2 estrellas,Estancia media No residentes en Espańa,1.37
2022M07,Hostales y pensiones,Estancia media,1.61
2022M07,Hostales y pensiones,Estancia media Residentes en Espańa,1.69
2022M07,Hostales y pensiones,Estancia media No residentes en Espańa,1.39
2022M08,TOTAL,Estancia media,1.79
2022M08,TOTAL,Estancia media Residentes en Espańa,1.84
2022M08,TOTAL,Estancia media No residentes en Espańa,1.58
2022M08,4 y 5 estrellas,Estancia media,1.88
2022M08,4 y 5 estrellas,Estancia media Residentes en Espańa,1.92
2022M08,4 y 5 estrellas,Estancia media No residentes en Espańa,1.72
2022M08,3 estrellas,Estancia media,1.65
2022M08,3 estrellas,Estancia media Residentes en Espańa,1.66
2022M08,3 estrellas,Estancia media No residentes en Espańa,1.56
2022M08,1 y 2 estrellas,Estancia media,1.8
2022M08,1 y 2 estrellas,Estancia media Residentes en Espańa,1.84
2022M08,1 y 2 estrellas,Estancia media No residentes en Espańa,1.47
2022M08,Hostales y pensiones,Estancia media,2.08
2022M08,Hostales y pensiones,Estancia media Residentes en Espańa,2.3
2022M08,Hostales y pensiones,Estancia media No residentes en Espańa,1.42
2022M09,TOTAL,Estancia media,1.74
2022M09,TOTAL,Estancia media Residentes en Espańa,1.8
2022M09,TOTAL,Estancia media No residentes en Espańa,1.6
2022M09,4 y 5 estrellas,Estancia media,1.9
2022M09,4 y 5 estrellas,Estancia media Residentes en Espańa,1.89
2022M09,4 y 5 estrellas,Estancia media No residentes en Espańa,1.9
2022M09,3 estrellas,Estancia media,1.71
2022M09,3 estrellas,Estancia media Residentes en Espańa,1.8
2022M09,3 estrellas,Estancia media No residentes en Espańa,1.51
2022M09,1 y 2 estrellas,Estancia media,1.74
2022M09,1 y 2 estrellas,Estancia media Residentes en Espańa,1.8
2022M09,1 y 2 estrellas,Estancia media No residentes en Espańa,1.46
2022M09,Hostales y pensiones,Estancia media,1.49
2022M09,Hostales y pensiones,Estancia media Residentes en Espańa,1.64
2022M09,Hostales y pensiones,Estancia media No residentes en Espańa,1.15
2022M10,TOTAL,Estancia media,1.81
2022M10,TOTAL,Estancia media Residentes en Espańa,1.83
2022M10,TOTAL,Estancia media No residentes en Espańa,1.7
2022M10,4 y 5 estrellas,Estancia media,1.96
2022M10,4 y 5 estrellas,Estancia media Residentes en Espańa,1.98
2022M10,4 y 5 estrellas,Estancia media No residentes en Espańa,1.89
2022M10,3 estrellas,Estancia media,1.78
2022M10,3 estrellas,Estancia media Residentes en Espańa,1.79
2022M10,3 estrellas,Estancia media No residentes en Espańa,1.72
2022M10,1 y 2 estrellas,Estancia media,1.48
2022M10,1 y 2 estrellas,Estancia media Residentes en Espańa,1.51
2022M10,1 y 2 estrellas,Estancia media No residentes en Espańa,1.28
2022M10,Hostales y pensiones,Estancia media,1.64
2022M10,Hostales y pensiones,Estancia media Residentes en Espańa,1.77
2022M10,Hostales y pensiones,Estancia media No residentes en Espańa,1.1
2022M11,TOTAL,Estancia media,1.77
