Subcategoria,Indicador,Periodo,Gastos/Estancia,Categoria,Tipo de gasto,Fecha
De 1 a 3 noches,Gasto medio diario por persona,2023,240.49,Duración del viaje,No disponible,2023-01-01
De 1 a 3 noches,Duración media de los viajes,2016,1.81,Duración del viaje,No disponible,2016-01-01
De 1 a 3 noches,Duración media de los viajes,2017,1.75,Duración del viaje,No disponible,2017-01-01
De 1 a 3 noches,Duración media de los viajes,2018,2.2,Duración del viaje,No disponible,2018-01-01
De 1 a 3 noches,Duración media de los viajes,2019,2.07,Duración del viaje,No disponible,2019-01-01
De 1 a 3 noches,Duración media de los viajes,2020,1.45,Duración del viaje,No disponible,2020-01-01
De 1 a 3 noches,Duración media de los viajes,2021,1.8,Duración del viaje,No disponible,2021-01-01
De 1 a 3 noches,Duración media de los viajes,2022,2.01,Duración del viaje,No disponible,2022-01-01
De 1 a 3 noches,Duración media de los viajes,2023,1.76,Duración del viaje,No disponible,2023-01-01
Más de 3 noches,Gasto total,2016,69594.27,Duración del viaje,No disponible,2016-01-01
Más de 3 noches,Gasto total,2017,70563.37,Duración del viaje,No disponible,2017-01-01
Más de 3 noches,Gasto total,2018,71626.44,Duración del viaje,No disponible,2018-01-01
Más de 3 noches,Gasto total,2019,78017.91,Duración del viaje,No disponible,2019-01-01
Más de 3 noches,Gasto total,2020,14883.86,Duración del viaje,No disponible,2020-01-01
Más de 3 noches,Gasto total,2021,37908.1,Duración del viaje,No disponible,2021-01-01
Más de 3 noches,Gasto total,2022,88814.27,Duración del viaje,No disponible,2022-01-01
Más de 3 noches,Gasto total,2023,63044.1,Duración del viaje,No disponible,2023-01-01
Más de 3 noches,Gasto medio por persona,2016,1153.52,Duración del viaje,No disponible,2016-01-01
Más de 3 noches,Gasto medio por persona,2017,1115.22,Duración del viaje,No disponible,2017-01-01
Más de 3 noches,Gasto medio por persona,2018,1039.74,Duración del viaje,No disponible,2018-01-01
Más de 3 noches,Gasto medio por persona,2019,998.74,Duración del viaje,No disponible,2019-01-01
Más de 3 noches,Gasto medio por persona,2020,670.6,Duración del viaje,No disponible,2020-01-01
Más de 3 noches,Gasto medio por persona,2021,1105.34,Duración del viaje,No disponible,2021-01-01
Más de 3 noches,Gasto medio por persona,2022,1362.1,Duración del viaje,No disponible,2022-01-01
Más de 3 noches,Gasto medio por persona,2023,1011.37,Duración del viaje,No disponible,2023-01-01
Más de 3 noches,Gasto medio diario por persona,2016,87.85,Duración del viaje,No disponible,2016-01-01
Más de 3 noches,Gasto medio diario por persona,2017,77.65,Duración del viaje,No disponible,2017-01-01
Más de 3 noches,Gasto medio diario por persona,2018,88.76,Duración del viaje,No disponible,2018-01-01
Más de 3 noches,Gasto medio diario por persona,2019,94.77,Duración del viaje,No disponible,2019-01-01
Más de 3 noches,Gasto medio diario por persona,2020,56.44,Duración del viaje,No disponible,2020-01-01
Más de 3 noches,Gasto medio diario por persona,2021,113.1,Duración del viaje,No disponible,2021-01-01
Más de 3 noches,Gasto medio diario por persona,2022,124.6,Duración del viaje,No disponible,2022-01-01
Más de 3 noches,Gasto medio diario por persona,2023,112.86,Duración del viaje,No disponible,2023-01-01
Más de 3 noches,Duración media de los viajes,2016,13.13,Duración del viaje,No disponible,2016-01-01
Más de 3 noches,Duración media de los viajes,2017,14.36,Duración del viaje,No disponible,2017-01-01
Más de 3 noches,Duración media de los viajes,2018,11.71,Duración del viaje,No disponible,2018-01-01
Más de 3 noches,Duración media de los viajes,2019,10.54,Duración del viaje,No disponible,2019-01-01
Más de 3 noches,Duración media de los viajes,2020,11.88,Duración del viaje,No disponible,2020-01-01
Más de 3 noches,Duración media de los viajes,2021,9.77,Duración del viaje,No disponible,2021-01-01
Más de 3 noches,Duración media de los viajes,2022,10.93,Duración del viaje,No disponible,2022-01-01
Más de 3 noches,Duración media de los viajes,2023,8.96,Duración del viaje,No disponible,2023-01-01
No disponible,No disponible,2016,93087.88,Partidas de gasto,TOTAL,2016-01-01
No disponible,No disponible,2017,101962.17,Partidas de gasto,TOTAL,2017-01-01
No disponible,No disponible,2018,101126.5,Partidas de gasto,TOTAL,2018-01-01
No disponible,No disponible,2019,98201.73,Partidas de gasto,TOTAL,2019-01-01
No disponible,No disponible,2020,21835.28,Partidas de gasto,TOTAL,2020-01-01
No disponible,No disponible,2021,42027.48,Partidas de gasto,TOTAL,2021-01-01
No disponible,No disponible,2022,108604.09,Partidas de gasto,TOTAL,2022-01-01
No disponible,No disponible,2023,86729.82,Partidas de gasto,TOTAL,2023-01-01
No disponible,No disponible,2016,7425.98,Partidas de gasto,Gasto en paquete turístico,2016-01-01
No disponible,No disponible,2017,1225.69,Partidas de gasto,Gasto en paquete turístico,2017-01-01
No disponible,No disponible,2018,3351.39,Partidas de gasto,Gasto en paquete turístico,2018-01-01
No disponible,No disponible,2019,4893.82,Partidas de gasto,Gasto en paquete turístico,2019-01-01
No disponible,No disponible,2020,0.0,Partidas de gasto,Gasto en paquete turístico,2020-01-01
No disponible,No disponible,2021,934.58,Partidas de gasto,Gasto en paquete turístico,2021-01-01
No disponible,No disponible,2022,707.33,Partidas de gasto,Gasto en paquete turístico,2022-01-01
No disponible,No disponible,2023,0.96,Partidas de gasto,Gasto en paquete turístico,2023-01-01
No disponible,No disponible,2016,21250.75,Partidas de gasto,Gasto en transporte,2016-01-01
No disponible,No disponible,2017,31671.72,Partidas de gasto,Gasto en transporte,2017-01-01
No disponible,No disponible,2018,24390.25,Partidas de gasto,Gasto en transporte,2018-01-01
No disponible,No disponible,2019,21126.7,Partidas de gasto,Gasto en transporte,2019-01-01
No disponible,No disponible,2020,2973.94,Partidas de gasto,Gasto en transporte,2020-01-01
No disponible,No disponible,2021,7166.91,Partidas de gasto,Gasto en transporte,2021-01-01
No disponible,No disponible,2022,23793.02,Partidas de gasto,Gasto en transporte,2022-01-01
No disponible,No disponible,2023,23685.41,Partidas de gasto,Gasto en transporte,2023-01-01
No disponible,No disponible,2016,14751.71,Partidas de gasto,Gasto en alojamiento,2016-01-01
No disponible,No disponible,2017,13865.22,Partidas de gasto,Gasto en alojamiento,2017-01-01
No disponible,No disponible,2018,15301.56,Partidas de gasto,Gasto en alojamiento,2018-01-01
No disponible,No disponible,2019,14261.12,Partidas de gasto,Gasto en alojamiento,2019-01-01
No disponible,No disponible,2020,3247.47,Partidas de gasto,Gasto en alojamiento,2020-01-01
No disponible,No disponible,2021,8898.29,Partidas de gasto,Gasto en alojamiento,2021-01-01
No disponible,No disponible,2022,19166.54,Partidas de gasto,Gasto en alojamiento,2022-01-01
No disponible,No disponible,2023,11902.08,Partidas de gasto,Gasto en alojamiento,2023-01-01
No disponible,No disponible,2016,49659.45,Partidas de gasto,Otros gastos,2016-01-01
No disponible,No disponible,2017,55199.55,Partidas de gasto,Otros gastos,2017-01-01
No disponible,No disponible,2018,58083.3,Partidas de gasto,Otros gastos,2018-01-01
No disponible,No disponible,2019,57920.1,Partidas de gasto,Otros gastos,2019-01-01
No disponible,No disponible,2020,15613.87,Partidas de gasto,Otros gastos,2020-01-01
No disponible,No disponible,2021,25027.71,Partidas de gasto,Otros gastos,2021-01-01
No disponible,No disponible,2022,64937.2,Partidas de gasto,Otros gastos,2022-01-01
No disponible,No disponible,2023,51141.37,Partidas de gasto,Otros gastos,2023-01-01
