Periodo,Categoría,Residencia viajero,DATA
2020M10,4 y 5 estrellas,No residentes en Espańa,2662.81
2020M10,3 estrellas,TOTAL,26157.89
2020M10,3 estrellas,Residentes en Espańa,23544.1
2020M10,3 estrellas,No residentes en Espańa,2613.78
2020M10,1 y 2 estrellas,TOTAL,2741.14
2020M10,1 y 2 estrellas,Residentes en Espańa,2486.71
2020M10,1 y 2 estrellas,No residentes en Espańa,254.43
2020M10,Hostales y pensiones,TOTAL,5397.54
2020M10,Hostales y pensiones,Residentes en Espańa,4621.25
2020M10,Hostales y pensiones,No residentes en Espańa,776.28
2020M11,TOTAL,TOTAL,5818.43
2020M11,TOTAL,Residentes en Espańa,5156.44
2020M11,TOTAL,No residentes en Espańa,661.99
2020M11,4 y 5 estrellas,TOTAL,1413
2020M11,4 y 5 estrellas,Residentes en Espańa,1250.96
2020M11,4 y 5 estrellas,No residentes en Espańa,162.04
2020M11,3 estrellas,TOTAL,2962
2020M11,3 estrellas,Residentes en Espańa,2568.76
2020M11,3 estrellas,No residentes en Espańa,393.24
2020M11,1 y 2 estrellas,TOTAL,707.14
2020M11,1 y 2 estrellas,Residentes en Espańa,655.71
2020M11,1 y 2 estrellas,No residentes en Espańa,51.43
2020M11,Hostales y pensiones,TOTAL,736.29
2020M11,Hostales y pensiones,Residentes en Espańa,681
2020M11,Hostales y pensiones,No residentes en Espańa,55.29
2020M12,TOTAL,TOTAL,6884.76
2020M12,TOTAL,Residentes en Espańa,6027.74
2020M12,TOTAL,No residentes en Espańa,857.02
2020M12,4 y 5 estrellas,TOTAL,2035
2020M12,4 y 5 estrellas,Residentes en Espańa,1822.32
2020M12,4 y 5 estrellas,No residentes en Espańa,212.68
2020M12,3 estrellas,TOTAL,3578
2020M12,3 estrellas,Residentes en Espańa,3135.59
2020M12,3 estrellas,No residentes en Espańa,442.41
2020M12,1 y 2 estrellas,TOTAL,552.71
2020M12,1 y 2 estrellas,Residentes en Espańa,488.14
2020M12,1 y 2 estrellas,No residentes en Espańa,64.57
2020M12,Hostales y pensiones,TOTAL,719.05
2020M12,Hostales y pensiones,Residentes en Espańa,581.68
2020M12,Hostales y pensiones,No residentes en Espańa,137.37
2021M01,TOTAL,TOTAL,4614.59
2021M01,TOTAL,Residentes en Espańa,4127.36
2021M01,TOTAL,No residentes en Espańa,487.24
2021M01,4 y 5 estrellas,TOTAL,1154
2021M01,4 y 5 estrellas,Residentes en Espańa,1043.46
2021M01,4 y 5 estrellas,No residentes en Espańa,110.54
2021M01,3 estrellas,TOTAL,2519.85
2021M01,3 estrellas,Residentes en Espańa,2195.74
2021M01,3 estrellas,No residentes en Espańa,324.11
2021M01,1 y 2 estrellas,TOTAL,339
2021M01,1 y 2 estrellas,Residentes en Espańa,302.86
2021M01,1 y 2 estrellas,No residentes en Espańa,36.14
2021M01,Hostales y pensiones,TOTAL,601.74
2021M01,Hostales y pensiones,Residentes en Espańa,585.3
2021M01,Hostales y pensiones,No residentes en Espańa,16.44
2021M02,TOTAL,TOTAL,4946.37
2021M02,TOTAL,Residentes en Espańa,4492.96
2021M02,TOTAL,No residentes en Espańa,453.41
2021M02,4 y 5 estrellas,TOTAL,1261
2021M02,4 y 5 estrellas,Residentes en Espańa,1173.79
2021M02,4 y 5 estrellas,No residentes en Espańa,87.21
2021M02,3 estrellas,TOTAL,2663
2021M02,3 estrellas,Residentes en Espańa,2427.05
2021M02,3 estrellas,No residentes en Espańa,235.95
2021M02,1 y 2 estrellas,TOTAL,441
2021M02,1 y 2 estrellas,Residentes en Espańa,392
2021M02,1 y 2 estrellas,No residentes en Espańa,49
2021M02,Hostales y pensiones,TOTAL,581.37
2021M02,Hostales y pensiones,Residentes en Espańa,500.12
2021M02,Hostales y pensiones,No residentes en Espańa,81.25
2021M03,TOTAL,TOTAL,9907.08
2021M03,TOTAL,Residentes en Espańa,8978.12
2021M03,TOTAL,No residentes en Espańa,928.95
2021M03,4 y 5 estrellas,TOTAL,2824
2021M03,4 y 5 estrellas,Residentes en Espańa,2609.76
2021M03,4 y 5 estrellas,No residentes en Espańa,214.24
2021M03,3 estrellas,TOTAL,5100
2021M03,3 estrellas,Residentes en Espańa,4538.04
2021M03,3 estrellas,No residentes en Espańa,561.96
2021M03,1 y 2 estrellas,TOTAL,837
2021M03,1 y 2 estrellas,Residentes en Espańa,794.29
2021M03,1 y 2 estrellas,No residentes en Espańa,42.71
2021M03,Hostales y pensiones,TOTAL,1146.08
2021M03,Hostales y pensiones,Residentes en Espańa,1036.04
2021M03,Hostales y pensiones,No residentes en Espańa,110.04
2021M04,TOTAL,TOTAL,9608.37
2021M04,TOTAL,Residentes en Espańa,8558.01
2021M04,TOTAL,No residentes en Espańa,1050.36
2021M04,4 y 5 estrellas,TOTAL,3075
2021M04,4 y 5 estrellas,Residentes en Espańa,2684.44
2021M04,4 y 5 estrellas,No residentes en Espańa,390.56
2021M04,3 estrellas,TOTAL,4643
2021M04,3 estrellas,Residentes en Espańa,4183.74
2021M04,3 estrellas,No residentes en Espańa,459.26
2021M04,1 y 2 estrellas,TOTAL,580.86
2021M04,1 y 2 estrellas,Residentes en Espańa,566.29
2021M04,1 y 2 estrellas,No residentes en Espańa,14.57
2021M04,Hostales y pensiones,TOTAL,1309.51
2021M04,Hostales y pensiones,Residentes en Espańa,1123.55
2021M04,Hostales y pensiones,No residentes en Espańa,185.96
2021M05,TOTAL,TOTAL,19412.53
2021M05,TOTAL,Residentes en Espańa,17531.16
2021M05,TOTAL,No residentes en Espańa,1881.38
2021M05,4 y 5 estrellas,TOTAL,5043
2021M05,4 y 5 estrellas,Residentes en Espańa,4541.17
2021M05,4 y 5 estrellas,No residentes en Espańa,501.83
2021M05,3 estrellas,TOTAL,10920
2021M05,3 estrellas,Residentes en Espańa,9797.9
2021M05,3 estrellas,No residentes en Espańa,1122.1
2021M05,1 y 2 estrellas,TOTAL,1093.71
2021M05,1 y 2 estrellas,Residentes en Espańa,1034.86
2021M05,1 y 2 estrellas,No residentes en Espańa,58.86
2021M05,Hostales y pensiones,TOTAL,2355.82
2021M05,Hostales y pensiones,Residentes en Espańa,2157.23
2021M05,Hostales y pensiones,No residentes en Espańa,198.59
2021M06,TOTAL,TOTAL,27579.41
2021M06,TOTAL,Residentes en Espańa,23853.92
2021M06,TOTAL,No residentes en Espańa,3725.48
2021M06,4 y 5 estrellas,TOTAL,9095
2021M06,4 y 5 estrellas,Residentes en Espańa,7358.01
2021M06,4 y 5 estrellas,No residentes en Espańa,1736.99
2021M06,3 estrellas,TOTAL,13282
2021M06,3 estrellas,Residentes en Espańa,11810.83
2021M06,3 estrellas,No residentes en Espańa,1471.17
2021M06,1 y 2 estrellas,TOTAL,1906.14
2021M06,1 y 2 estrellas,Residentes en Espańa,1777.29
2021M06,1 y 2 estrellas,No residentes en Espańa,128.86
2021M06,Hostales y pensiones,TOTAL,3296.26
2021M06,Hostales y pensiones,Residentes en Espańa,2907.8
2021M06,Hostales y pensiones,No residentes en Espańa,388.46
2021M07,TOTAL,TOTAL,42680.6
2021M07,TOTAL,Residentes en Espańa,36694.84
2021M07,TOTAL,No residentes en Espańa,5985.76
2021M07,4 y 5 estrellas,TOTAL,12985.1
2021M07,4 y 5 estrellas,Residentes en Espańa,10387.23
2021M07,4 y 5 estrellas,No residentes en Espańa,2597.88
2021M07,3 estrellas,TOTAL,20305.65
2021M07,3 estrellas,Residentes en Espańa,18054.94
2021M07,3 estrellas,No residentes en Espańa,2250.71
2021M07,1 y 2 estrellas,TOTAL,3243.29
2021M07,1 y 2 estrellas,Residentes en Espańa,2968.29
2021M07,1 y 2 estrellas,No residentes en Espańa,275
2021M07,Hostales y pensiones,TOTAL,6146.56
2021M07,Hostales y pensiones,Residentes en Espańa,5284.38
2021M07,Hostales y pensiones,No residentes en Espańa,862.18
2021M08,TOTAL,TOTAL,71196.76
2021M08,TOTAL,Residentes en Espańa,61963.12
2021M08,TOTAL,No residentes en Espańa,9233.64
2021M08,4 y 5 estrellas,TOTAL,21195.58
2021M08,4 y 5 estrellas,Residentes en Espańa,17823.44
2021M08,4 y 5 estrellas,No residentes en Espańa,3372.14
2021M08,3 estrellas,TOTAL,32670.42
2021M08,3 estrellas,Residentes en Espańa,29117.04
2021M08,3 estrellas,No residentes en Espańa,3553.37
2021M08,1 y 2 estrellas,TOTAL,5561.68
2021M08,1 y 2 estrellas,Residentes en Espańa,5164.34
2021M08,1 y 2 estrellas,No residentes en Espańa,397.34
2021M08,Hostales y pensiones,TOTAL,11769.09
2021M08,Hostales y pensiones,Residentes en Espańa,9858.31
2021M08,Hostales y pensiones,No residentes en Espańa,1910.78
2021M09,TOTAL,TOTAL,53443.22
2021M09,TOTAL,Residentes en Espańa,40715.51
2021M09,TOTAL,No residentes en Espańa,12727.71
2021M09,4 y 5 estrellas,TOTAL,16206.08
2021M09,4 y 5 estrellas,Residentes en Espańa,12326.9
2021M09,4 y 5 estrellas,No residentes en Espańa,3879.18
2021M09,3 estrellas,TOTAL,24253.18
2021M09,3 estrellas,Residentes en Espańa,19186.89
2021M09,3 estrellas,No residentes en Espańa,5066.29
2021M09,1 y 2 estrellas,TOTAL,3663
2021M09,1 y 2 estrellas,Residentes en Espańa,3228.57
2021M09,1 y 2 estrellas,No residentes en Espańa,434.43
2021M09,Hostales y pensiones,TOTAL,9320.96
2021M09,Hostales y pensiones,Residentes en Espańa,5973.15
2021M09,Hostales y pensiones,No residentes en Espańa,3347.81
2021M10,TOTAL,TOTAL,53829.57
2021M10,TOTAL,Residentes en Espańa,44284.57
2021M10,TOTAL,No residentes en Espańa,9545.01
2021M10,4 y 5 estrellas,TOTAL,18878
2021M10,4 y 5 estrellas,Residentes en Espańa,15002.11
2021M10,4 y 5 estrellas,No residentes en Espańa,3875.89
2021M10,3 estrellas,TOTAL,23667.85
2021M10,3 estrellas,Residentes en Espańa,20089.74
2021M10,3 estrellas,No residentes en Espańa,3578.11
2021M10,1 y 2 estrellas,TOTAL,2953.86
2021M10,1 y 2 estrellas,Residentes en Espańa,2657
2021M10,1 y 2 estrellas,No residentes en Espańa,296.86
2021M10,Hostales y pensiones,TOTAL,8329.87
2021M10,Hostales y pensiones,Residentes en Espańa,6535.72
2021M10,Hostales y pensiones,No residentes en Espańa,1794.15
2021M11,TOTAL,TOTAL,36940.16
2021M11,TOTAL,Residentes en Espańa,33031.43
2021M11,TOTAL,No residentes en Espańa,3908.73
2021M11,4 y 5 estrellas,TOTAL,13896
2021M11,4 y 5 estrellas,Residentes en Espańa,12127.16
2021M11,4 y 5 estrellas,No residentes en Espańa,1768.84
2021M11,3 estrellas,TOTAL,16999
2021M11,3 estrellas,Residentes en Espańa,15208.92
2021M11,3 estrellas,No residentes en Espańa,1790.08
2021M11,1 y 2 estrellas,TOTAL,1950.57
2021M11,1 y 2 estrellas,Residentes en Espańa,1846.86
2021M11,1 y 2 estrellas,No residentes en Espańa,103.71
2021M11,Hostales y pensiones,TOTAL,4094.59
2021M11,Hostales y pensiones,Residentes en Espańa,3848.49
2021M11,Hostales y pensiones,No residentes en Espańa,246.1
2021M12,TOTAL,TOTAL,28146.72
2021M12,TOTAL,Residentes en Espańa,25014.64
2021M12,TOTAL,No residentes en Espańa,3132.08
2021M12,4 y 5 estrellas,TOTAL,11336
2021M12,4 y 5 estrellas,Residentes en Espańa,9845.2
2021M12,4 y 5 estrellas,No residentes en Espańa,1490.8
2021M12,3 estrellas,TOTAL,11614.39
2021M12,3 estrellas,Residentes en Espańa,10425.47
2021M12,3 estrellas,No residentes en Espańa,1188.92
2021M12,1 y 2 estrellas,TOTAL,1212.67
2021M12,1 y 2 estrellas,Residentes en Espańa,1109.29
2021M12,1 y 2 estrellas,No residentes en Espańa,103.38
2021M12,Hostales y pensiones,TOTAL,3983.66
2021M12,Hostales y pensiones,Residentes en Espańa,3634.67
2021M12,Hostales y pensiones,No residentes en Espańa,348.99
2022M01,TOTAL,TOTAL,18854.54
2022M01,TOTAL,Residentes en Espańa,16581.46
2022M01,TOTAL,No residentes en Espańa,2273.09
2022M01,4 y 5 estrellas,TOTAL,8220
2022M01,4 y 5 estrellas,Residentes en Espańa,7256.3
2022M01,4 y 5 estrellas,No residentes en Espańa,963.7
2022M01,3 estrellas,TOTAL,8084
2022M01,3 estrellas,Residentes en Espańa,6992.77
2022M01,3 estrellas,No residentes en Espańa,1091.23
2022M01,1 y 2 estrellas,TOTAL,990.14
2022M01,1 y 2 estrellas,Residentes en Espańa,907.14
2022M01,1 y 2 estrellas,No residentes en Espańa,83
2022M01,Hostales y pensiones,TOTAL,1560.4
2022M01,Hostales y pensiones,Residentes en Espańa,1425.25
2022M01,Hostales y pensiones,No residentes en Espańa,135.16
2022M02,TOTAL,TOTAL,28000.64
2022M02,TOTAL,Residentes en Espańa,24736.36
2022M02,TOTAL,No residentes en Espańa,3264.28
2022M02,4 y 5 estrellas,TOTAL,10453
2022M02,4 y 5 estrellas,Residentes en Espańa,9219.78
2022M02,4 y 5 estrellas,No residentes en Espańa,1233.22
2022M02,3 estrellas,TOTAL,12905
2022M02,3 estrellas,Residentes en Espańa,11449.56
2022M02,3 estrellas,No residentes en Espańa,1455.44
2022M02,1 y 2 estrellas,TOTAL,1324.5
2022M02,1 y 2 estrellas,Residentes en Espańa,1245.79
2022M02,1 y 2 estrellas,No residentes en Espańa,78.71
2022M02,Hostales y pensiones,TOTAL,3318.15
2022M02,Hostales y pensiones,Residentes en Espańa,2821.24
2022M02,Hostales y pensiones,No residentes en Espańa,496.91
2022M03,TOTAL,TOTAL,32223.12
2022M03,TOTAL,Residentes en Espańa,27001.43
2022M03,TOTAL,No residentes en Espańa,5221.69
2022M03,4 y 5 estrellas,TOTAL,11470
2022M03,4 y 5 estrellas,Residentes en Espańa,9155.12
2022M03,4 y 5 estrellas,No residentes en Espańa,2314.88
2022M03,3 estrellas,TOTAL,14567.95
2022M03,3 estrellas,Residentes en Espańa,12688.96
2022M03,3 estrellas,No residentes en Espańa,1878.99
2022M03,1 y 2 estrellas,TOTAL,1626.71
2022M03,1 y 2 estrellas,Residentes en Espańa,1427.14
2022M03,1 y 2 estrellas,No residentes en Espańa,199.57
2022M03,Hostales y pensiones,TOTAL,4558.46
2022M03,Hostales y pensiones,Residentes en Espańa,3730.21
2022M03,Hostales y pensiones,No residentes en Espańa,828.25
2022M04,TOTAL,TOTAL,49638.79
2022M04,TOTAL,Residentes en Espańa,39257.37
2022M04,TOTAL,No residentes en Espańa,10381.42
2022M04,4 y 5 estrellas,TOTAL,15907
2022M04,4 y 5 estrellas,Residentes en Espańa,12874.22
2022M04,4 y 5 estrellas,No residentes en Espańa,3032.78
2022M04,3 estrellas,TOTAL,21156.1
2022M04,3 estrellas,Residentes en Espańa,17490.02
2022M04,3 estrellas,No residentes en Espańa,3666.08
2022M04,1 y 2 estrellas,TOTAL,3055.71
2022M04,1 y 2 estrellas,Residentes en Espańa,2755.86
2022M04,1 y 2 estrellas,No residentes en Espańa,299.86
2022M04,Hostales y pensiones,TOTAL,9519.97
2022M04,Hostales y pensiones,Residentes en Espańa,6137.27
2022M04,Hostales y pensiones,No residentes en Espańa,3382.7
2022M05,TOTAL,TOTAL,51174.02
2022M05,TOTAL,Residentes en Espańa,34662.83
2022M05,TOTAL,No residentes en Espańa,16511.19
2022M05,4 y 5 estrellas,TOTAL,16757
2022M05,4 y 5 estrellas,Residentes en Espańa,11554.47
2022M05,4 y 5 estrellas,No residentes en Espańa,5202.53
2022M05,3 estrellas,TOTAL,20985.65
2022M05,3 estrellas,Residentes en Espańa,14881.96
2022M05,3 estrellas,No residentes en Espańa,6103.69
2022M05,1 y 2 estrellas,TOTAL,2803.52
2022M05,1 y 2 estrellas,Residentes en Espańa,2238.24
2022M05,1 y 2 estrellas,No residentes en Espańa,565.29
2022M05,Hostales y pensiones,TOTAL,10627.84
2022M05,Hostales y pensiones,Residentes en Espańa,5988.15
2022M05,Hostales y pensiones,No residentes en Espańa,4639.69
2022M06,TOTAL,TOTAL,48208.84
2022M06,TOTAL,Residentes en Espańa,34666.17
2022M06,TOTAL,No residentes en Espańa,13542.67
2022M06,4 y 5 estrellas,TOTAL,16299.48
2022M06,4 y 5 estrellas,Residentes en Espańa,11048.04
2022M06,4 y 5 estrellas,No residentes en Espańa,5251.44
2022M06,3 estrellas,TOTAL,21241.35
2022M06,3 estrellas,Residentes en Espańa,16367.73
2022M06,3 estrellas,No residentes en Espańa,4873.62
2022M06,1 y 2 estrellas,TOTAL,2589.37
2022M06,1 y 2 estrellas,Residentes en Espańa,2171.69
2022M06,1 y 2 estrellas,No residentes en Espańa,417.69
2022M06,Hostales y pensiones,TOTAL,8078.63
2022M06,Hostales y pensiones,Residentes en Espańa,5078.71
2022M06,Hostales y pensiones,No residentes en Espańa,2999.92
2022M07,TOTAL,TOTAL,52190.66
2022M07,TOTAL,Residentes en Espańa,40957.81
2022M07,TOTAL,No residentes en Espańa,11232.86
2022M07,4 y 5 estrellas,TOTAL,16695
2022M07,4 y 5 estrellas,Residentes en Espańa,12449.42
2022M07,4 y 5 estrellas,No residentes en Espańa,4245.58
2022M07,3 estrellas,TOTAL,23063.58
2022M07,3 estrellas,Residentes en Espańa,18690.37
2022M07,3 estrellas,No residentes en Espańa,4373.2
2022M07,1 y 2 estrellas,TOTAL,3420.89
2022M07,1 y 2 estrellas,Residentes en Espańa,3061.48
2022M07,1 y 2 estrellas,No residentes en Espańa,359.41
2022M07,Hostales y pensiones,TOTAL,9011.19
2022M07,Hostales y pensiones,Residentes en Espańa,6756.53
2022M07,Hostales y pensiones,No residentes en Espańa,2254.66
2022M08,TOTAL,TOTAL,68214.47
2022M08,TOTAL,Residentes en Espańa,55046.55
2022M08,TOTAL,No residentes en Espańa,13167.92
2022M08,4 y 5 estrellas,TOTAL,22107.11
2022M08,4 y 5 estrellas,Residentes en Espańa,17556.24
2022M08,4 y 5 estrellas,No residentes en Espańa,4550.87
2022M08,3 estrellas,TOTAL,31600.94
2022M08,3 estrellas,Residentes en Espańa,25940.89
2022M08,3 estrellas,No residentes en Espańa,5660.05
2022M08,1 y 2 estrellas,TOTAL,4611.86
2022M08,1 y 2 estrellas,Residentes en Espańa,4155.43
2022M08,1 y 2 estrellas,No residentes en Espańa,456.43
2022M08,Hostales y pensiones,TOTAL,9894.57
2022M08,Hostales y pensiones,Residentes en Espańa,7393.99
2022M08,Hostales y pensiones,No residentes en Espańa,2500.58
2022M09,TOTAL,TOTAL,57100.25
2022M09,TOTAL,Residentes en Espańa,39575.73
2022M09,TOTAL,No residentes en Espańa,17524.52
2022M09,4 y 5 estrellas,TOTAL,19277
2022M09,4 y 5 estrellas,Residentes en Espańa,12718.26
2022M09,4 y 5 estrellas,No residentes en Espańa,6558.74
2022M09,3 estrellas,TOTAL,24946
2022M09,3 estrellas,Residentes en Espańa,17346.98
2022M09,3 estrellas,No residentes en Espańa,7599.02
2022M09,1 y 2 estrellas,TOTAL,3331.46
2022M09,1 y 2 estrellas,Residentes en Espańa,2753.59
2022M09,1 y 2 estrellas,No residentes en Espańa,577.87
2022M09,Hostales y pensiones,TOTAL,9545.79
2022M09,Hostales y pensiones,Residentes en Espańa,6756.89
2022M09,Hostales y pensiones,No residentes en Espańa,2788.89
2022M10,TOTAL,TOTAL,52988.24
2022M10,TOTAL,Residentes en Espańa,41755.35
2022M10,TOTAL,No residentes en Espańa,11232.89
2022M10,4 y 5 estrellas,TOTAL,18636
2022M10,4 y 5 estrellas,Residentes en Espańa,13986.45
2022M10,4 y 5 estrellas,No residentes en Espańa,4649.55
2022M10,3 estrellas,TOTAL,24638.3
2022M10,3 estrellas,Residentes en Espańa,19746.85
2022M10,3 estrellas,No residentes en Espańa,4891.46
2022M10,1 y 2 estrellas,TOTAL,2862.81
2022M10,1 y 2 estrellas,Residentes en Espańa,2499.6
2022M10,1 y 2 estrellas,No residentes en Espańa,363.2
2022M10,Hostales y pensiones,TOTAL,6851.13
2022M10,Hostales y pensiones,Residentes en Espańa,5522.44
2022M10,Hostales y pensiones,No residentes en Espańa,1328.68
2022M11,TOTAL,TOTAL,37590.74
2022M11,TOTAL,Residentes en Espańa,32701.2
2022M11,TOTAL,No residentes en Espańa,4889.54
2022M11,4 y 5 estrellas,TOTAL,13487.41
2022M11,4 y 5 estrellas,Residentes en Espańa,11639.39
2022M11,4 y 5 estrellas,No residentes en Espańa,1848.02
2022M11,3 estrellas,TOTAL,17349.7
2022M11,3 estrellas,Residentes en Espańa,15275.66
2022M11,3 estrellas,No residentes en Espańa,2074.04
2022M11,1 y 2 estrellas,TOTAL,1858
2022M11,1 y 2 estrellas,Residentes en Espańa,1671.68
2022M11,1 y 2 estrellas,No residentes en Espańa,186.32
2022M11,Hostales y pensiones,TOTAL,4895.63
2022M11,Hostales y pensiones,Residentes en Espańa,4114.47
2022M11,Hostales y pensiones,No residentes en Espańa,781.16
2022M12,TOTAL,TOTAL,31404.64
2022M12,TOTAL,Residentes en Espańa,28078.92
2022M12,TOTAL,No residentes en Espańa,3325.72
2022M12,4 y 5 estrellas,TOTAL,12792.95
2022M12,4 y 5 estrellas,Residentes en Espańa,11291.68
2022M12,4 y 5 estrellas,No residentes en Espańa,1501.27
2022M12,3 estrellas,TOTAL,14674
2022M12,3 estrellas,Residentes en Espańa,13195.8
2022M12,3 estrellas,No residentes en Espańa,1478.2
2022M12,1 y 2 estrellas,TOTAL,813.36
2022M12,1 y 2 estrellas,Residentes en Espańa,761.56
2022M12,1 y 2 estrellas,No residentes en Espańa,51.8
2022M12,Hostales y pensiones,TOTAL,3124.32
2022M12,Hostales y pensiones,Residentes en Espańa,2829.87
2022M12,Hostales y pensiones,No residentes en Espańa,294.45
2023M01,TOTAL,TOTAL,24086.29
2023M01,TOTAL,Residentes en Espańa,21693.55
2023M01,TOTAL,No residentes en Espańa,2392.74
2023M01,4 y 5 estrellas,TOTAL,10171
2023M01,4 y 5 estrellas,Residentes en Espańa,9007.84
2023M01,4 y 5 estrellas,No residentes en Espańa,1163.16
2023M01,3 estrellas,TOTAL,11038
2023M01,3 estrellas,Residentes en Espańa,9947.85
2023M01,3 estrellas,No residentes en Espańa,1090.15
2023M01,1 y 2 estrellas,TOTAL,1264.74
2023M01,1 y 2 estrellas,Residentes en Espańa,1187.31
2023M01,1 y 2 estrellas,No residentes en Espańa,77.43
2023M01,Hostales y pensiones,TOTAL,1612.55
2023M01,Hostales y pensiones,Residentes en Espańa,1550.55
2023M01,Hostales y pensiones,No residentes en Espańa,62
2023M02,TOTAL,TOTAL,31498.44
2023M02,TOTAL,Residentes en Espańa,28333.53
2023M02,TOTAL,No residentes en Espańa,3164.91
2023M02,4 y 5 estrellas,TOTAL,12256
2023M02,4 y 5 estrellas,Residentes en Espańa,10852.57
2023M02,4 y 5 estrellas,No residentes en Espańa,1403.43
2023M02,3 estrellas,TOTAL,14065
2023M02,3 estrellas,Residentes en Espańa,12661.23
2023M02,3 estrellas,No residentes en Espańa,1403.77
2023M02,1 y 2 estrellas,TOTAL,1772.8
2023M02,1 y 2 estrellas,Residentes en Espańa,1636.24
2023M02,1 y 2 estrellas,No residentes en Espańa,136.56
2023M02,Hostales y pensiones,TOTAL,3404.64
2023M02,Hostales y pensiones,Residentes en Espańa,3183.48
2023M02,Hostales y pensiones,No residentes en Espańa,221.16
2023M03,TOTAL,TOTAL,36880.92
2023M03,TOTAL,Residentes en Espańa,32451.46
2023M03,TOTAL,No residentes en Espańa,4429.45
2023M03,4 y 5 estrellas,TOTAL,13435.03
2023M03,4 y 5 estrellas,Residentes en Espańa,11286.79
2023M03,4 y 5 estrellas,No residentes en Espańa,2148.24
2023M03,3 estrellas,TOTAL,17114
2023M03,3 estrellas,Residentes en Espańa,15486.46
2023M03,3 estrellas,No residentes en Espańa,1627.54
2023M03,1 y 2 estrellas,TOTAL,1953.64
2023M03,1 y 2 estrellas,Residentes en Espańa,1803.74
2023M03,1 y 2 estrellas,No residentes en Espańa,149.9
2023M03,Hostales y pensiones,TOTAL,4378.25
2023M03,Hostales y pensiones,Residentes en Espańa,3874.48
2023M03,Hostales y pensiones,No residentes en Espańa,503.77
2023M04,TOTAL,TOTAL,52497.96
2023M04,TOTAL,Residentes en Espańa,41542.75
2023M04,TOTAL,No residentes en Espańa,10955.2
2023M04,4 y 5 estrellas,TOTAL,16802.38
2023M04,4 y 5 estrellas,Residentes en Espańa,12445.89
2023M04,4 y 5 estrellas,No residentes en Espańa,4356.49
2023M04,3 estrellas,TOTAL,24832.43
2023M04,3 estrellas,Residentes en Espańa,20368.15
2023M04,3 estrellas,No residentes en Espańa,4464.28
2023M04,1 y 2 estrellas,TOTAL,3154.94
2023M04,1 y 2 estrellas,Residentes en Espańa,2686.92
2023M04,1 y 2 estrellas,No residentes en Espańa,468.02
2023M04,Hostales y pensiones,TOTAL,7708.2
2023M04,Hostales y pensiones,Residentes en Espańa,6041.8
2023M04,Hostales y pensiones,No residentes en Espańa,1666.41
2023M05,TOTAL,TOTAL,54010.47
2023M05,TOTAL,Residentes en Espańa,35399.38
2023M05,TOTAL,No residentes en Espańa,18611.08
2023M05,4 y 5 estrellas,TOTAL,16923.79
2023M05,4 y 5 estrellas,Residentes en Espańa,9374.69
2023M05,4 y 5 estrellas,No residentes en Espańa,7549.1
2023M05,3 estrellas,TOTAL,24668.04
2023M05,3 estrellas,Residentes en Espańa,17866.82
2023M05,3 estrellas,No residentes en Espańa,6801.22
2023M05,1 y 2 estrellas,TOTAL,3051.15
2023M05,1 y 2 estrellas,Residentes en Espańa,2051.44
2023M05,1 y 2 estrellas,No residentes en Espańa,999.71
2023M05,Hostales y pensiones,TOTAL,9367.48
2023M05,Hostales y pensiones,Residentes en Espańa,6106.43
2023M05,Hostales y pensiones,No residentes en Espańa,3261.05
2023M06,TOTAL,TOTAL,50251.66
2023M06,TOTAL,Residentes en Espańa,36970.64
2023M06,TOTAL,No residentes en Espańa,13281.01
2023M06,4 y 5 estrellas,TOTAL,17233.54
2023M06,4 y 5 estrellas,Residentes en Espańa,10935.16
2023M06,4 y 5 estrellas,No residentes en Espańa,6298.39
2023M06,3 estrellas,TOTAL,23626.07
2023M06,3 estrellas,Residentes en Espańa,18679.81
2023M06,3 estrellas,No residentes en Espańa,4946.26
2023M06,1 y 2 estrellas,TOTAL,3090.29
2023M06,1 y 2 estrellas,Residentes en Espańa,2544.03
2023M06,1 y 2 estrellas,No residentes en Espańa,546.26
2023M06,Hostales y pensiones,TOTAL,6301.75
2023M06,Hostales y pensiones,Residentes en Espańa,4811.64
2023M06,Hostales y pensiones,No residentes en Espańa,1490.1
2023M07,TOTAL,TOTAL,52819.75
2023M07,TOTAL,Residentes en Espańa,41427.16
2023M07,TOTAL,No residentes en Espańa,11392.6
2023M07,4 y 5 estrellas,TOTAL,18146.88
2023M07,4 y 5 estrellas,Residentes en Espańa,12464.49
2023M07,4 y 5 estrellas,No residentes en Espańa,5682.39
2023M07,3 estrellas,TOTAL,24538.74
2023M07,3 estrellas,Residentes en Espańa,20592.55
2023M07,3 estrellas,No residentes en Espańa,3946.19
2023M07,1 y 2 estrellas,TOTAL,3075.18
2023M07,1 y 2 estrellas,Residentes en Espańa,2721.29
2023M07,1 y 2 estrellas,No residentes en Espańa,353.89
2023M07,Hostales y pensiones,TOTAL,7058.97
2023M07,Hostales y pensiones,Residentes en Espańa,5648.83
2023M07,Hostales y pensiones,No residentes en Espańa,1410.13
2023M08,TOTAL,TOTAL,68873.52
2023M08,TOTAL,Residentes en Espańa,55107.55
2023M08,TOTAL,No residentes en Espańa,13765.97
2023M08,4 y 5 estrellas,TOTAL,23914.07
2023M08,4 y 5 estrellas,Residentes en Espańa,18375.14
2023M08,4 y 5 estrellas,No residentes en Espańa,5538.93
2023M08,3 estrellas,TOTAL,31760.62
