Periodo,País de residencia,Medida,DATA,Fecha
2019M01,TOTAL,Pernoctaciones,4460948,2019-01-01
2019M01,RESIDENTES EN ESPAŃA,Viajeros,2291732,2019-01-01
2019M01,RESIDENTES EN ESPAŃA,Pernoctaciones,3890499,2019-01-01
2019M01,NO RESIDENTE EN ESPAŃA,Viajeros,290391,2019-01-01
2019M01,NO RESIDENTE EN ESPAŃA,Pernoctaciones,570449,2019-01-01
2019M01,Alemania,Viajeros,18551,2019-01-01
2019M01,Alemania,Pernoctaciones,60167,2019-01-01
2019M01,Francia,Viajeros,45002,2019-01-01
2019M01,Francia,Pernoctaciones,70635,2019-01-01
2019M01,Italia,Viajeros,23988,2019-01-01
2019M01,Italia,Pernoctaciones,88153,2019-01-01
2019M01,Paises Bajos,Viajeros,6239,2019-01-01
2019M01,Paises Bajos,Pernoctaciones,8636,2019-01-01
2019M01,Reino Unido,Viajeros,27373,2019-01-01
2019M01,Reino Unido,Pernoctaciones,38108,2019-01-01
2019M01,Paises Nordicos,Viajeros,481,2019-01-01
2019M01,Paises Nordicos,Pernoctaciones,1311,2019-01-01
2019M01,Resto de UE,Viajeros,63123,2019-01-01
2019M01,Resto de UE,Pernoctaciones,107562,2019-01-01
2019M01,Estados Unidos,Viajeros,1848,2019-01-01
2019M01,Estados Unidos,Pernoctaciones,33151,2019-01-01
2019M01,Resto de America,Viajeros,25257,2019-01-01
2019M01,Resto de America,Pernoctaciones,64964,2019-01-01
2019M01,Resto de no residentes en Espańa,Viajeros,43167,2019-01-01
2019M01,Resto de no residentes en Espańa,Pernoctaciones,66505,2019-01-01
2019M01,Resto de Europa,Viajeros,14401,2019-01-01
2019M01,Resto de Europa,Pernoctaciones,19457,2019-01-01
2019M02,TOTAL,Viajeros,3096395,2019-02-01
2019M02,TOTAL,Pernoctaciones,5144675,2019-02-01
2019M02,RESIDENTES EN ESPAŃA,Viajeros,2768652,2019-02-01
2019M02,RESIDENTES EN ESPAŃA,Pernoctaciones,4524684,2019-02-01
2019M02,NO RESIDENTE EN ESPAŃA,Viajeros,327743,2019-02-01
2019M02,NO RESIDENTE EN ESPAŃA,Pernoctaciones,61999,2019-02-01
2019M02,Alemania,Viajeros,20852,2019-02-01
2019M02,Alemania,Pernoctaciones,78171,2019-02-01
2019M02,Francia,Viajeros,65131,2019-02-01
2019M02,Francia,Pernoctaciones,101959,2019-02-01
2019M02,Italia,Viajeros,18611,2019-02-01
2019M02,Italia,Pernoctaciones,44211,2019-02-01
2019M02,Paises Bajos,Viajeros,4256,2019-02-01
2019M02,Paises Bajos,Pernoctaciones,7903,2019-02-01
2019M02,Reino Unido,Viajeros,31973,2019-02-01
2019M02,Reino Unido,Pernoctaciones,51741,2019-02-01
2019M02,Paises Nordicos,Viajeros,6355,2019-02-01
2019M02,Paises Nordicos,Pernoctaciones,13085,2019-02-01
2019M02,Resto de UE,Viajeros,74811,2019-02-01
2019M02,Resto de UE,Pernoctaciones,139675,2019-02-01
2019M02,Estados Unidos,Viajeros,27164,2019-02-01
2019M02,Estados Unidos,Pernoctaciones,50324,2019-02-01
2019M02,Resto de America,Viajeros,35392,2019-02-01
2019M02,Resto de America,Pernoctaciones,59774,2019-02-01
2019M02,Resto de no residentes en Espańa,Viajeros,25739,2019-02-01
2019M02,Resto de no residentes en Espańa,Pernoctaciones,43331,2019-02-01
2019M02,Resto de Europa,Viajeros,17462,2019-02-01
2019M02,Resto de Europa,Pernoctaciones,29815,2019-02-01
2019M03,TOTAL,Viajeros,4074125,2019-03-01
2019M03,TOTAL,Pernoctaciones,715876,2019-03-01
2019M03,RESIDENTES EN ESPAŃA,Viajeros,3593251,2019-03-01
2019M03,RESIDENTES EN ESPAŃA,Pernoctaciones,6318566,2019-03-01
2019M03,NO RESIDENTE EN ESPAŃA,Viajeros,480874,2019-03-01
2019M03,NO RESIDENTE EN ESPAŃA,Pernoctaciones,840194,2019-03-01
2019M03,Alemania,Viajeros,53894,2019-03-01
2019M03,Alemania,Pernoctaciones,96985,2019-03-01
2019M03,Francia,Viajeros,79002,2019-03-01
2019M03,Francia,Pernoctaciones,122289,2019-03-01
2019M03,Italia,Viajeros,31867,2019-03-01
2019M03,Italia,Pernoctaciones,54212,2019-03-01
2019M03,Paises Bajos,Viajeros,7826,2019-03-01
2019M03,Paises Bajos,Pernoctaciones,28585,2019-03-01
2019M03,Reino Unido,Viajeros,466,2019-03-01
2019M03,Reino Unido,Pernoctaciones,71704,2019-03-01
2019M03,Paises Nordicos,Viajeros,775,2019-03-01
2019M03,Paises Nordicos,Pernoctaciones,1016,2019-03-01
2019M03,Resto de UE,Viajeros,86321,2019-03-01
2019M03,Resto de UE,Pernoctaciones,138508,2019-03-01
2019M03,Estados Unidos,Viajeros,48589,2019-03-01
2019M03,Estados Unidos,Pernoctaciones,80637,2019-03-01
2019M03,Resto de America,Viajeros,54248,2019-03-01
2019M03,Resto de America,Pernoctaciones,108795,2019-03-01
2019M03,Resto de no residentes en Espańa,Viajeros,47188,2019-03-01
2019M03,Resto de no residentes en Espańa,Pernoctaciones,9072,2019-03-01
2019M03,Resto de Europa,Viajeros,1759,2019-03-01
2019M03,Resto de Europa,Pernoctaciones,37598,2019-03-01
2019M04,TOTAL,Viajeros,4962855,2019-04-01
2019M04,TOTAL,Pernoctaciones,8881997,2019-04-01
2019M04,RESIDENTES EN ESPAŃA,Viajeros,3806841,2019-04-01
2019M04,RESIDENTES EN ESPAŃA,Pernoctaciones,7080749,2019-04-01
2019M04,NO RESIDENTE EN ESPAŃA,Viajeros,1156014,2019-04-01
2019M04,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1801248,2019-04-01
2019M04,Alemania,Viajeros,103944,2019-04-01
2019M04,Alemania,Pernoctaciones,180365,2019-04-01
2019M04,Francia,Viajeros,205175,2019-04-01
2019M04,Francia,Pernoctaciones,299242,2019-04-01
2019M04,Italia,Viajeros,49874,2019-04-01
2019M04,Italia,Pernoctaciones,8838,2019-04-01
2019M04,Paises Bajos,Viajeros,27764,2019-04-01
2019M04,Paises Bajos,Pernoctaciones,52568,2019-04-01
2019M04,Reino Unido,Viajeros,118707,2019-04-01
2019M04,Reino Unido,Pernoctaciones,210765,2019-04-01
2019M04,Paises Nordicos,Viajeros,32391,2019-04-01
2019M04,Paises Nordicos,Pernoctaciones,46214,2019-04-01
2019M04,Resto de UE,Viajeros,162451,2019-04-01
2019M04,Resto de UE,Pernoctaciones,227602,2019-04-01
2019M04,Estados Unidos,Viajeros,14274,2019-04-01
2019M04,Estados Unidos,Pernoctaciones,2285,2019-04-01
2019M04,Resto de America,Viajeros,109627,2019-04-01
2019M04,Resto de America,Pernoctaciones,185795,2019-04-01
2019M04,Resto de no residentes en Espańa,Viajeros,153563,2019-04-01
2019M04,Resto de no residentes en Espańa,Pernoctaciones,201376,2019-04-01
2019M04,Resto de Europa,Viajeros,49775,2019-04-01
2019M04,Resto de Europa,Pernoctaciones,80443,2019-04-01
2019M05,TOTAL,Viajeros,5688782,2019-05-01
2019M05,TOTAL,Pernoctaciones,960168,2019-05-01
2019M05,RESIDENTES EN ESPAŃA,Viajeros,374977,2019-05-01
2019M05,RESIDENTES EN ESPAŃA,Pernoctaciones,6727547,2019-05-01
2019M05,NO RESIDENTE EN ESPAŃA,Viajeros,1939012,2019-05-01
2019M05,NO RESIDENTE EN ESPAŃA,Pernoctaciones,2874133,2019-05-01
2019M05,Alemania,Viajeros,169475,2019-05-01
2019M05,Alemania,Pernoctaciones,271038,2019-05-01
2019M05,Francia,Viajeros,294765,2019-05-01
2019M05,Francia,Pernoctaciones,446529,2019-05-01
2019M05,Italia,Viajeros,8262,2019-05-01
2019M05,Italia,Pernoctaciones,110668,2019-05-01
2019M05,Paises Bajos,Viajeros,4598,2019-05-01
2019M05,Paises Bajos,Pernoctaciones,78288,2019-05-01
2019M05,Reino Unido,Viajeros,153183,2019-05-01
2019M05,Reino Unido,Pernoctaciones,282194,2019-05-01
2019M05,Paises Nordicos,Viajeros,66456,2019-05-01
2019M05,Paises Nordicos,Pernoctaciones,77341,2019-05-01
2019M05,Resto de UE,Viajeros,309326,2019-05-01
2019M05,Resto de UE,Pernoctaciones,382217,2019-05-01
2019M05,Estados Unidos,Viajeros,275508,2019-05-01
2019M05,Estados Unidos,Pernoctaciones,4322,2019-05-01
2019M05,Resto de America,Viajeros,208035,2019-05-01
2019M05,Resto de America,Pernoctaciones,332421,2019-05-01
2019M05,Resto de no residentes en Espańa,Viajeros,251926,2019-05-01
2019M05,Resto de no residentes en Espańa,Pernoctaciones,340657,2019-05-01
2019M05,Resto de Europa,Viajeros,81736,2019-05-01
2019M05,Resto de Europa,Pernoctaciones,120581,2019-05-01
2019M06,TOTAL,Viajeros,15479628,2019-06-01
2019M06,TOTAL,Pernoctaciones,26888918,2019-06-01
2019M06,RESIDENTES EN ESPAŃA,Viajeros,11271602,2019-06-01
2019M06,RESIDENTES EN ESPAŃA,Pernoctaciones,19924906,2019-06-01
2019M06,NO RESIDENTE EN ESPAŃA,Viajeros,4208025,2019-06-01
2019M06,NO RESIDENTE EN ESPAŃA,Pernoctaciones,6964012,2019-06-01
2019M06,Alemania,Viajeros,341053,2019-06-01
2019M06,Alemania,Pernoctaciones,567803,2019-06-01
2019M06,Francia,Viajeros,626681,2019-06-01
2019M06,Francia,Pernoctaciones,1013684,2019-06-01
2019M06,Italia,Viajeros,234826,2019-06-01
2019M06,Italia,Pernoctaciones,344222,2019-06-01
2019M06,Paises Bajos,Viajeros,130775,2019-06-01
2019M06,Paises Bajos,Pernoctaciones,222927,2019-06-01
2019M06,Reino Unido,Viajeros,383875,2019-06-01
2019M06,Reino Unido,Pernoctaciones,903964,2019-06-01
2019M06,Paises Nordicos,Viajeros,194526,2019-06-01
2019M06,Paises Nordicos,Pernoctaciones,232607,2019-06-01
2019M06,Resto de UE,Viajeros,61471,2019-06-01
2019M06,Resto de UE,Pernoctaciones,883457,2019-06-01
2019M06,Estados Unidos,Viajeros,574314,2019-06-01
2019M06,Estados Unidos,Pernoctaciones,1049502,2019-06-01
2019M06,Resto de America,Viajeros,524853,2019-06-01
2019M06,Resto de America,Pernoctaciones,85037,2019-06-01
2019M06,Resto de no residentes en Espańa,Viajeros,402551,2019-06-01
2019M06,Resto de no residentes en Espańa,Pernoctaciones,650222,2019-06-01
2019M06,Resto de Europa,Viajeros,179861,2019-06-01
2019M06,Resto de Europa,Pernoctaciones,245254,2019-06-01
2019M07,TOTAL,Viajeros,515063,2019-07-01
2019M07,TOTAL,Pernoctaciones,9014245,2019-07-01
2019M07,RESIDENTES EN ESPAŃA,Viajeros,3972903,2019-07-01
2019M07,RESIDENTES EN ESPAŃA,Pernoctaciones,7177641,2019-07-01
2019M07,NO RESIDENTE EN ESPAŃA,Viajeros,1177727,2019-07-01
2019M07,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1836605,2019-07-01
2019M07,Alemania,Viajeros,93801,2019-07-01
2019M07,Alemania,Pernoctaciones,144148,2019-07-01
2019M07,Francia,Viajeros,239252,2019-07-01
2019M07,Francia,Pernoctaciones,338294,2019-07-01
2019M07,Italia,Viajeros,65539,2019-07-01
2019M07,Italia,Pernoctaciones,100262,2019-07-01
2019M07,Paises Bajos,Viajeros,44038,2019-07-01
2019M07,Paises Bajos,Pernoctaciones,75129,2019-07-01
2019M07,Reino Unido,Viajeros,104201,2019-07-01
2019M07,Reino Unido,Pernoctaciones,193288,2019-07-01
2019M07,Paises Nordicos,Viajeros,58953,2019-07-01
2019M07,Paises Nordicos,Pernoctaciones,7724,2019-07-01
2019M07,Resto de UE,Viajeros,151191,2019-07-01
2019M07,Resto de UE,Pernoctaciones,230685,2019-07-01
2019M07,Estados Unidos,Viajeros,185222,2019-07-01
2019M07,Estados Unidos,Pernoctaciones,302879,2019-07-01
2019M07,Resto de America,Viajeros,97723,2019-07-01
2019M07,Resto de America,Pernoctaciones,179448,2019-07-01
2019M07,Resto de no residentes en Espańa,Viajeros,8216,2019-07-01
2019M07,Resto de no residentes en Espańa,Pernoctaciones,115986,2019-07-01
2019M07,Resto de Europa,Viajeros,55646,2019-07-01
2019M07,Resto de Europa,Pernoctaciones,79245,2019-07-01
2019M08,TOTAL,Viajeros,7129249,2019-08-01
2019M08,TOTAL,Pernoctaciones,12413169,2019-08-01
2019M08,RESIDENTES EN ESPAŃA,Viajeros,5856551,2019-08-01
2019M08,RESIDENTES EN ESPAŃA,Pernoctaciones,10505081,2019-08-01
2019M08,NO RESIDENTE EN ESPAŃA,Viajeros,1272699,2019-08-01
2019M08,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1908088,2019-08-01
2019M08,Alemania,Viajeros,103192,2019-08-01
2019M08,Alemania,Pernoctaciones,149513,2019-08-01
2019M08,Francia,Viajeros,243087,2019-08-01
2019M08,Francia,Pernoctaciones,360548,2019-08-01
2019M08,Italia,Viajeros,123859,2019-08-01
2019M08,Italia,Pernoctaciones,178581,2019-08-01
2019M08,Paises Bajos,Viajeros,38883,2019-08-01
2019M08,Paises Bajos,Pernoctaciones,73614,2019-08-01
2019M08,Reino Unido,Viajeros,122346,2019-08-01
2019M08,Reino Unido,Pernoctaciones,221716,2019-08-01
2019M08,Paises Nordicos,Viajeros,27029,2019-08-01
2019M08,Paises Nordicos,Pernoctaciones,37967,2019-08-01
2019M08,Resto de UE,Viajeros,20242,2019-08-01
2019M08,Resto de UE,Pernoctaciones,296044,2019-08-01
2019M08,Estados Unidos,Viajeros,114874,2019-08-01
2019M08,Estados Unidos,Pernoctaciones,177646,2019-08-01
2019M08,Resto de America,Viajeros,106633,2019-08-01
2019M08,Resto de America,Pernoctaciones,158052,2019-08-01
2019M08,Resto de no residentes en Espańa,Viajeros,144615,2019-08-01
2019M08,Resto de no residentes en Espańa,Pernoctaciones,192219,2019-08-01
2019M08,Resto de Europa,Viajeros,45761,2019-08-01
2019M08,Resto de Europa,Pernoctaciones,62187,2019-08-01
2019M09,TOTAL,Viajeros,6101429,2019-09-01
2019M09,TOTAL,Pernoctaciones,10711352,2019-09-01
2019M09,RESIDENTES EN ESPAŃA,Viajeros,3983124,2019-09-01
2019M09,RESIDENTES EN ESPAŃA,Pernoctaciones,7405659,2019-09-01
2019M09,NO RESIDENTE EN ESPAŃA,Viajeros,2118305,2019-09-01
2019M09,NO RESIDENTE EN ESPAŃA,Pernoctaciones,3305693,2019-09-01
2019M09,Alemania,Viajeros,176425,2019-09-01
2019M09,Alemania,Pernoctaciones,287976,2019-09-01
2019M09,Francia,Viajeros,313195,2019-09-01
2019M09,Francia,Pernoctaciones,465769,2019-09-01
2019M09,Italia,Viajeros,7267,2019-09-01
2019M09,Italia,Pernoctaciones,11221,2019-09-01
2019M09,Paises Bajos,Viajeros,93525,2019-09-01
2019M09,Paises Bajos,Pernoctaciones,155479,2019-09-01
2019M09,Reino Unido,Viajeros,223479,2019-09-01
2019M09,Reino Unido,Pernoctaciones,440763,2019-09-01
2019M09,Paises Nordicos,Viajeros,127262,2019-09-01
2019M09,Paises Nordicos,Pernoctaciones,185928,2019-09-01
2019M09,Resto de UE,Viajeros,308272,2019-09-01
2019M09,Resto de UE,Pernoctaciones,47115,2019-09-01
2019M09,Estados Unidos,Viajeros,33415,2019-09-01
2019M09,Estados Unidos,Pernoctaciones,513318,2019-09-01
2019M09,Resto de America,Viajeros,227268,2019-09-01
2019M09,Resto de America,Pernoctaciones,331072,2019-09-01
2019M09,Resto de no residentes en Espańa,Viajeros,18806,2019-09-01
2019M09,Resto de no residentes en Espańa,Pernoctaciones,252058,2019-09-01
2019M09,Resto de Europa,Viajeros,53998,2019-09-01
2019M09,Resto de Europa,Pernoctaciones,8997,2019-09-01
2019M10,TOTAL,Viajeros,5615768,2019-10-01
2019M10,TOTAL,Pernoctaciones,9956569,2019-10-01
2019M10,RESIDENTES EN ESPAŃA,Viajeros,422485,2019-10-01
2019M10,RESIDENTES EN ESPAŃA,Pernoctaciones,7703481,2019-10-01
2019M10,NO RESIDENTE EN ESPAŃA,Viajeros,1390917,2019-10-01
2019M10,NO RESIDENTE EN ESPAŃA,Pernoctaciones,2253088,2019-10-01
2019M10,Alemania,Viajeros,133652,2019-10-01
2019M10,Alemania,Pernoctaciones,19797,2019-10-01
2019M10,Francia,Viajeros,224714,2019-10-01
2019M10,Francia,Pernoctaciones,367138,2019-10-01
2019M10,Italia,Viajeros,43288,2019-10-01
2019M10,Italia,Pernoctaciones,68087,2019-10-01
2019M10,Paises Bajos,Viajeros,46813,2019-10-01
2019M10,Paises Bajos,Pernoctaciones,82313,2019-10-01
2019M10,Reino Unido,Viajeros,12303,2019-10-01
2019M10,Reino Unido,Pernoctaciones,2250,2019-10-01
2019M10,Paises Nordicos,Viajeros,74613,2019-10-01
2019M10,Paises Nordicos,Pernoctaciones,141009,2019-10-01
2019M10,Resto de UE,Viajeros,217072,2019-10-01
2019M10,Resto de UE,Pernoctaciones,298411,2019-10-01
2019M10,Estados Unidos,Viajeros,201243,2019-10-01
2019M10,Estados Unidos,Pernoctaciones,361004,2019-10-01
2019M10,Resto de America,Viajeros,132423,2019-10-01
2019M10,Resto de America,Pernoctaciones,23514,2019-10-01
2019M10,Resto de no residentes en Espańa,Viajeros,127973,2019-10-01
2019M10,Resto de no residentes en Espańa,Pernoctaciones,173603,2019-10-01
2019M10,Resto de Europa,Viajeros,66096,2019-10-01
2019M10,Resto de Europa,Pernoctaciones,103414,2019-10-01
2019M11,TOTAL,Viajeros,4331068,2019-11-01
2019M11,TOTAL,Pernoctaciones,7679037,2019-11-01
2019M11,RESIDENTES EN ESPAŃA,Viajeros,3743138,2019-11-01
2019M11,RESIDENTES EN ESPAŃA,Pernoctaciones,6653005,2019-11-01
2019M11,NO RESIDENTE EN ESPAŃA,Viajeros,58793,2019-11-01
2019M11,NO RESIDENTE EN ESPAŃA,Pernoctaciones,1026033,2019-11-01
2019M11,Alemania,Viajeros,35323,2019-11-01
2019M11,Alemania,Pernoctaciones,74115,2019-11-01
2019M11,Francia,Viajeros,89016,2019-11-01
2019M11,Francia,Pernoctaciones,170251,2019-11-01
2019M11,Italia,Viajeros,3874,2019-11-01
2019M11,Italia,Pernoctaciones,69367,2019-11-01
2019M11,Paises Bajos,Viajeros,7426,2019-11-01
2019M11,Paises Bajos,Pernoctaciones,11123,2019-11-01
2019M11,Reino Unido,Viajeros,54966,2019-11-01
2019M11,Reino Unido,Pernoctaciones,70648,2019-11-01
2019M11,Paises Nordicos,Viajeros,10615,2019-11-01
2019M11,Paises Nordicos,Pernoctaciones,17276,2019-11-01
2019M11,Resto de UE,Viajeros,119289,2019-11-01
2019M11,Resto de UE,Pernoctaciones,165503,2019-11-01
2019M11,Estados Unidos,Viajeros,45204,2019-11-01
2019M11,Estados Unidos,Pernoctaciones,92528,2019-11-01
2019M11,Resto de America,Viajeros,101581,2019-11-01
2019M11,Resto de America,Pernoctaciones,222819,2019-11-01
2019M11,Resto de no residentes en Espańa,Viajeros,61611,2019-11-01
2019M11,Resto de no residentes en Espańa,Pernoctaciones,91967,2019-11-01
2019M11,Resto de Europa,Viajeros,24157,2019-11-01
2019M11,Resto de Europa,Pernoctaciones,40438,2019-11-01
2019M12,TOTAL,Viajeros,3387286,2019-12-01
2019M12,TOTAL,Pernoctaciones,5989755,2019-12-01
2019M12,RESIDENTES EN ESPAŃA,Viajeros,3057776,2019-12-01
2019M12,RESIDENTES EN ESPAŃA,Pernoctaciones,540406,2019-12-01
2019M12,NO RESIDENTE EN ESPAŃA,Viajeros,32951,2019-12-01
2019M12,NO RESIDENTE EN ESPAŃA,Pernoctaciones,585695,2019-12-01
2019M12,Alemania,Viajeros,1473,2019-12-01
2019M12,Alemania,Pernoctaciones,41811,2019-12-01
2019M12,Francia,Viajeros,55747,2019-12-01
2019M12,Francia,Pernoctaciones,93988,2019-12-01
2019M12,Italia,Viajeros,28544,2019-12-01
2019M12,Italia,Pernoctaciones,60254,2019-12-01
2019M12,Paises Bajos,Viajeros,24,2019-12-01
2019M12,Paises Bajos,Pernoctaciones,3339,2019-12-01
2019M12,Reino Unido,Viajeros,29123,2019-12-01
2019M12,Reino Unido,Pernoctaciones,41512,2019-12-01
2019M12,Paises Nordicos,Viajeros,6904,2019-12-01
2019M12,Paises Nordicos,Pernoctaciones,10546,2019-12-01
2019M12,Resto de UE,Viajeros,67163,2019-12-01
2019M12,Resto de UE,Pernoctaciones,131284,2019-12-01
2019M12,Estados Unidos,Viajeros,29446,2019-12-01
2019M12,Estados Unidos,Pernoctaciones,4444,2019-12-01
2019M12,Resto de America,Viajeros,25988,2019-12-01
2019M12,Resto de America,Pernoctaciones,50008,2019-12-01
2019M12,Resto de no residentes en Espańa,Viajeros,49361,2019-12-01
2019M12,Resto de no residentes en Espańa,Pernoctaciones,77524,2019-12-01
2019M12,Resto de Europa,Viajeros,20104,2019-12-01
2019M12,Resto de Europa,Pernoctaciones,3099,2019-12-01
2020M01,TOTAL,Viajeros,2839535,2020-01-01
2020M01,TOTAL,Pernoctaciones,462819,2020-01-01
2020M01,RESIDENTES EN ESPAŃA,Viajeros,2506447,2020-01-01
2020M01,RESIDENTES EN ESPAŃA,Pernoctaciones,4015506,2020-01-01
2020M01,NO RESIDENTE EN ESPAŃA,Viajeros,333088,2020-01-01
2020M01,NO RESIDENTE EN ESPAŃA,Pernoctaciones,612683,2020-01-01
2020M01,Alemania,Viajeros,16865,2020-01-01
2020M01,Alemania,Pernoctaciones,57935,2020-01-01
2020M01,Francia,Viajeros,49531,2020-01-01
2020M01,Francia,Pernoctaciones,76134,2020-01-01
2020M01,Italia,Viajeros,34557,2020-01-01
2020M01,Italia,Pernoctaciones,73784,2020-01-01
2020M01,Paises Bajos,Viajeros,7954,2020-01-01
2020M01,Paises Bajos,Pernoctaciones,12325,2020-01-01
2020M01,Reino Unido,Viajeros,27999,2020-01-01
2020M01,Reino Unido,Pernoctaciones,44435,2020-01-01
2020M01,Paises Nordicos,Viajeros,7095,2020-01-01
2020M01,Paises Nordicos,Pernoctaciones,9422,2020-01-01
2020M01,Resto de UE,Viajeros,83187,2020-01-01
2020M01,Resto de UE,Pernoctaciones,125044,2020-01-01
2020M01,Estados Unidos,Viajeros,20748,2020-01-01
2020M01,Estados Unidos,Pernoctaciones,41272,2020-01-01
2020M01,Resto de America,Viajeros,40174,2020-01-01
2020M01,Resto de America,Pernoctaciones,67873,2020-01-01
2020M01,Resto de no residentes en Espańa,Viajeros,2926,2020-01-01
2020M01,Resto de no residentes en Espańa,Pernoctaciones,6731,2020-01-01
2020M01,Resto de Europa,Viajeros,15718,2020-01-01
2020M01,Resto de Europa,Pernoctaciones,37149,2020-01-01
2020M02,TOTAL,Viajeros,3749754,2020-02-01
2020M02,TOTAL,Pernoctaciones,6522091,2020-02-01
2020M02,RESIDENTES EN ESPAŃA,Viajeros,3329672,2020-02-01
2020M02,RESIDENTES EN ESPAŃA,Pernoctaciones,5726639,2020-02-01
2020M02,NO RESIDENTE EN ESPAŃA,Viajeros,420082,2020-02-01
2020M02,NO RESIDENTE EN ESPAŃA,Pernoctaciones,795452,2020-02-01
2020M02,Alemania,Viajeros,23337,2020-02-01
2020M02,Alemania,Pernoctaciones,89354,2020-02-01
2020M02,Francia,Viajeros,60738,2020-02-01
2020M02,Francia,Pernoctaciones,108875,2020-02-01
2020M02,Italia,Viajeros,27615,2020-02-01
2020M02,Italia,Pernoctaciones,63548,2020-02-01
2020M02,Paises Bajos,Viajeros,12028,2020-02-01
2020M02,Paises Bajos,Pernoctaciones,25567,2020-02-01
2020M02,Reino Unido,Viajeros,37056,2020-02-01
2020M02,Reino Unido,Pernoctaciones,69806,2020-02-01
2020M02,Paises Nordicos,Viajeros,6758,2020-02-01
2020M02,Paises Nordicos,Pernoctaciones,11737,2020-02-01
2020M02,Resto de UE,Viajeros,108845,2020-02-01
2020M02,Resto de UE,Pernoctaciones,159602,2020-02-01
2020M02,Estados Unidos,Viajeros,29912,2020-02-01
2020M02,Estados Unidos,Pernoctaciones,66371,2020-02-01
2020M02,Resto de America,Viajeros,41882,2020-02-01
2020M02,Resto de America,Pernoctaciones,66955,2020-02-01
2020M02,Resto de no residentes en Espańa,Viajeros,46482,2020-02-01
2020M02,Resto de no residentes en Espańa,Pernoctaciones,84006,2020-02-01
2020M02,Resto de Europa,Viajeros,25428,2020-02-01
2020M02,Resto de Europa,Pernoctaciones,49631,2020-02-01
2020M03,TOTAL,Viajeros,929931,2020-03-01
2020M03,TOTAL,Pernoctaciones,1775307,2020-03-01
2020M03,RESIDENTES EN ESPAŃA,Viajeros,79921,2020-03-01
2020M03,RESIDENTES EN ESPAŃA,Pernoctaciones,1532928,2020-03-01
2020M03,NO RESIDENTE EN ESPAŃA,Viajeros,130722,2020-03-01
2020M03,NO RESIDENTE EN ESPAŃA,Pernoctaciones,242379,2020-03-01
2020M03,Alemania,Viajeros,11341,2020-03-01
2020M03,Alemania,Pernoctaciones,42633,2020-03-01
2020M03,Francia,Viajeros,22524,2020-03-01
2020M03,Francia,Pernoctaciones,28381,2020-03-01
2020M03,Italia,Viajeros,6236,2020-03-01
2020M03,Italia,Pernoctaciones,19412,2020-03-01
2020M03,Paises Bajos,Viajeros,2484,2020-03-01
2020M03,Paises Bajos,Pernoctaciones,4317,2020-03-01
2020M03,Reino Unido,Viajeros,1172,2020-03-01
2020M03,Reino Unido,Pernoctaciones,18485,2020-03-01
2020M03,Paises Nordicos,Viajeros,3318,2020-03-01
2020M03,Paises Nordicos,Pernoctaciones,4838,2020-03-01
2020M03,Resto de UE,Viajeros,30918,2020-03-01
2020M03,Resto de UE,Pernoctaciones,46337,2020-03-01
2020M03,Estados Unidos,Viajeros,10332,2020-03-01
2020M03,Estados Unidos,Pernoctaciones,15859,2020-03-01
2020M03,Resto de America,Viajeros,16088,2020-03-01
2020M03,Resto de America,Pernoctaciones,28107,2020-03-01
2020M03,Resto de no residentes en Espańa,Viajeros,12638,2020-03-01
2020M03,Resto de no residentes en Espańa,Pernoctaciones,27758,2020-03-01
2020M03,Resto de Europa,Viajeros,3122,2020-03-01
2020M03,Resto de Europa,Pernoctaciones,6252,2020-03-01
2020M05,TOTAL,Viajeros,84075,2020-05-01
2020M05,TOTAL,Pernoctaciones,15948,2020-05-01
2020M05,RESIDENTES EN ESPAŃA,Viajeros,80721,2020-05-01
2020M05,RESIDENTES EN ESPAŃA,Pernoctaciones,153715,2020-05-01
2020M05,NO RESIDENTE EN ESPAŃA,Viajeros,3354,2020-05-01
2020M05,NO RESIDENTE EN ESPAŃA,Pernoctaciones,5765,2020-05-01
2020M05,Alemania,Viajeros,101,2020-05-01
2020M05,Alemania,Pernoctaciones,403,2020-05-01
2020M05,Italia,Viajeros,605,2020-05-01
2020M05,Italia,Pernoctaciones,604,2020-05-01
2020M05,Resto de UE,Viajeros,1641,2020-05-01
2020M05,Resto de UE,Pernoctaciones,2142,2020-05-01
2020M05,Resto de America,Viajeros,302,2020-05-01
2020M05,Resto de America,Pernoctaciones,1006,2020-05-01
2020M05,Resto de no residentes en Espańa,Viajeros,705,2020-05-01
2020M05,Resto de no residentes en Espańa,Pernoctaciones,161,2020-05-01
2020M06,TOTAL,Viajeros,582059,2020-06-01
2020M06,TOTAL,Pernoctaciones,1016794,2020-06-01
2020M06,RESIDENTES EN ESPAŃA,Viajeros,518436,2020-06-01
2020M06,RESIDENTES EN ESPAŃA,Pernoctaciones,916123,2020-06-01
2020M06,NO RESIDENTE EN ESPAŃA,Viajeros,63624,2020-06-01
2020M06,NO RESIDENTE EN ESPAŃA,Pernoctaciones,100671,2020-06-01
2020M06,Alemania,Viajeros,28,2020-06-01
2020M06,Alemania,Pernoctaciones,5361,2020-06-01
2020M06,Francia,Viajeros,15222,2020-06-01
