Periodo,Tipo de establecimiento,Indicador,CCAA,Residencia,DATA,Fecha
2015M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,807665,2015-10-01
2015M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,35315,2015-10-01
2015M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,31054,2015-10-01
2015M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,4261,2015-10-01
2015M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,8014620,2015-10-01
2015M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,2276569,2015-10-01
2015M10,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,5738051,2015-10-01
2015M10,Camping,Viajeros,La Rioja,TOTAL,6802,2015-10-01
2015M10,Camping,Viajeros,La Rioja,Residentes en Espańa,5358,2015-10-01
2015M10,Camping,Viajeros,La Rioja,No residentes en Espańa,1444,2015-10-01
2015M10,Camping,Viajeros,Espańa,TOTAL,330429,2015-10-01
2015M10,Camping,Viajeros,Espańa,Residentes en Espańa,216596,2015-10-01
2015M10,Camping,Viajeros,Espańa,No residentes en Espańa,113833,2015-10-01
2015M10,Camping,Pernoctaciones,La Rioja,TOTAL,14787,2015-10-01
2015M10,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,12297,2015-10-01
2015M10,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,2490,2015-10-01
2015M10,Camping,Pernoctaciones,Espańa,TOTAL,1611881,2015-10-01
2015M10,Camping,Pernoctaciones,Espańa,Residentes en Espańa,641835,2015-10-01
2015M10,Camping,Pernoctaciones,Espańa,No residentes en Espańa,970046,2015-10-01
2015M10,Turismo Rural,Viajeros,La Rioja,TOTAL,4010,2015-10-01
2015M10,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,3641,2015-10-01
2015M10,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,369,2015-10-01
2015M10,Turismo Rural,Viajeros,Espańa,TOTAL,320795,2015-10-01
2015M10,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,267775,2015-10-01
2015M10,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,53020,2015-10-01
2015M10,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,8637,2015-10-01
2015M10,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,7783,2015-10-01
2015M10,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,854,2015-10-01
2015M10,Turismo Rural,Pernoctaciones,Espańa,TOTAL,755096,2015-10-01
2015M10,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,570610,2015-10-01
2015M10,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,184486,2015-10-01
2015M10,Apartamentos,Viajeros,La Rioja,TOTAL,5335,2015-10-01
2015M10,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,4878,2015-10-01
2015M10,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,457,2015-10-01
2015M10,Apartamentos,Viajeros,Espańa,TOTAL,887823,2015-10-01
2015M10,Apartamentos,Viajeros,Espańa,Residentes en Espańa,274322,2015-10-01
2015M10,Apartamentos,Viajeros,Espańa,No residentes en Espańa,613501,2015-10-01
2015M10,Apartamentos,Pernoctaciones,La Rioja,TOTAL,10904,2015-10-01
2015M10,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,9987,2015-10-01
2015M10,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,917,2015-10-01
2015M10,Apartamentos,Pernoctaciones,Espańa,TOTAL,5478839,2015-10-01
2015M10,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,963984,2015-10-01
2015M10,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,4514855,2015-10-01
2015M10,Albergues,Viajeros,La Rioja,TOTAL,574,2015-10-01
2015M10,Albergues,Viajeros,La Rioja,Residentes en Espańa,574,2015-10-01
2015M10,Albergues,Viajeros,Espańa,TOTAL,78297,2015-10-01
2015M10,Albergues,Viajeros,Espańa,Residentes en Espańa,50986,2015-10-01
2015M10,Albergues,Viajeros,Espańa,No residentes en Espańa,27311,2015-10-01
2015M10,Albergues,Pernoctaciones,La Rioja,TOTAL,987,2015-10-01
2015M10,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,987,2015-10-01
2015M10,Albergues,Pernoctaciones,Espańa,TOTAL,168804,2015-10-01
2015M10,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,100140,2015-10-01
2015M10,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,68664,2015-10-01
2015M11,TOTAL,Viajeros,La Rioja,TOTAL,55352,2015-11-01
2015M11,TOTAL,Viajeros,La Rioja,Residentes en Espańa,50021,2015-11-01
2015M11,TOTAL,Viajeros,La Rioja,No residentes en Espańa,5331,2015-11-01
2015M11,TOTAL,Viajeros,Espańa,TOTAL,6464341,2015-11-01
2015M11,TOTAL,Viajeros,Espańa,Residentes en Espańa,3530863,2015-11-01
2015M11,TOTAL,Viajeros,Espańa,No residentes en Espańa,2933478,2015-11-01
2015M11,TOTAL,Pernoctaciones,La Rioja,TOTAL,100935,2015-11-01
2015M11,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,91667,2015-11-01
2015M11,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,9268,2015-11-01
2015M11,TOTAL,Pernoctaciones,Espańa,TOTAL,21252580,2015-11-01
2015M11,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,7140917,2015-11-01
2015M11,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,14111663,2015-11-01
2015M11,HOTELES,Viajeros,La Rioja,TOTAL,43148,2015-11-01
2015M11,HOTELES,Viajeros,La Rioja,Residentes en Espańa,38455,2015-11-01
2015M11,HOTELES,Viajeros,La Rioja,No residentes en Espańa,4693,2015-11-01
2015M11,HOTELES,Viajeros,Espańa,TOTAL,5509265,2015-11-01
2015M11,HOTELES,Viajeros,Espańa,Residentes en Espańa,3055877,2015-11-01
2015M11,HOTELES,Viajeros,Espańa,No residentes en Espańa,2453388,2015-11-01
2015M11,HOTELES,Pernoctaciones,La Rioja,TOTAL,77097,2015-11-01
2015M11,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,68962,2015-11-01
2015M11,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,8135,2015-11-01
2015M11,HOTELES,Pernoctaciones,Espańa,TOTAL,15862738,2015-11-01
2015M11,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,5860457,2015-11-01
2015M11,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,10002281,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,12204,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,11566,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,638,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,955076,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,474986,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,480090,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,23838,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,22705,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,1133,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5389842,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1280460,2015-11-01
2015M11,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4109382,2015-11-01
2015M11,Camping,Viajeros,La Rioja,TOTAL,5283,2015-11-01
2015M11,Camping,Viajeros,La Rioja,Residentes en Espańa,4773,2015-11-01
2015M11,Camping,Viajeros,La Rioja,No residentes en Espańa,510,2015-11-01
2015M11,Camping,Viajeros,Espańa,TOTAL,144231,2015-11-01
2015M11,Camping,Viajeros,Espańa,Residentes en Espańa,96570,2015-11-01
2015M11,Camping,Viajeros,Espańa,No residentes en Espańa,47661,2015-11-01
2015M11,Camping,Pernoctaciones,La Rioja,TOTAL,10168,2015-11-01
2015M11,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,9315,2015-11-01
2015M11,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,853,2015-11-01
2015M11,Camping,Pernoctaciones,Espańa,TOTAL,932142,2015-11-01
2015M11,Camping,Pernoctaciones,Espańa,Residentes en Espańa,273849,2015-11-01
2015M11,Camping,Pernoctaciones,Espańa,No residentes en Espańa,658293,2015-11-01
2015M11,Turismo Rural,Viajeros,La Rioja,TOTAL,2553,2015-11-01
2015M11,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2489,2015-11-01
2015M11,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,64,2015-11-01
2015M11,Turismo Rural,Viajeros,Espańa,TOTAL,204654,2015-11-01
2015M11,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,188045,2015-11-01
2015M11,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,16609,2015-11-01
2015M11,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,5318,2015-11-01
2015M11,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,5164,2015-11-01
2015M11,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,154,2015-11-01
2015M11,Turismo Rural,Pernoctaciones,Espańa,TOTAL,454668,2015-11-01
2015M11,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,381350,2015-11-01
2015M11,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,73318,2015-11-01
2015M11,Apartamentos,Viajeros,La Rioja,TOTAL,3906,2015-11-01
2015M11,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,3845,2015-11-01
2015M11,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,61,2015-11-01
2015M11,Apartamentos,Viajeros,Espańa,TOTAL,558682,2015-11-01
2015M11,Apartamentos,Viajeros,Espańa,Residentes en Espańa,156545,2015-11-01
2015M11,Apartamentos,Viajeros,Espańa,No residentes en Espańa,402137,2015-11-01
2015M11,Apartamentos,Pernoctaciones,La Rioja,TOTAL,7633,2015-11-01
2015M11,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,7510,2015-11-01
2015M11,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,123,2015-11-01
2015M11,Apartamentos,Pernoctaciones,Espańa,TOTAL,3906525,2015-11-01
2015M11,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,562000,2015-11-01
2015M11,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3344525,2015-11-01
2015M11,Albergues,Viajeros,La Rioja,TOTAL,462,2015-11-01
2015M11,Albergues,Viajeros,La Rioja,Residentes en Espańa,459,2015-11-01
2015M11,Albergues,Viajeros,La Rioja,No residentes en Espańa,3,2015-11-01
2015M11,Albergues,Viajeros,Espańa,TOTAL,47509,2015-11-01
2015M11,Albergues,Viajeros,Espańa,Residentes en Espańa,33826,2015-11-01
2015M11,Albergues,Viajeros,Espańa,No residentes en Espańa,13683,2015-11-01
2015M11,Albergues,Pernoctaciones,La Rioja,TOTAL,719,2015-11-01
2015M11,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,716,2015-11-01
2015M11,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,3,2015-11-01
2015M11,Albergues,Pernoctaciones,Espańa,TOTAL,96507,2015-11-01
2015M11,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,63261,2015-11-01
2015M11,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,33246,2015-11-01
2015M12,TOTAL,Viajeros,La Rioja,TOTAL,48286,2015-12-01
2015M12,TOTAL,Viajeros,La Rioja,Residentes en Espańa,45304,2015-12-01
2015M12,TOTAL,Viajeros,La Rioja,No residentes en Espańa,2982,2015-12-01
2015M12,TOTAL,Viajeros,Espańa,TOTAL,6373256,2015-12-01
2015M12,TOTAL,Viajeros,Espańa,Residentes en Espańa,3835978,2015-12-01
2015M12,TOTAL,Viajeros,Espańa,No residentes en Espańa,2537278,2015-12-01
2015M12,TOTAL,Pernoctaciones,La Rioja,TOTAL,87707,2015-12-01
2015M12,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,82536,2015-12-01
2015M12,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,5171,2015-12-01
2015M12,TOTAL,Pernoctaciones,Espańa,TOTAL,20786993,2015-12-01
2015M12,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,8099698,2015-12-01
2015M12,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,12687295,2015-12-01
2015M12,HOTELES,Viajeros,La Rioja,TOTAL,35933,2015-12-01
2015M12,HOTELES,Viajeros,La Rioja,Residentes en Espańa,33127,2015-12-01
2015M12,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2806,2015-12-01
2015M12,HOTELES,Viajeros,Espańa,TOTAL,5318037,2015-12-01
2015M12,HOTELES,Viajeros,Espańa,Residentes en Espańa,3220404,2015-12-01
2015M12,HOTELES,Viajeros,Espańa,No residentes en Espańa,2097633,2015-12-01
2015M12,HOTELES,Pernoctaciones,La Rioja,TOTAL,61911,2015-12-01
2015M12,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,57134,2015-12-01
2015M12,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,4777,2015-12-01
2015M12,HOTELES,Pernoctaciones,Espańa,TOTAL,15043365,2015-12-01
2015M12,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6344526,2015-12-01
2015M12,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,8698839,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,12353,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,12177,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,176,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1055219,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,615574,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,439645,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,25796,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,25402,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,394,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5743628,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1755172,2015-12-01
2015M12,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,3988456,2015-12-01
2015M12,Camping,Viajeros,La Rioja,TOTAL,4634,2015-12-01
2015M12,Camping,Viajeros,La Rioja,Residentes en Espańa,4634,2015-12-01
2015M12,Camping,Viajeros,Espańa,TOTAL,142860,2015-12-01
2015M12,Camping,Viajeros,Espańa,Residentes en Espańa,102860,2015-12-01
2015M12,Camping,Viajeros,Espańa,No residentes en Espańa,40000,2015-12-01
2015M12,Camping,Pernoctaciones,La Rioja,TOTAL,7380,2015-12-01
2015M12,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,7380,2015-12-01
2015M12,Camping,Pernoctaciones,Espańa,TOTAL,998847,2015-12-01
2015M12,Camping,Pernoctaciones,Espańa,Residentes en Espańa,297032,2015-12-01
2015M12,Camping,Pernoctaciones,Espańa,No residentes en Espańa,701815,2015-12-01
2015M12,Turismo Rural,Viajeros,La Rioja,TOTAL,3122,2015-12-01
2015M12,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,3076,2015-12-01
2015M12,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,46,2015-12-01
2015M12,Turismo Rural,Viajeros,Espańa,TOTAL,268109,2015-12-01
2015M12,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,252332,2015-12-01
2015M12,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,15777,2015-12-01
2015M12,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,7264,2015-12-01
2015M12,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,7156,2015-12-01
2015M12,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,108,2015-12-01
2015M12,Turismo Rural,Pernoctaciones,Espańa,TOTAL,671932,2015-12-01
2015M12,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,600901,2015-12-01
2015M12,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,71031,2015-12-01
2015M12,Apartamentos,Viajeros,La Rioja,TOTAL,4392,2015-12-01
2015M12,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,4262,2015-12-01
2015M12,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,130,2015-12-01
2015M12,Apartamentos,Viajeros,Espańa,TOTAL,603167,2015-12-01
2015M12,Apartamentos,Viajeros,Espańa,Residentes en Espańa,231433,2015-12-01
2015M12,Apartamentos,Viajeros,Espańa,No residentes en Espańa,371734,2015-12-01
2015M12,Apartamentos,Pernoctaciones,La Rioja,TOTAL,10668,2015-12-01
2015M12,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,10382,2015-12-01
2015M12,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,286,2015-12-01
2015M12,Apartamentos,Pernoctaciones,Espańa,TOTAL,3978524,2015-12-01
2015M12,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,791643,2015-12-01
2015M12,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3186881,2015-12-01
2015M12,Albergues,Viajeros,La Rioja,TOTAL,205,2015-12-01
2015M12,Albergues,Viajeros,La Rioja,Residentes en Espańa,205,2015-12-01
2015M12,Albergues,Viajeros,Espańa,TOTAL,41083,2015-12-01
2015M12,Albergues,Viajeros,Espańa,Residentes en Espańa,28949,2015-12-01
2015M12,Albergues,Viajeros,Espańa,No residentes en Espańa,12134,2015-12-01
2015M12,Albergues,Pernoctaciones,La Rioja,TOTAL,484,2015-12-01
2015M12,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,484,2015-12-01
2015M12,Albergues,Pernoctaciones,Espańa,TOTAL,94325,2015-12-01
2015M12,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,65596,2015-12-01
2015M12,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,28729,2015-12-01
2016M01,TOTAL,Viajeros,La Rioja,TOTAL,33127,2016-01-01
2016M01,TOTAL,Viajeros,La Rioja,Residentes en Espańa,29906,2016-01-01
2016M01,TOTAL,Viajeros,La Rioja,No residentes en Espańa,3221,2016-01-01
2016M01,TOTAL,Viajeros,Espańa,TOTAL,5529133,2016-01-01
2016M01,TOTAL,Viajeros,Espańa,Residentes en Espańa,2992675,2016-01-01
2016M01,TOTAL,Viajeros,Espańa,No residentes en Espańa,2536458,2016-01-01
2016M01,TOTAL,Pernoctaciones,La Rioja,TOTAL,61180,2016-01-01
2016M01,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,54458,2016-01-01
2016M01,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,6722,2016-01-01
2016M01,TOTAL,Pernoctaciones,Espańa,TOTAL,19905363,2016-01-01
2016M01,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,6566440,2016-01-01
2016M01,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,13338923,2016-01-01
2016M01,HOTELES,Viajeros,La Rioja,TOTAL,28819,2016-01-01
2016M01,HOTELES,Viajeros,La Rioja,Residentes en Espańa,25983,2016-01-01
2016M01,HOTELES,Viajeros,La Rioja,No residentes en Espańa,2836,2016-01-01
2016M01,HOTELES,Viajeros,Espańa,TOTAL,4689263,2016-01-01
2016M01,HOTELES,Viajeros,Espańa,Residentes en Espańa,2618022,2016-01-01
2016M01,HOTELES,Viajeros,Espańa,No residentes en Espańa,2071241,2016-01-01
2016M01,HOTELES,Pernoctaciones,La Rioja,TOTAL,50491,2016-01-01
2016M01,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,44338,2016-01-01
2016M01,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,6153,2016-01-01
2016M01,HOTELES,Pernoctaciones,Espańa,TOTAL,14470852,2016-01-01
2016M01,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,5428798,2016-01-01
2016M01,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,9042054,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,4308,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,3923,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,385,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,839870,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,374653,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,465217,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,10689,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,10120,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,569,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5434511,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1137642,2016-01-01
2016M01,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4296869,2016-01-01
2016M01,Camping,Viajeros,La Rioja,TOTAL,1306,2016-01-01
2016M01,Camping,Viajeros,La Rioja,Residentes en Espańa,1005,2016-01-01
2016M01,Camping,Viajeros,La Rioja,No residentes en Espańa,301,2016-01-01
2016M01,Camping,Viajeros,Espańa,TOTAL,131205,2016-01-01
2016M01,Camping,Viajeros,Espańa,Residentes en Espańa,76085,2016-01-01
2016M01,Camping,Viajeros,Espańa,No residentes en Espańa,55120,2016-01-01
2016M01,Camping,Pernoctaciones,La Rioja,TOTAL,2751,2016-01-01
2016M01,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,2426,2016-01-01
2016M01,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,325,2016-01-01
2016M01,Camping,Pernoctaciones,Espańa,TOTAL,1021249,2016-01-01
2016M01,Camping,Pernoctaciones,Espańa,Residentes en Espańa,211578,2016-01-01
2016M01,Camping,Pernoctaciones,Espańa,No residentes en Espańa,809671,2016-01-01
2016M01,Turismo Rural,Viajeros,La Rioja,TOTAL,1289,2016-01-01
2016M01,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,1250,2016-01-01
2016M01,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,39,2016-01-01
2016M01,Turismo Rural,Viajeros,Espańa,TOTAL,135495,2016-01-01
2016M01,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,121372,2016-01-01
2016M01,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,14123,2016-01-01
2016M01,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,3271,2016-01-01
2016M01,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,3135,2016-01-01
2016M01,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,136,2016-01-01
2016M01,Turismo Rural,Pernoctaciones,Espańa,TOTAL,345006,2016-01-01
2016M01,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,279303,2016-01-01
2016M01,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,65703,2016-01-01
2016M01,Apartamentos,Viajeros,La Rioja,TOTAL,1434,2016-01-01
2016M01,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,1392,2016-01-01
2016M01,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,42,2016-01-01
2016M01,Apartamentos,Viajeros,Espańa,TOTAL,538906,2016-01-01
2016M01,Apartamentos,Viajeros,Espańa,Residentes en Espańa,152989,2016-01-01
2016M01,Apartamentos,Viajeros,Espańa,No residentes en Espańa,385917,2016-01-01
2016M01,Apartamentos,Pernoctaciones,La Rioja,TOTAL,4156,2016-01-01
2016M01,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,4051,2016-01-01
2016M01,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,105,2016-01-01
2016M01,Apartamentos,Pernoctaciones,Espańa,TOTAL,3989333,2016-01-01
2016M01,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,594807,2016-01-01
2016M01,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3394526,2016-01-01
2016M01,Albergues,Viajeros,La Rioja,TOTAL,279,2016-01-01
2016M01,Albergues,Viajeros,La Rioja,Residentes en Espańa,276,2016-01-01
2016M01,Albergues,Viajeros,La Rioja,No residentes en Espańa,3,2016-01-01
2016M01,Albergues,Viajeros,Espańa,TOTAL,34264,2016-01-01
2016M01,Albergues,Viajeros,Espańa,Residentes en Espańa,24207,2016-01-01
2016M01,Albergues,Viajeros,Espańa,No residentes en Espańa,10057,2016-01-01
2016M01,Albergues,Pernoctaciones,La Rioja,TOTAL,511,2016-01-01
2016M01,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,508,2016-01-01
2016M01,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,3,2016-01-01
2016M01,Albergues,Pernoctaciones,Espańa,TOTAL,78923,2016-01-01
2016M01,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,51954,2016-01-01
2016M01,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,26969,2016-01-01
2016M02,TOTAL,Viajeros,La Rioja,TOTAL,40994,2016-02-01
2016M02,TOTAL,Viajeros,La Rioja,Residentes en Espańa,37359,2016-02-01
2016M02,TOTAL,Viajeros,La Rioja,No residentes en Espańa,3635,2016-02-01
2016M02,TOTAL,Viajeros,Espańa,TOTAL,6521190,2016-02-01
