Periodo,Tipo de establecimiento,Indicador,CCAA,Residencia,DATA,Fecha
2016M02,TOTAL,Viajeros,Espańa,Residentes en Espańa,3651162,2016-02-01
2016M02,TOTAL,Viajeros,Espańa,No residentes en Espańa,2870028,2016-02-01
2016M02,TOTAL,Pernoctaciones,La Rioja,TOTAL,73404,2016-02-01
2016M02,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,67354,2016-02-01
2016M02,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,6050,2016-02-01
2016M02,TOTAL,Pernoctaciones,Espańa,TOTAL,22064716,2016-02-01
2016M02,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,7723937,2016-02-01
2016M02,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,14340779,2016-02-01
2016M02,HOTELES,Viajeros,La Rioja,TOTAL,33921,2016-02-01
2016M02,HOTELES,Viajeros,La Rioja,Residentes en Espańa,30717,2016-02-01
2016M02,HOTELES,Viajeros,La Rioja,No residentes en Espańa,3204,2016-02-01
2016M02,HOTELES,Viajeros,Espańa,TOTAL,5561906,2016-02-01
2016M02,HOTELES,Viajeros,Espańa,Residentes en Espańa,3191750,2016-02-01
2016M02,HOTELES,Viajeros,Espańa,No residentes en Espańa,2370156,2016-02-01
2016M02,HOTELES,Pernoctaciones,La Rioja,TOTAL,59289,2016-02-01
2016M02,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,53939,2016-02-01
2016M02,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,5350,2016-02-01
2016M02,HOTELES,Pernoctaciones,Espańa,TOTAL,16379849,2016-02-01
2016M02,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,6510315,2016-02-01
2016M02,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,9869534,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,7073,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,6642,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,431,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,959284,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,459412,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,499872,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,14115,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,13415,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,700,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,5684867,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,1213622,2016-02-01
2016M02,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4471245,2016-02-01
2016M02,Camping,Viajeros,La Rioja,TOTAL,1773,2016-02-01
2016M02,Camping,Viajeros,La Rioja,Residentes en Espańa,1425,2016-02-01
2016M02,Camping,Viajeros,La Rioja,No residentes en Espańa,348,2016-02-01
2016M02,Camping,Viajeros,Espańa,TOTAL,148539,2016-02-01
2016M02,Camping,Viajeros,Espańa,Residentes en Espańa,91474,2016-02-01
2016M02,Camping,Viajeros,Espańa,No residentes en Espańa,57065,2016-02-01
2016M02,Camping,Pernoctaciones,La Rioja,TOTAL,3586,2016-02-01
2016M02,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,3036,2016-02-01
2016M02,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,550,2016-02-01
2016M02,Camping,Pernoctaciones,Espańa,TOTAL,1070824,2016-02-01
2016M02,Camping,Pernoctaciones,Espańa,Residentes en Espańa,234619,2016-02-01
2016M02,Camping,Pernoctaciones,Espańa,No residentes en Espańa,836205,2016-02-01
2016M02,Turismo Rural,Viajeros,La Rioja,TOTAL,1867,2016-02-01
2016M02,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,1821,2016-02-01
2016M02,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,46,2016-02-01
2016M02,Turismo Rural,Viajeros,Espańa,TOTAL,170575,2016-02-01
2016M02,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,151446,2016-02-01
2016M02,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,19129,2016-02-01
2016M02,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,3775,2016-02-01
2016M02,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,3719,2016-02-01
2016M02,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,56,2016-02-01
2016M02,Turismo Rural,Pernoctaciones,Espańa,TOTAL,379896,2016-02-01
2016M02,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,296423,2016-02-01
2016M02,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,83473,2016-02-01
2016M02,Apartamentos,Viajeros,La Rioja,TOTAL,2906,2016-02-01
2016M02,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,2871,2016-02-01
2016M02,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,35,2016-02-01
2016M02,Apartamentos,Viajeros,Espańa,TOTAL,587684,2016-02-01
2016M02,Apartamentos,Viajeros,Espańa,Residentes en Espańa,179969,2016-02-01
2016M02,Apartamentos,Viajeros,Espańa,No residentes en Espańa,407715,2016-02-01
2016M02,Apartamentos,Pernoctaciones,La Rioja,TOTAL,5904,2016-02-01
2016M02,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,5812,2016-02-01
2016M02,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,92,2016-02-01
2016M02,Apartamentos,Pernoctaciones,Espańa,TOTAL,4115568,2016-02-01
2016M02,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,605573,2016-02-01
2016M02,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3509995,2016-02-01
2016M02,Albergues,Viajeros,La Rioja,TOTAL,527,2016-02-01
2016M02,Albergues,Viajeros,La Rioja,Residentes en Espańa,525,2016-02-01
2016M02,Albergues,Viajeros,La Rioja,No residentes en Espańa,2,2016-02-01
2016M02,Albergues,Viajeros,Espańa,TOTAL,52486,2016-02-01
2016M02,Albergues,Viajeros,Espańa,Residentes en Espańa,36523,2016-02-01
2016M02,Albergues,Viajeros,Espańa,No residentes en Espańa,15963,2016-02-01
2016M02,Albergues,Pernoctaciones,La Rioja,TOTAL,850,2016-02-01
2016M02,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,848,2016-02-01
2016M02,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,2,2016-02-01
2016M02,Albergues,Pernoctaciones,Espańa,TOTAL,118579,2016-02-01
2016M02,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,77007,2016-02-01
2016M02,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,41572,2016-02-01
2016M03,TOTAL,Viajeros,La Rioja,TOTAL,59576,2016-03-01
2016M03,TOTAL,Viajeros,La Rioja,Residentes en Espańa,54125,2016-03-01
2016M03,TOTAL,Viajeros,La Rioja,No residentes en Espańa,5451,2016-03-01
2016M03,TOTAL,Viajeros,Espańa,TOTAL,8804288,2016-03-01
2016M03,TOTAL,Viajeros,Espańa,Residentes en Espańa,5060359,2016-03-01
2016M03,TOTAL,Viajeros,Espańa,No residentes en Espańa,3743929,2016-03-01
2016M03,TOTAL,Pernoctaciones,La Rioja,TOTAL,123193,2016-03-01
2016M03,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,113176,2016-03-01
2016M03,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,10017,2016-03-01
2016M03,TOTAL,Pernoctaciones,Espańa,TOTAL,29883131,2016-03-01
2016M03,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,12379869,2016-03-01
2016M03,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,17503262,2016-03-01
2016M03,HOTELES,Viajeros,La Rioja,TOTAL,44410,2016-03-01
2016M03,HOTELES,Viajeros,La Rioja,Residentes en Espańa,40108,2016-03-01
2016M03,HOTELES,Viajeros,La Rioja,No residentes en Espańa,4302,2016-03-01
2016M03,HOTELES,Viajeros,Espańa,TOTAL,7221796,2016-03-01
2016M03,HOTELES,Viajeros,Espańa,Residentes en Espańa,4110169,2016-03-01
2016M03,HOTELES,Viajeros,Espańa,No residentes en Espańa,3111627,2016-03-01
2016M03,HOTELES,Pernoctaciones,La Rioja,TOTAL,82912,2016-03-01
2016M03,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,75680,2016-03-01
2016M03,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,7232,2016-03-01
2016M03,HOTELES,Pernoctaciones,Espańa,TOTAL,22022933,2016-03-01
2016M03,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,9419601,2016-03-01
2016M03,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,12603332,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,15166,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,14017,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,1149,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1582492,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,950190,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,632302,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,40281,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,37496,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,2785,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,7860198,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,2960268,2016-03-01
2016M03,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4899930,2016-03-01
2016M03,Camping,Viajeros,La Rioja,TOTAL,6966,2016-03-01
2016M03,Camping,Viajeros,La Rioja,Residentes en Espańa,6115,2016-03-01
2016M03,Camping,Viajeros,La Rioja,No residentes en Espańa,851,2016-03-01
2016M03,Camping,Viajeros,Espańa,TOTAL,440748,2016-03-01
2016M03,Camping,Viajeros,Espańa,Residentes en Espańa,337220,2016-03-01
2016M03,Camping,Viajeros,Espańa,No residentes en Espańa,103528,2016-03-01
2016M03,Camping,Pernoctaciones,La Rioja,TOTAL,19385,2016-03-01
2016M03,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,17342,2016-03-01
2016M03,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,2043,2016-03-01
2016M03,Camping,Pernoctaciones,Espańa,TOTAL,2001701,2016-03-01
2016M03,Camping,Pernoctaciones,Espańa,Residentes en Espańa,1123208,2016-03-01
2016M03,Camping,Pernoctaciones,Espańa,No residentes en Espańa,878493,2016-03-01
2016M03,Turismo Rural,Viajeros,La Rioja,TOTAL,3207,2016-03-01
2016M03,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,3147,2016-03-01
2016M03,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,60,2016-03-01
2016M03,Turismo Rural,Viajeros,Espańa,TOTAL,292178,2016-03-01
2016M03,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,257924,2016-03-01
2016M03,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,34254,2016-03-01
2016M03,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,8355,2016-03-01
2016M03,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,8256,2016-03-01
2016M03,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,99,2016-03-01
2016M03,Turismo Rural,Pernoctaciones,Espańa,TOTAL,784859,2016-03-01
2016M03,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,652660,2016-03-01
2016M03,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,132199,2016-03-01
2016M03,Apartamentos,Viajeros,La Rioja,TOTAL,4375,2016-03-01
2016M03,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,4177,2016-03-01
2016M03,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,198,2016-03-01
2016M03,Apartamentos,Viajeros,Espańa,TOTAL,765943,2016-03-01
2016M03,Apartamentos,Viajeros,Espańa,Residentes en Espańa,291456,2016-03-01
2016M03,Apartamentos,Viajeros,Espańa,No residentes en Espańa,474487,2016-03-01
2016M03,Apartamentos,Pernoctaciones,La Rioja,TOTAL,11399,2016-03-01
2016M03,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,10838,2016-03-01
2016M03,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,561,2016-03-01
2016M03,Apartamentos,Pernoctaciones,Espańa,TOTAL,4878253,2016-03-01
2016M03,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,1041026,2016-03-01
2016M03,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3837227,2016-03-01
2016M03,Albergues,Viajeros,La Rioja,TOTAL,618,2016-03-01
2016M03,Albergues,Viajeros,La Rioja,Residentes en Espańa,578,2016-03-01
2016M03,Albergues,Viajeros,La Rioja,No residentes en Espańa,40,2016-03-01
2016M03,Albergues,Viajeros,Espańa,TOTAL,83623,2016-03-01
2016M03,Albergues,Viajeros,Espańa,Residentes en Espańa,63590,2016-03-01
2016M03,Albergues,Viajeros,Espańa,No residentes en Espańa,20033,2016-03-01
2016M03,Albergues,Pernoctaciones,La Rioja,TOTAL,1142,2016-03-01
2016M03,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,1060,2016-03-01
2016M03,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,82,2016-03-01
2016M03,Albergues,Pernoctaciones,Espańa,TOTAL,195385,2016-03-01
2016M03,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,143374,2016-03-01
2016M03,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,52011,2016-03-01
2016M04,TOTAL,Viajeros,La Rioja,TOTAL,56967,2016-04-01
2016M04,TOTAL,Viajeros,La Rioja,Residentes en Espańa,45599,2016-04-01
2016M04,TOTAL,Viajeros,La Rioja,No residentes en Espańa,11368,2016-04-01
2016M04,TOTAL,Viajeros,Espańa,TOTAL,9299579,2016-04-01
2016M04,TOTAL,Viajeros,Espańa,Residentes en Espańa,4552140,2016-04-01
2016M04,TOTAL,Viajeros,Espańa,No residentes en Espańa,4747439,2016-04-01
2016M04,TOTAL,Pernoctaciones,La Rioja,TOTAL,101064,2016-04-01
2016M04,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,82617,2016-04-01
2016M04,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,18447,2016-04-01
2016M04,TOTAL,Pernoctaciones,Espańa,TOTAL,29980110,2016-04-01
2016M04,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,10169290,2016-04-01
2016M04,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,19810820,2016-04-01
2016M04,HOTELES,Viajeros,La Rioja,TOTAL,44482,2016-04-01
2016M04,HOTELES,Viajeros,La Rioja,Residentes en Espańa,35128,2016-04-01
2016M04,HOTELES,Viajeros,La Rioja,No residentes en Espańa,9354,2016-04-01
2016M04,HOTELES,Viajeros,Espańa,TOTAL,7735455,2016-04-01
2016M04,HOTELES,Viajeros,Espańa,Residentes en Espańa,3755761,2016-04-01
2016M04,HOTELES,Viajeros,Espańa,No residentes en Espańa,3979694,2016-04-01
2016M04,HOTELES,Pernoctaciones,La Rioja,TOTAL,73738,2016-04-01
2016M04,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,58756,2016-04-01
2016M04,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,14982,2016-04-01
2016M04,HOTELES,Pernoctaciones,Espańa,TOTAL,23056973,2016-04-01
2016M04,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,7980979,2016-04-01
2016M04,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,15075994,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,12485,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,10471,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,2014,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1564124,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,796379,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,767745,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,27326,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,23861,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,3465,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,6923137,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,Residentes en Espańa,2188311,2016-04-01
2016M04,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,No residentes en Espańa,4734826,2016-04-01
2016M04,Camping,Viajeros,La Rioja,TOTAL,5860,2016-04-01
2016M04,Camping,Viajeros,La Rioja,Residentes en Espańa,4398,2016-04-01
2016M04,Camping,Viajeros,La Rioja,No residentes en Espańa,1462,2016-04-01
2016M04,Camping,Viajeros,Espańa,TOTAL,412940,2016-04-01
2016M04,Camping,Viajeros,Espańa,Residentes en Espańa,252121,2016-04-01
2016M04,Camping,Viajeros,Espańa,No residentes en Espańa,160819,2016-04-01
2016M04,Camping,Pernoctaciones,La Rioja,TOTAL,14120,2016-04-01
2016M04,Camping,Pernoctaciones,La Rioja,Residentes en Espańa,11835,2016-04-01
2016M04,Camping,Pernoctaciones,La Rioja,No residentes en Espańa,2285,2016-04-01
2016M04,Camping,Pernoctaciones,Espańa,TOTAL,1751884,2016-04-01
2016M04,Camping,Pernoctaciones,Espańa,Residentes en Espańa,789671,2016-04-01
2016M04,Camping,Pernoctaciones,Espańa,No residentes en Espańa,962213,2016-04-01
2016M04,Turismo Rural,Viajeros,La Rioja,TOTAL,2795,2016-04-01
2016M04,Turismo Rural,Viajeros,La Rioja,Residentes en Espańa,2672,2016-04-01
2016M04,Turismo Rural,Viajeros,La Rioja,No residentes en Espańa,123,2016-04-01
2016M04,Turismo Rural,Viajeros,Espańa,TOTAL,266184,2016-04-01
2016M04,Turismo Rural,Viajeros,Espańa,Residentes en Espańa,213540,2016-04-01
2016M04,Turismo Rural,Viajeros,Espańa,No residentes en Espańa,52644,2016-04-01
2016M04,Turismo Rural,Pernoctaciones,La Rioja,TOTAL,5517,2016-04-01
2016M04,Turismo Rural,Pernoctaciones,La Rioja,Residentes en Espańa,5308,2016-04-01
2016M04,Turismo Rural,Pernoctaciones,La Rioja,No residentes en Espańa,209,2016-04-01
2016M04,Turismo Rural,Pernoctaciones,Espańa,TOTAL,597708,2016-04-01
2016M04,Turismo Rural,Pernoctaciones,Espańa,Residentes en Espańa,415196,2016-04-01
2016M04,Turismo Rural,Pernoctaciones,Espańa,No residentes en Espańa,182512,2016-04-01
2016M04,Apartamentos,Viajeros,La Rioja,TOTAL,3255,2016-04-01
2016M04,Apartamentos,Viajeros,La Rioja,Residentes en Espańa,2877,2016-04-01
2016M04,Apartamentos,Viajeros,La Rioja,No residentes en Espańa,378,2016-04-01
2016M04,Apartamentos,Viajeros,Espańa,TOTAL,794764,2016-04-01
2016M04,Apartamentos,Viajeros,Espańa,Residentes en Espańa,266919,2016-04-01
2016M04,Apartamentos,Viajeros,Espańa,No residentes en Espańa,527845,2016-04-01
2016M04,Apartamentos,Pernoctaciones,La Rioja,TOTAL,6680,2016-04-01
2016M04,Apartamentos,Pernoctaciones,La Rioja,Residentes en Espańa,5768,2016-04-01
2016M04,Apartamentos,Pernoctaciones,La Rioja,No residentes en Espańa,912,2016-04-01
2016M04,Apartamentos,Pernoctaciones,Espańa,TOTAL,4384464,2016-04-01
2016M04,Apartamentos,Pernoctaciones,Espańa,Residentes en Espańa,861777,2016-04-01
2016M04,Apartamentos,Pernoctaciones,Espańa,No residentes en Espańa,3522687,2016-04-01
2016M04,Albergues,Viajeros,La Rioja,TOTAL,575,2016-04-01
2016M04,Albergues,Viajeros,La Rioja,Residentes en Espańa,524,2016-04-01
2016M04,Albergues,Viajeros,La Rioja,No residentes en Espańa,51,2016-04-01
2016M04,Albergues,Viajeros,Espańa,TOTAL,90236,2016-04-01
2016M04,Albergues,Viajeros,Espańa,Residentes en Espańa,63799,2016-04-01
2016M04,Albergues,Viajeros,Espańa,No residentes en Espańa,26437,2016-04-01
2016M04,Albergues,Pernoctaciones,La Rioja,TOTAL,1009,2016-04-01
2016M04,Albergues,Pernoctaciones,La Rioja,Residentes en Espańa,950,2016-04-01
2016M04,Albergues,Pernoctaciones,La Rioja,No residentes en Espańa,59,2016-04-01
2016M04,Albergues,Pernoctaciones,Espańa,TOTAL,189081,2016-04-01
2016M04,Albergues,Pernoctaciones,Espańa,Residentes en Espańa,121667,2016-04-01
2016M04,Albergues,Pernoctaciones,Espańa,No residentes en Espańa,67414,2016-04-01
2016M05,TOTAL,Viajeros,La Rioja,TOTAL,71563,2016-05-01
2016M05,TOTAL,Viajeros,La Rioja,Residentes en Espańa,52028,2016-05-01
2016M05,TOTAL,Viajeros,La Rioja,No residentes en Espańa,19535,2016-05-01
2016M05,TOTAL,Viajeros,Espańa,TOTAL,11528200,2016-05-01
2016M05,TOTAL,Viajeros,Espańa,Residentes en Espańa,5159192,2016-05-01
2016M05,TOTAL,Viajeros,Espańa,No residentes en Espańa,6369008,2016-05-01
2016M05,TOTAL,Pernoctaciones,La Rioja,TOTAL,121954,2016-05-01
2016M05,TOTAL,Pernoctaciones,La Rioja,Residentes en Espańa,93346,2016-05-01
2016M05,TOTAL,Pernoctaciones,La Rioja,No residentes en Espańa,28608,2016-05-01
2016M05,TOTAL,Pernoctaciones,Espańa,TOTAL,39181694,2016-05-01
2016M05,TOTAL,Pernoctaciones,Espańa,Residentes en Espańa,11823610,2016-05-01
2016M05,TOTAL,Pernoctaciones,Espańa,No residentes en Espańa,27358084,2016-05-01
2016M05,HOTELES,Viajeros,La Rioja,TOTAL,57634,2016-05-01
2016M05,HOTELES,Viajeros,La Rioja,Residentes en Espańa,40600,2016-05-01
2016M05,HOTELES,Viajeros,La Rioja,No residentes en Espańa,17034,2016-05-01
2016M05,HOTELES,Viajeros,Espańa,TOTAL,9569945,2016-05-01
2016M05,HOTELES,Viajeros,Espańa,Residentes en Espańa,4197064,2016-05-01
2016M05,HOTELES,Viajeros,Espańa,No residentes en Espańa,5372881,2016-05-01
2016M05,HOTELES,Pernoctaciones,La Rioja,TOTAL,92447,2016-05-01
2016M05,HOTELES,Pernoctaciones,La Rioja,Residentes en Espańa,68642,2016-05-01
2016M05,HOTELES,Pernoctaciones,La Rioja,No residentes en Espańa,23805,2016-05-01
2016M05,HOTELES,Pernoctaciones,Espańa,TOTAL,30401275,2016-05-01
2016M05,HOTELES,Pernoctaciones,Espańa,Residentes en Espańa,8999173,2016-05-01
2016M05,HOTELES,Pernoctaciones,Espańa,No residentes en Espańa,21402102,2016-05-01
2016M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,TOTAL,13929,2016-05-01
2016M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,Residentes en Espańa,11428,2016-05-01
2016M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,La Rioja,No residentes en Espańa,2501,2016-05-01
2016M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,TOTAL,1958255,2016-05-01
2016M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,Residentes en Espańa,962128,2016-05-01
2016M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Viajeros,Espańa,No residentes en Espańa,996127,2016-05-01
2016M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,TOTAL,29507,2016-05-01
2016M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,Residentes en Espańa,24704,2016-05-01
2016M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,La Rioja,No residentes en Espańa,4803,2016-05-01
2016M05,RESTO DE ALOJAMIENTOS TURÍSTICOS,Pernoctaciones,Espańa,TOTAL,8780419,2016-05-01
