Periodo,Tipo de establecimiento,CCAA,DATA,Fecha
2015M05,Apartamentos,Espańa,54.10,2015-05-01
2015M05,Albergues,La Rioja,21.30,2015-05-01
2015M05,Albergues,Espańa,20.10,2015-05-01
2015M06,Hoteles,La Rioja,16.70,2015-06-01
2015M06,Hoteles,Espańa,33.80,2015-06-01
2015M06,Camping,La Rioja,23.20,2015-06-01
2015M06,Camping,Espańa,41.30,2015-06-01
2015M06,Turismo Rural,La Rioja,20.40,2015-06-01
2015M06,Turismo Rural,Espańa,23.90,2015-06-01
2015M06,Apartamentos,La Rioja,21.60,2015-06-01
2015M06,Apartamentos,Espańa,60.40,2015-06-01
2015M06,Albergues,La Rioja,0.20,2015-06-01
2015M06,Albergues,Espańa,22.10,2015-06-01
2015M07,Hoteles,La Rioja,16.50,2015-07-01
2015M07,Hoteles,Espańa,37.50,2015-07-01
2015M07,Camping,La Rioja,30.10,2015-07-01
2015M07,Camping,Espańa,51.60,2015-07-01
2015M07,Turismo Rural,La Rioja,23.30,2015-07-01
2015M07,Turismo Rural,Espańa,32.20,2015-07-01
2015M07,Apartamentos,La Rioja,23.20,2015-07-01
2015M07,Apartamentos,Espańa,69.10,2015-07-01
2015M07,Albergues,La Rioja,93.70,2015-07-01
2015M07,Albergues,Espańa,39.40,2015-07-01
2015M08,Hoteles,La Rioja,17.60,2015-08-01
2015M08,Hoteles,Espańa,38.10,2015-08-01
2015M08,Camping,La Rioja,4.20,2015-08-01
2015M08,Camping,Espańa,55.10,2015-08-01
2015M08,Turismo Rural,La Rioja,32.80,2015-08-01
2015M08,Turismo Rural,Espańa,38.50,2015-08-01
2015M08,Apartamentos,La Rioja,34.70,2015-08-01
2015M08,Apartamentos,Espańa,72.50,2015-08-01
2015M08,Albergues,La Rioja,48.10,2015-08-01
2015M08,Albergues,Espańa,31.80,2015-08-01
2015M09,Hoteles,La Rioja,1.70,2015-09-01
2015M09,Hoteles,Espańa,35.80,2015-09-01
2015M09,Camping,La Rioja,18.80,2015-09-01
2015M09,Camping,Espańa,50.50,2015-09-01
2015M09,Turismo Rural,La Rioja,20.60,2015-09-01
2015M09,Turismo Rural,Espańa,25.20,2015-09-01
2015M09,Apartamentos,La Rioja,21.50,2015-09-01
2015M09,Apartamentos,Espańa,66.20,2015-09-01
2015M09,Albergues,La Rioja,18.60,2015-09-01
2015M09,Albergues,Espańa,22.80,2015-09-01
2015M10,Hoteles,La Rioja,17.80,2015-10-01
2015M10,Hoteles,Espańa,32.30,2015-10-01
2015M10,Camping,La Rioja,21.70,2015-10-01
2015M10,Camping,Espańa,48.80,2015-10-01
2015M10,Turismo Rural,La Rioja,21.50,2015-10-01
2015M10,Turismo Rural,Espańa,23.50,2015-10-01
2015M10,Apartamentos,La Rioja,20.40,2015-10-01
2015M10,Apartamentos,Espańa,61.70,2015-10-01
2015M10,Albergues,La Rioja,17.20,2015-10-01
2015M10,Albergues,Espańa,21.60,2015-10-01
2015M11,Hoteles,La Rioja,17.90,2015-11-01
2015M11,Hoteles,Espańa,28.80,2015-11-01
2015M11,Camping,La Rioja,19.20,2015-11-01
2015M11,Camping,Espańa,64.60,2015-11-01
2015M11,Turismo Rural,La Rioja,20.80,2015-11-01
2015M11,Turismo Rural,Espańa,22.20,2015-11-01
2015M11,Apartamentos,La Rioja,19.50,2015-11-01
2015M11,Apartamentos,Espańa,69.90,2015-11-01
2015M11,Albergues,La Rioja,15.60,2015-11-01
2015M11,Albergues,Espańa,20.30,2015-11-01
2015M12,Hoteles,La Rioja,17.20,2015-12-01
2015M12,Hoteles,Espańa,28.30,2015-12-01
2015M12,Camping,La Rioja,15.90,2015-12-01
2015M12,Camping,Espańa,69.90,2015-12-01
2015M12,Turismo Rural,La Rioja,23.30,2015-12-01
2015M12,Turismo Rural,Espańa,25.10,2015-12-01
2015M12,Apartamentos,La Rioja,24.30,2015-12-01
2015M12,Apartamentos,Espańa,6.60,2015-12-01
2015M12,Albergues,La Rioja,23.60,2015-12-01
2015M12,Albergues,Espańa,2.30,2015-12-01
2016M01,Hoteles,La Rioja,17.50,2016-01-01
2016M01,Hoteles,Espańa,30.90,2016-01-01
2016M01,Camping,La Rioja,21.10,2016-01-01
2016M01,Camping,Espańa,77.80,2016-01-01
2016M01,Turismo Rural,La Rioja,25.40,2016-01-01
2016M01,Turismo Rural,Espańa,25.50,2016-01-01
2016M01,Apartamentos,La Rioja,2.90,2016-01-01
2016M01,Apartamentos,Espańa,7.40,2016-01-01
2016M01,Albergues,La Rioja,18.30,2016-01-01
2016M01,Albergues,Espańa,2.30,2016-01-01
2016M02,Hoteles,La Rioja,17.50,2016-02-01
2016M02,Hoteles,Espańa,29.50,2016-02-01
2016M02,Camping,La Rioja,20.20,2016-02-01
2016M02,Camping,Espańa,72.10,2016-02-01
2016M02,Turismo Rural,La Rioja,20.20,2016-02-01
2016M02,Turismo Rural,Espańa,22.30,2016-02-01
2016M02,Apartamentos,La Rioja,20.30,2016-02-01
2016M02,Apartamentos,Espańa,0.70,2016-02-01
2016M02,Albergues,La Rioja,16.10,2016-02-01
2016M02,Albergues,Espańa,22.60,2016-02-01
2016M03,Hoteles,La Rioja,18.70,2016-03-01
2016M03,Hoteles,Espańa,30.50,2016-03-01
2016M03,Camping,La Rioja,27.80,2016-03-01
2016M03,Camping,Espańa,45.40,2016-03-01
2016M03,Turismo Rural,La Rioja,2.60,2016-03-01
2016M03,Turismo Rural,Espańa,26.90,2016-03-01
2016M03,Apartamentos,La Rioja,26.10,2016-03-01
2016M03,Apartamentos,Espańa,63.70,2016-03-01
2016M03,Albergues,La Rioja,18.50,2016-03-01
2016M03,Albergues,Espańa,23.40,2016-03-01
2016M04,Hoteles,La Rioja,16.60,2016-04-01
2016M04,Hoteles,Espańa,29.80,2016-04-01
2016M04,Camping,La Rioja,24.10,2016-04-01
2016M04,Camping,Espańa,42.40,2016-04-01
2016M04,Turismo Rural,La Rioja,19.70,2016-04-01
2016M04,Turismo Rural,Espańa,22.50,2016-04-01
2016M04,Apartamentos,La Rioja,20.50,2016-04-01
2016M04,Apartamentos,Espańa,55.20,2016-04-01
2016M04,Albergues,La Rioja,17.50,2016-04-01
2016M04,Albergues,Espańa,2.10,2016-04-01
2016M05,Hoteles,La Rioja,1.60,2016-05-01
2016M05,Hoteles,Espańa,31.80,2016-05-01
2016M05,Camping,La Rioja,22.70,2016-05-01
2016M05,Camping,Espańa,43.10,2016-05-01
2016M05,Turismo Rural,La Rioja,20.30,2016-05-01
2016M05,Turismo Rural,Espańa,23.50,2016-05-01
2016M05,Apartamentos,La Rioja,20.60,2016-05-01
2016M05,Apartamentos,Espańa,54.60,2016-05-01
2016M05,Albergues,La Rioja,15.50,2016-05-01
2016M05,Albergues,Espańa,20.30,2016-05-01
2016M06,Hoteles,La Rioja,16.30,2016-06-01
2016M06,Hoteles,Espańa,33.80,2016-06-01
2016M06,Camping,La Rioja,23.20,2016-06-01
2016M06,Camping,Espańa,4.10,2016-06-01
2016M06,Turismo Rural,La Rioja,19.70,2016-06-01
2016M06,Turismo Rural,Espańa,24.30,2016-06-01
2016M06,Apartamentos,La Rioja,19.80,2016-06-01
2016M06,Apartamentos,Espańa,59.10,2016-06-01
2016M06,Albergues,La Rioja,25.80,2016-06-01
2016M06,Albergues,Espańa,22.30,2016-06-01
2016M07,Hoteles,La Rioja,17.80,2016-07-01
2016M07,Hoteles,Espańa,3.70,2016-07-01
2016M07,Camping,La Rioja,29.60,2016-07-01
2016M07,Camping,Espańa,47.90,2016-07-01
2016M07,Turismo Rural,La Rioja,21.90,2016-07-01
2016M07,Turismo Rural,Espańa,31.70,2016-07-01
2016M07,Apartamentos,La Rioja,28.90,2016-07-01
2016M07,Apartamentos,Espańa,65.90,2016-07-01
2016M07,Albergues,La Rioja,6.30,2016-07-01
2016M07,Albergues,Espańa,39.20,2016-07-01
2016M08,Hoteles,La Rioja,18.70,2016-08-01
2016M08,Hoteles,Espańa,38.20,2016-08-01
2016M08,Camping,La Rioja,42.30,2016-08-01
2016M08,Camping,Espańa,54.10,2016-08-01
2016M08,Turismo Rural,La Rioja,28.50,2016-08-01
2016M08,Turismo Rural,Espańa,38.70,2016-08-01
2016M08,Apartamentos,La Rioja,33.40,2016-08-01
2016M08,Apartamentos,Espańa,7.20,2016-08-01
2016M08,Albergues,La Rioja,41.20,2016-08-01
2016M08,Albergues,Espańa,32.90,2016-08-01
2016M09,Hoteles,La Rioja,17.60,2016-09-01
2016M09,Hoteles,Espańa,35.50,2016-09-01
2016M09,Camping,La Rioja,19.20,2016-09-01
2016M09,Camping,Espańa,45.60,2016-09-01
2016M09,Turismo Rural,La Rioja,19.40,2016-09-01
2016M09,Turismo Rural,Espańa,25.40,2016-09-01
2016M09,Apartamentos,La Rioja,20.50,2016-09-01
2016M09,Apartamentos,Espańa,62.40,2016-09-01
2016M09,Albergues,La Rioja,14.60,2016-09-01
2016M09,Albergues,Espańa,21.60,2016-09-01
2016M10,Hoteles,La Rioja,18.80,2016-10-01
2016M10,Hoteles,Espańa,3.30,2016-10-01
2016M10,Camping,La Rioja,24.20,2016-10-01
2016M10,Camping,Espańa,48.70,2016-10-01
2016M10,Turismo Rural,La Rioja,20.80,2016-10-01
2016M10,Turismo Rural,Espańa,24.10,2016-10-01
2016M10,Apartamentos,La Rioja,21.70,2016-10-01
2016M10,Apartamentos,Espańa,61.70,2016-10-01
2016M10,Albergues,La Rioja,12.60,2016-10-01
2016M10,Albergues,Espańa,21.40,2016-10-01
2016M11,Hoteles,La Rioja,17.30,2016-11-01
2016M11,Hoteles,Espańa,29.60,2016-11-01
2016M11,Camping,La Rioja,19.90,2016-11-01
2016M11,Camping,Espańa,64.40,2016-11-01
2016M11,Turismo Rural,La Rioja,19.10,2016-11-01
2016M11,Turismo Rural,Espańa,22.10,2016-11-01
2016M11,Apartamentos,La Rioja,18.50,2016-11-01
2016M11,Apartamentos,Espańa,67.90,2016-11-01
2016M11,Albergues,La Rioja,15.10,2016-11-01
2016M11,Albergues,Espańa,20.70,2016-11-01
2016M12,Hoteles,La Rioja,18.10,2016-12-01
2016M12,Hoteles,Espańa,28.90,2016-12-01
2016M12,Camping,La Rioja,19.40,2016-12-01
2016M12,Camping,Espańa,69.30,2016-12-01
2016M12,Turismo Rural,La Rioja,23.30,2016-12-01
2016M12,Turismo Rural,Espańa,24.80,2016-12-01
2016M12,Apartamentos,La Rioja,23.70,2016-12-01
2016M12,Apartamentos,Espańa,61.10,2016-12-01
2016M12,Albergues,La Rioja,16.40,2016-12-01
2016M12,Albergues,Espańa,22.40,2016-12-01
2017M01,Hoteles,La Rioja,17.30,2017-01-01
2017M01,Hoteles,Espańa,30.50,2017-01-01
2017M01,Camping,La Rioja,21.40,2017-01-01
2017M01,Camping,Espańa,84.50,2017-01-01
2017M01,Turismo Rural,La Rioja,18.50,2017-01-01
2017M01,Turismo Rural,Espańa,24.30,2017-01-01
2017M01,Apartamentos,La Rioja,21.60,2017-01-01
2017M01,Apartamentos,Espańa,73.60,2017-01-01
2017M01,Albergues,Espańa,25.10,2017-01-01
2017M02,Hoteles,La Rioja,16.60,2017-02-01
2017M02,Hoteles,Espańa,28.70,2017-02-01
2017M02,Camping,La Rioja,20.60,2017-02-01
2017M02,Camping,Espańa,72.20,2017-02-01
2017M02,Turismo Rural,La Rioja,1.80,2017-02-01
2017M02,Turismo Rural,Espańa,2.20,2017-02-01
2017M02,Apartamentos,La Rioja,21.20,2017-02-01
2017M02,Apartamentos,Espańa,67.20,2017-02-01
2017M02,Albergues,La Rioja,22.10,2017-02-01
2017M02,Albergues,Espańa,25.50,2017-02-01
2017M03,Hoteles,La Rioja,17.70,2017-03-01
2017M03,Hoteles,Espańa,29.60,2017-03-01
2017M03,Camping,La Rioja,23.10,2017-03-01
2017M03,Camping,Espańa,51.80,2017-03-01
2017M03,Turismo Rural,La Rioja,18.10,2017-03-01
2017M03,Turismo Rural,Espańa,21.50,2017-03-01
2017M03,Apartamentos,La Rioja,21.40,2017-03-01
2017M03,Apartamentos,Espańa,63.90,2017-03-01
2017M03,Albergues,La Rioja,14.60,2017-03-01
2017M03,Albergues,Espańa,22.70,2017-03-01
2017M04,Hoteles,La Rioja,17.50,2017-04-01
2017M04,Hoteles,Espańa,29.90,2017-04-01
2017M04,Camping,La Rioja,29.10,2017-04-01
2017M04,Camping,Espańa,38.80,2017-04-01
2017M04,Turismo Rural,La Rioja,26.70,2017-04-01
2017M04,Turismo Rural,Espańa,26.40,2017-04-01
2017M04,Apartamentos,La Rioja,27.80,2017-04-01
2017M04,Apartamentos,Espańa,51.30,2017-04-01
2017M04,Albergues,La Rioja,20.70,2017-04-01
2017M04,Albergues,Espańa,23.10,2017-04-01
2017M05,Hoteles,La Rioja,1.70,2017-05-01
2017M05,Hoteles,Espańa,31.90,2017-05-01
2017M05,Camping,La Rioja,21.30,2017-05-01
2017M05,Camping,Espańa,4.20,2017-05-01
2017M05,Turismo Rural,La Rioja,20.30,2017-05-01
2017M05,Turismo Rural,Espańa,23.10,2017-05-01
2017M05,Apartamentos,La Rioja,21.60,2017-05-01
2017M05,Apartamentos,Espańa,53.50,2017-05-01
2017M05,Albergues,La Rioja,18.10,2017-05-01
2017M05,Albergues,Espańa,21.70,2017-05-01
2017M06,Hoteles,La Rioja,18.20,2017-06-01
2017M06,Hoteles,Espańa,34.40,2017-06-01
2017M06,Camping,La Rioja,20.90,2017-06-01
2017M06,Camping,Espańa,39.40,2017-06-01
2017M06,Turismo Rural,La Rioja,19.20,2017-06-01
2017M06,Turismo Rural,Espańa,23.90,2017-06-01
2017M06,Apartamentos,La Rioja,21.40,2017-06-01
2017M06,Apartamentos,Espańa,56.10,2017-06-01
2017M06,Albergues,La Rioja,1.90,2017-06-01
2017M06,Albergues,Espańa,23.30,2017-06-01
2017M07,Hoteles,La Rioja,17.70,2017-07-01
2017M07,Hoteles,Espańa,36.60,2017-07-01
2017M07,Camping,La Rioja,27.50,2017-07-01
2017M07,Camping,Espańa,49.40,2017-07-01
2017M07,Turismo Rural,La Rioja,21.70,2017-07-01
2017M07,Turismo Rural,Espańa,31.60,2017-07-01
2017M07,Apartamentos,La Rioja,24.90,2017-07-01
2017M07,Apartamentos,Espańa,64.70,2017-07-01
2017M07,Albergues,La Rioja,40.70,2017-07-01
2017M07,Albergues,Espańa,39.20,2017-07-01
2017M08,Hoteles,La Rioja,18.60,2017-08-01
2017M08,Hoteles,Espańa,37.80,2017-08-01
2017M08,Camping,La Rioja,34.50,2017-08-01
2017M08,Camping,Espańa,54.60,2017-08-01
2017M08,Turismo Rural,La Rioja,27.60,2017-08-01
2017M08,Turismo Rural,Espańa,38.90,2017-08-01
2017M08,Apartamentos,La Rioja,31.90,2017-08-01
2017M08,Apartamentos,Espańa,70.50,2017-08-01
2017M08,Albergues,La Rioja,22.50,2017-08-01
2017M08,Albergues,Espańa,34.20,2017-08-01
2017M09,Hoteles,La Rioja,17.90,2017-09-01
2017M09,Hoteles,Espańa,34.70,2017-09-01
2017M09,Camping,La Rioja,18.40,2017-09-01
2017M09,Camping,Espańa,44.90,2017-09-01
2017M09,Turismo Rural,La Rioja,2.10,2017-09-01
2017M09,Turismo Rural,Espańa,25.40,2017-09-01
2017M09,Apartamentos,La Rioja,22.20,2017-09-01
2017M09,Apartamentos,Espańa,59.30,2017-09-01
2017M09,Albergues,La Rioja,15.20,2017-09-01
2017M09,Albergues,Espańa,24.40,2017-09-01
2017M10,Hoteles,La Rioja,18.10,2017-10-01
2017M10,Hoteles,Espańa,32.70,2017-10-01
2017M10,Camping,La Rioja,24.10,2017-10-01
2017M10,Camping,Espańa,48.30,2017-10-01
2017M10,Turismo Rural,La Rioja,21.80,2017-10-01
2017M10,Turismo Rural,Espańa,24.80,2017-10-01
2017M10,Apartamentos,La Rioja,22.50,2017-10-01
2017M10,Apartamentos,Espańa,59.70,2017-10-01
2017M10,Albergues,La Rioja,16.40,2017-10-01
2017M10,Albergues,Espańa,23.70,2017-10-01
2017M11,Hoteles,La Rioja,17.80,2017-11-01
2017M11,Hoteles,Espańa,28.90,2017-11-01
2017M11,Camping,La Rioja,20.50,2017-11-01
2017M11,Camping,Espańa,64.20,2017-11-01
2017M11,Turismo Rural,La Rioja,18.90,2017-11-01
2017M11,Turismo Rural,Espańa,21.60,2017-11-01
2017M11,Apartamentos,La Rioja,23.30,2017-11-01
2017M11,Apartamentos,Espańa,65.50,2017-11-01
2017M11,Albergues,La Rioja,17.50,2017-11-01
2017M11,Albergues,Espańa,23.90,2017-11-01
2017M12,Hoteles,La Rioja,1.80,2017-12-01
2017M12,Hoteles,Espańa,27.90,2017-12-01
2017M12,Camping,La Rioja,17.70,2017-12-01
2017M12,Camping,Espańa,69.40,2017-12-01
2017M12,Turismo Rural,La Rioja,2.60,2017-12-01
2017M12,Turismo Rural,Espańa,26.20,2017-12-01
2017M12,Apartamentos,La Rioja,25.80,2017-12-01
2017M12,Apartamentos,Espańa,59.80,2017-12-01
2017M12,Albergues,La Rioja,24.80,2017-12-01
2017M12,Albergues,Espańa,25.20,2017-12-01
2018M01,Hoteles,La Rioja,16.50,2018-01-01
2018M01,Hoteles,Espańa,0.30,2018-01-01
2018M01,Camping,La Rioja,21.60,2018-01-01
2018M01,Camping,Espańa,88.10,2018-01-01
2018M01,Turismo Rural,La Rioja,18.90,2018-01-01
2018M01,Turismo Rural,Espańa,23.10,2018-01-01
2018M01,Apartamentos,La Rioja,25.70,2018-01-01
2018M01,Apartamentos,Espańa,71.70,2018-01-01
2018M01,Albergues,La Rioja,1.40,2018-01-01
2018M01,Albergues,Espańa,27.10,2018-01-01
2018M02,Hoteles,La Rioja,17.10,2018-02-01
2018M02,Hoteles,Espańa,28.40,2018-02-01
2018M02,Camping,La Rioja,20.40,2018-02-01
2018M02,Camping,Espańa,73.90,2018-02-01
2018M02,Turismo Rural,La Rioja,19.20,2018-02-01
2018M02,Turismo Rural,Espańa,22.20,2018-02-01
2018M02,Apartamentos,La Rioja,26.70,2018-02-01
2018M02,Apartamentos,Espańa,64.60,2018-02-01
2018M02,Albergues,La Rioja,15.30,2018-02-01
2018M02,Albergues,Espańa,24.10,2018-02-01
2018M03,Hoteles,La Rioja,18.30,2018-03-01
2018M03,Hoteles,Espańa,29.10,2018-03-01
2018M03,Camping,La Rioja,26.90,2018-03-01
2018M03,Camping,Espańa,45.40,2018-03-01
2018M03,Turismo Rural,La Rioja,24.40,2018-03-01
2018M03,Turismo Rural,Espańa,25.20,2018-03-01
2018M03,Apartamentos,La Rioja,2.60,2018-03-01
2018M03,Apartamentos,Espańa,59.20,2018-03-01
2018M03,Albergues,La Rioja,1.50,2018-03-01
2018M03,Albergues,Espańa,22.80,2018-03-01
2018M04,Hoteles,La Rioja,17.80,2018-04-01
2018M04,Hoteles,Espańa,29.70,2018-04-01
2018M04,Camping,La Rioja,27.30,2018-04-01
2018M04,Camping,Espańa,43.20,2018-04-01
2018M04,Turismo Rural,La Rioja,22.30,2018-04-01
2018M04,Turismo Rural,Espańa,23.90,2018-04-01
2018M04,Apartamentos,La Rioja,27.10,2018-04-01
2018M04,Apartamentos,Espańa,52.40,2018-04-01
2018M04,Albergues,La Rioja,16.20,2018-04-01
2018M04,Albergues,Espańa,23.20,2018-04-01
2018M05,Hoteles,La Rioja,1.70,2018-05-01
2018M05,Hoteles,Espańa,31.80,2018-05-01
2018M05,Camping,La Rioja,19.30,2018-05-01
2018M05,Camping,Espańa,44.30,2018-05-01
2018M05,Turismo Rural,La Rioja,19.40,2018-05-01
2018M05,Turismo Rural,Espańa,23.30,2018-05-01
2018M05,Apartamentos,La Rioja,22.90,2018-05-01
2018M05,Apartamentos,Espańa,52.40,2018-05-01
2018M05,Albergues,La Rioja,11.80,2018-05-01
2018M05,Albergues,Espańa,21.30,2018-05-01
2018M06,Hoteles,La Rioja,17.70,2018-06-01
2018M06,Hoteles,Espańa,33.30,2018-06-01
2018M06,Camping,La Rioja,2.10,2018-06-01
2018M06,Camping,Espańa,40.30,2018-06-01
2018M06,Turismo Rural,La Rioja,19.30,2018-06-01
2018M06,Turismo Rural,Espańa,2.40,2018-06-01
2018M06,Apartamentos,La Rioja,25.60,2018-06-01
2018M06,Apartamentos,Espańa,53.80,2018-06-01
2018M06,Albergues,La Rioja,17.90,2018-06-01
2018M06,Albergues,Espańa,24.20,2018-06-01
2018M07,Hoteles,La Rioja,17.90,2018-07-01
2018M07,Hoteles,Espańa,36.50,2018-07-01
2018M07,Camping,La Rioja,28.60,2018-07-01
2018M07,Camping,Espańa,50.30,2018-07-01
2018M07,Turismo Rural,La Rioja,2.80,2018-07-01
2018M07,Turismo Rural,Espańa,3.20,2018-07-01
2018M07,Apartamentos,La Rioja,29.60,2018-07-01
2018M07,Apartamentos,Espańa,62.20,2018-07-01
2018M07,Albergues,La Rioja,32.70,2018-07-01
2018M07,Albergues,Espańa,42.20,2018-07-01
2018M08,Hoteles,La Rioja,18.20,2018-08-01
2018M08,Hoteles,Espańa,3.70,2018-08-01
2018M08,Camping,La Rioja,33.90,2018-08-01
2018M08,Camping,Espańa,53.60,2018-08-01
2018M08,Turismo Rural,La Rioja,32.20,2018-08-01
2018M08,Turismo Rural,Espańa,37.40,2018-08-01
2018M08,Apartamentos,La Rioja,37.60,2018-08-01
2018M08,Apartamentos,Espańa,66.90,2018-08-01
2018M08,Albergues,La Rioja,18.60,2018-08-01
2018M08,Albergues,Espańa,31.90,2018-08-01
2018M09,Hoteles,La Rioja,17.70,2018-09-01
2018M09,Hoteles,Espańa,34.30,2018-09-01
2018M09,Camping,La Rioja,20.20,2018-09-01
2018M09,Camping,Espańa,45.20,2018-09-01
2018M09,Turismo Rural,La Rioja,19.70,2018-09-01
2018M09,Turismo Rural,Espańa,24.90,2018-09-01
2018M09,Apartamentos,La Rioja,23.50,2018-09-01
2018M09,Apartamentos,Espańa,57.50,2018-09-01
2018M09,Albergues,La Rioja,12.40,2018-09-01
2018M09,Albergues,Espańa,26.10,2018-09-01
2018M10,Hoteles,La Rioja,18.20,2018-10-01
2018M10,Hoteles,Espańa,32.20,2018-10-01
2018M10,Camping,La Rioja,21.80,2018-10-01
2018M10,Camping,Espańa,47.80,2018-10-01
2018M10,Turismo Rural,La Rioja,21.10,2018-10-01
2018M10,Turismo Rural,Espańa,23.90,2018-10-01
2018M10,Apartamentos,La Rioja,21.80,2018-10-01
2018M10,Apartamentos,Espańa,58.80,2018-10-01
2018M10,Albergues,La Rioja,13.10,2018-10-01
2018M10,Albergues,Espańa,24.10,2018-10-01
2018M11,Hoteles,La Rioja,18.30,2018-11-01
2018M11,Hoteles,Espańa,28.20,2018-11-01
2018M11,Camping,La Rioja,23.90,2018-11-01
2018M11,Camping,Espańa,61.30,2018-11-01
2018M11,Turismo Rural,La Rioja,21.70,2018-11-01
2018M11,Turismo Rural,Espańa,22.10,2018-11-01
2018M11,Apartamentos,La Rioja,24.40,2018-11-01
2018M11,Apartamentos,Espańa,61.90,2018-11-01
2018M11,Albergues,La Rioja,18.10,2018-11-01
2018M11,Albergues,Espańa,25.30,2018-11-01
2018M12,Hoteles,La Rioja,17.70,2018-12-01
2018M12,Hoteles,Espańa,27.40,2018-12-01
2018M12,Camping,La Rioja,15.40,2018-12-01
2018M12,Camping,Espańa,68.40,2018-12-01
2018M12,Turismo Rural,La Rioja,30.20,2018-12-01
2018M12,Turismo Rural,Espańa,26.10,2018-12-01
2018M12,Apartamentos,La Rioja,27.50,2018-12-01
2018M12,Apartamentos,Espańa,58.40,2018-12-01
2018M12,Albergues,La Rioja,24.60,2018-12-01
2018M12,Albergues,Espańa,28.80,2018-12-01
2019M01,Hoteles,La Rioja,17.30,2019-01-01
2019M01,Hoteles,Espańa,29.50,2019-01-01
2019M01,Camping,La Rioja,22.70,2019-01-01
2019M01,Camping,Espańa,87.80,2019-01-01
2019M01,Turismo Rural,La Rioja,0.20,2019-01-01
2019M01,Turismo Rural,Espańa,23.10,2019-01-01
2019M01,Apartamentos,La Rioja,23.80,2019-01-01
2019M01,Apartamentos,Espańa,70.50,2019-01-01
2019M01,Albergues,La Rioja,14.20,2019-01-01
2019M01,Albergues,Espańa,32.40,2019-01-01
2019M02,Hoteles,La Rioja,16.60,2019-02-01
2019M02,Hoteles,Espańa,27.60,2019-02-01
2019M02,Camping,La Rioja,26.80,2019-02-01
2019M02,Camping,Espańa,69.20,2019-02-01
2019M02,Turismo Rural,La Rioja,18.70,2019-02-01
2019M02,Turismo Rural,Espańa,20.90,2019-02-01
2019M02,Apartamentos,La Rioja,19.50,2019-02-01
2019M02,Apartamentos,Espańa,61.50,2019-02-01
2019M02,Albergues,La Rioja,14.50,2019-02-01
2019M02,Albergues,Espańa,27.50,2019-02-01
2019M03,Hoteles,La Rioja,17.60,2019-03-01
2019M03,Hoteles,Espańa,28.60,2019-03-01
2019M03,Camping,La Rioja,24.40,2019-03-01
2019M03,Camping,Espańa,4.80,2019-03-01
2019M03,Turismo Rural,La Rioja,19.10,2019-03-01
2019M03,Turismo Rural,Espańa,21.40,2019-03-01
2019M03,Apartamentos,La Rioja,25.60,2019-03-01
2019M03,Apartamentos,Espańa,57.30,2019-03-01
2019M03,Albergues,La Rioja,1.60,2019-03-01
2019M03,Albergues,Espańa,24.40,2019-03-01
2019M04,Hoteles,La Rioja,17.90,2019-04-01
2019M04,Hoteles,Espańa,29.30,2019-04-01
2019M04,Camping,La Rioja,35.40,2019-04-01
2019M04,Camping,Espańa,4.20,2019-04-01
2019M04,Turismo Rural,La Rioja,2.50,2019-04-01
2019M04,Turismo Rural,Espańa,26.60,2019-04-01
2019M04,Apartamentos,La Rioja,25.80,2019-04-01
2019M04,Apartamentos,Espańa,50.90,2019-04-01
2019M04,Albergues,La Rioja,17.40,2019-04-01
2019M04,Albergues,Espańa,25.90,2019-04-01
2019M05,Hoteles,La Rioja,16.90,2019-05-01
2019M05,Hoteles,Espańa,30.40,2019-05-01
2019M05,Camping,La Rioja,20.80,2019-05-01
2019M05,Camping,Espańa,39.70,2019-05-01
2019M05,Turismo Rural,La Rioja,19.70,2019-05-01
2019M05,Turismo Rural,Espańa,23.10,2019-05-01
2019M05,Apartamentos,La Rioja,18.50,2019-05-01
2019M05,Apartamentos,Espańa,49.70,2019-05-01
2019M05,Albergues,La Rioja,1.40,2019-05-01
2019M05,Albergues,Espańa,22.70,2019-05-01
2019M06,Hoteles,La Rioja,17.40,2019-06-01
2019M06,Hoteles,Espańa,32.70,2019-06-01
2019M06,Camping,La Rioja,22.60,2019-06-01
2019M06,Camping,Espańa,39.80,2019-06-01
2019M06,Turismo Rural,La Rioja,20.40,2019-06-01
2019M06,Turismo Rural,Espańa,2.40,2019-06-01
2019M06,Apartamentos,La Rioja,22.30,2019-06-01
2019M06,Apartamentos,Espańa,51.80,2019-06-01
2019M06,Albergues,La Rioja,22.30,2019-06-01
2019M06,Albergues,Espańa,24.20,2019-06-01
2019M07,Hoteles,La Rioja,17.50,2019-07-01
2019M07,Hoteles,Espańa,35.60,2019-07-01
2019M07,Camping,La Rioja,31.20,2019-07-01
2019M07,Camping,Espańa,51.30,2019-07-01
2019M07,Turismo Rural,La Rioja,23.10,2019-07-01
2019M07,Turismo Rural,Espańa,31.50,2019-07-01
2019M07,Apartamentos,La Rioja,24.70,2019-07-01
2019M07,Apartamentos,Espańa,60.30,2019-07-01
2019M07,Albergues,La Rioja,33.10,2019-07-01
2019M07,Albergues,Espańa,41.70,2019-07-01
2019M08,Hoteles,La Rioja,17.40,2019-08-01
2019M08,Hoteles,Espańa,36.10,2019-08-01
2019M08,Camping,La Rioja,34.70,2019-08-01
2019M08,Camping,Espańa,52.50,2019-08-01
2019M08,Turismo Rural,La Rioja,29.60,2019-08-01
2019M08,Turismo Rural,Espańa,36.60,2019-08-01
