Grupo actividad sector turístico,Indicador,Periodo,DATA
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Excedente bruto de explotación,2019,11129.386
"(771, 773, 791, 799) Agencias de viaje y alquiler de vehículos",Excedente bruto de explotación,2020,5810.539
RESTO DE SECTOR SERVICIOS,Consumos Intermedios,2015,687084.9
RESTO DE SECTOR SERVICIOS,Consumos Intermedios,2016,716550.165
RESTO DE SECTOR SERVICIOS,Consumos Intermedios,2017,744440.774
RESTO DE SECTOR SERVICIOS,Consumos Intermedios,2018,810914.607
RESTO DE SECTOR SERVICIOS,Consumos Intermedios,2019,841821.225
RESTO DE SECTOR SERVICIOS,Consumos Intermedios,2020,910333.305
RESTO DE SECTOR SERVICIOS,Volumen de negocio,2015,4339132.343
RESTO DE SECTOR SERVICIOS,Volumen de negocio,2016,4757055.838
RESTO DE SECTOR SERVICIOS,Volumen de negocio,2017,4936294.891
RESTO DE SECTOR SERVICIOS,Volumen de negocio,2018,5355245.974
RESTO DE SECTOR SERVICIOS,Volumen de negocio,2019,5336162.821
RESTO DE SECTOR SERVICIOS,Volumen de negocio,2020,5359999.149
RESTO DE SECTOR SERVICIOS,Producción a precios básicos,2015,1844302.475
RESTO DE SECTOR SERVICIOS,Producción a precios básicos,2016,1968838.948
RESTO DE SECTOR SERVICIOS,Producción a precios básicos,2017,2013624.596
RESTO DE SECTOR SERVICIOS,Producción a precios básicos,2018,2178007.051
RESTO DE SECTOR SERVICIOS,Producción a precios básicos,2019,2248306.779
RESTO DE SECTOR SERVICIOS,Producción a precios básicos,2020,2320404.031
RESTO DE SECTOR SERVICIOS,VAB cifra de negocio,2015,1173542.944
RESTO DE SECTOR SERVICIOS,VAB cifra de negocio,2016,1248775.042
RESTO DE SECTOR SERVICIOS,VAB cifra de negocio,2017,1266749.575
RESTO DE SECTOR SERVICIOS,VAB cifra de negocio,2018,1361364.795
RESTO DE SECTOR SERVICIOS,VAB cifra de negocio,2019,1411202.355
RESTO DE SECTOR SERVICIOS,VAB cifra de negocio,2020,1410391.579
RESTO DE SECTOR SERVICIOS,VAB a precios básicos,2015,1157217.575
RESTO DE SECTOR SERVICIOS,VAB a precios básicos,2016,1252288.783
RESTO DE SECTOR SERVICIOS,VAB a precios básicos,2017,1269183.822
RESTO DE SECTOR SERVICIOS,VAB a precios básicos,2018,1367092.444
RESTO DE SECTOR SERVICIOS,VAB a precios básicos,2019,1406485.554
RESTO DE SECTOR SERVICIOS,VAB a precios básicos,2020,1410070.726
RESTO DE SECTOR SERVICIOS,Excedente bruto de explotación,2015,491952.264
RESTO DE SECTOR SERVICIOS,Excedente bruto de explotación,2016,547479.378
RESTO DE SECTOR SERVICIOS,Excedente bruto de explotación,2017,532118.008
RESTO DE SECTOR SERVICIOS,Excedente bruto de explotación,2018,568270.269
RESTO DE SECTOR SERVICIOS,Excedente bruto de explotación,2019,566271.273
RESTO DE SECTOR SERVICIOS,Excedente bruto de explotación,2020,556471.902
