Municipio,Tipo de establecimiento,Periodo,DATA
Hormilla,Viviendas de uso turístico,2023,2.0
Hormilla,Viviendas de uso turístico,2024,2.0
Hormilleja,Viviendas de uso turístico,2018,2.0
Hormilleja,Viviendas de uso turístico,2019,1.0
Hormilleja,Viviendas de uso turístico,2020,1.0
Hormilleja,Viviendas de uso turístico,2021,1.0
Hormilleja,Viviendas de uso turístico,2022,1.0
Hormilleja,Viviendas de uso turístico,2023,1.0
Hormilleja,Viviendas de uso turístico,2024,1.0
Hornillos de Cameros,Viviendas de uso turístico,2018,2.0
Hornillos de Cameros,Viviendas de uso turístico,2019,2.0
Hornillos de Cameros,Viviendas de uso turístico,2020,2.0
Hornillos de Cameros,Viviendas de uso turístico,2021,2.0
Hornillos de Cameros,Viviendas de uso turístico,2022,2.0
Hornillos de Cameros,Viviendas de uso turístico,2023,2.0
Hornillos de Cameros,Viviendas de uso turístico,2024,2.0
Hornos de Moncalvillo,Viviendas de uso turístico,2018,1.0
Hornos de Moncalvillo,Viviendas de uso turístico,2019,1.0
Hornos de Moncalvillo,Viviendas de uso turístico,2020,1.0
Hornos de Moncalvillo,Viviendas de uso turístico,2021,1.0
Hornos de Moncalvillo,Viviendas de uso turístico,2022,1.0
Hornos de Moncalvillo,Viviendas de uso turístico,2023,1.0
Hornos de Moncalvillo,Viviendas de uso turístico,2024,1.0
Huércanos,Viviendas de uso turístico,2018,1.0
Huércanos,Viviendas de uso turístico,2019,2.0
Huércanos,Viviendas de uso turístico,2020,3.0
Huércanos,Viviendas de uso turístico,2021,3.0
Huércanos,Viviendas de uso turístico,2022,3.0
Huércanos,Viviendas de uso turístico,2023,4.0
Huércanos,Viviendas de uso turístico,2024,4.0
Igea,Viviendas de uso turístico,2018,1.0
Igea,Viviendas de uso turístico,2019,1.0
Igea,Viviendas de uso turístico,2020,1.0
Igea,Viviendas de uso turístico,2021,1.0
Igea,Viviendas de uso turístico,2022,1.0
Igea,Viviendas de uso turístico,2023,1.0
Igea,Viviendas de uso turístico,2024,1.0
Jalón de Cameros,Viviendas de uso turístico,2018,2.0
Jalón de Cameros,Viviendas de uso turístico,2019,2.0
Jalón de Cameros,Viviendas de uso turístico,2020,2.0
Jalón de Cameros,Viviendas de uso turístico,2021,2.0
Jalón de Cameros,Viviendas de uso turístico,2022,2.0
Jalón de Cameros,Viviendas de uso turístico,2023,2.0
Jalón de Cameros,Viviendas de uso turístico,2024,2.0
Laguna de Cameros,Viviendas de uso turístico,2018,1.0
Laguna de Cameros,Viviendas de uso turístico,2019,1.0
Laguna de Cameros,Viviendas de uso turístico,2020,1.0
Laguna de Cameros,Viviendas de uso turístico,2021,2.0
Laguna de Cameros,Viviendas de uso turístico,2022,2.0
Laguna de Cameros,Viviendas de uso turístico,2023,2.0
Laguna de Cameros,Viviendas de uso turístico,2024,2.0
Lagunilla del Jubera,Viviendas de uso turístico,2018,2.0
Lagunilla del Jubera,Viviendas de uso turístico,2019,2.0
Lagunilla del Jubera,Viviendas de uso turístico,2020,2.0
Lagunilla del Jubera,Viviendas de uso turístico,2021,2.0
Lagunilla del Jubera,Viviendas de uso turístico,2022,2.0
Lagunilla del Jubera,Viviendas de uso turístico,2023,2.0
Lagunilla del Jubera,Viviendas de uso turístico,2024,2.0
Lardero,Viviendas de uso turístico,2018,11.0
Lardero,Viviendas de uso turístico,2019,18.0
Lardero,Viviendas de uso turístico,2020,21.0
Lardero,Viviendas de uso turístico,2021,21.0
Lardero,Viviendas de uso turístico,2022,22.0
Lardero,Viviendas de uso turístico,2023,26.0
Lardero,Viviendas de uso turístico,2024,30.0
Ledesma de la Cogolla,Viviendas de uso turístico,2018,2.0
Ledesma de la Cogolla,Viviendas de uso turístico,2019,2.0
Ledesma de la Cogolla,Viviendas de uso turístico,2020,2.0
Ledesma de la Cogolla,Viviendas de uso turístico,2021,2.0
Ledesma de la Cogolla,Viviendas de uso turístico,2022,2.0
Ledesma de la Cogolla,Viviendas de uso turístico,2023,1.0
Ledesma de la Cogolla,Viviendas de uso turístico,2024,1.0
Leiva,Viviendas de uso turístico,2018,2.0
Leiva,Viviendas de uso turístico,2019,1.0
Leiva,Viviendas de uso turístico,2020,2.0
Leiva,Viviendas de uso turístico,2021,1.0
Leiva,Viviendas de uso turístico,2022,1.0
Leiva,Viviendas de uso turístico,2023,1.0
Leiva,Viviendas de uso turístico,2024,1.0
Leza de Río Leza,Viviendas de uso turístico,2018,2.0
Leza de Río Leza,Viviendas de uso turístico,2019,2.0
Leza de Río Leza,Viviendas de uso turístico,2020,2.0
Leza de Río Leza,Viviendas de uso turístico,2021,2.0
Leza de Río Leza,Viviendas de uso turístico,2022,2.0
Leza de Río Leza,Viviendas de uso turístico,2023,2.0
Leza de Río Leza,Viviendas de uso turístico,2024,2.0
Logrońo,Viviendas de uso turístico,2018,287.0
Logrońo,Viviendas de uso turístico,2019,446.0
Logrońo,Viviendas de uso turístico,2020,589.0
Logrońo,Viviendas de uso turístico,2021,589.0
Logrońo,Viviendas de uso turístico,2022,596.0
Logrońo,Viviendas de uso turístico,2023,641.0
Logrońo,Viviendas de uso turístico,2024,667.0
Lumbreras,Viviendas de uso turístico,2018,2.0
Lumbreras,Viviendas de uso turístico,2019,2.0
Lumbreras,Viviendas de uso turístico,2020,1.0
Lumbreras,Viviendas de uso turístico,2021,2.0
Lumbreras,Viviendas de uso turístico,2022,3.0
Lumbreras,Viviendas de uso turístico,2023,3.0
Lumbreras,Viviendas de uso turístico,2024,3.0
Manjarrés,Viviendas de uso turístico,2018,2.0
Manjarrés,Viviendas de uso turístico,2019,2.0
Manjarrés,Viviendas de uso turístico,2020,2.0
Manjarrés,Viviendas de uso turístico,2021,2.0
Manjarrés,Viviendas de uso turístico,2022,2.0
Manjarrés,Viviendas de uso turístico,2023,2.0
Manjarrés,Viviendas de uso turístico,2024,2.0
Mansilla de la Sierra,Viviendas de uso turístico,2018,2.0
Mansilla de la Sierra,Viviendas de uso turístico,2019,2.0
Mansilla de la Sierra,Viviendas de uso turístico,2020,2.0
Mansilla de la Sierra,Viviendas de uso turístico,2021,2.0
Mansilla de la Sierra,Viviendas de uso turístico,2022,2.0
Mansilla de la Sierra,Viviendas de uso turístico,2023,2.0
Mansilla de la Sierra,Viviendas de uso turístico,2024,2.0
Manzanares de Rioja,Viviendas de uso turístico,2018,2.0
Manzanares de Rioja,Viviendas de uso turístico,2019,2.0
Manzanares de Rioja,Viviendas de uso turístico,2020,2.0
Manzanares de Rioja,Viviendas de uso turístico,2021,2.0
Manzanares de Rioja,Viviendas de uso turístico,2022,2.0
Manzanares de Rioja,Viviendas de uso turístico,2023,2.0
Manzanares de Rioja,Viviendas de uso turístico,2024,2.0
Matute,Viviendas de uso turístico,2018,2.0
Matute,Viviendas de uso turístico,2019,2.0
Matute,Viviendas de uso turístico,2020,2.0
Matute,Viviendas de uso turístico,2021,2.0
Matute,Viviendas de uso turístico,2022,2.0
Matute,Viviendas de uso turístico,2023,2.0
Matute,Viviendas de uso turístico,2024,2.0
Medrano,Viviendas de uso turístico,2018,2.0
Medrano,Viviendas de uso turístico,2019,2.0
Medrano,Viviendas de uso turístico,2020,2.0
Medrano,Viviendas de uso turístico,2021,2.0
Medrano,Viviendas de uso turístico,2022,2.0
Medrano,Viviendas de uso turístico,2023,2.0
Medrano,Viviendas de uso turístico,2024,2.0
Munilla,Viviendas de uso turístico,2018,1.0
Munilla,Viviendas de uso turístico,2019,1.0
Munilla,Viviendas de uso turístico,2020,1.0
Munilla,Viviendas de uso turístico,2021,1.0
Munilla,Viviendas de uso turístico,2022,1.0
Munilla,Viviendas de uso turístico,2023,1.0
Munilla,Viviendas de uso turístico,2024,1.0
Murillo de Río Leza,Viviendas de uso turístico,2018,1.0
Murillo de Río Leza,Viviendas de uso turístico,2019,1.0
Murillo de Río Leza,Viviendas de uso turístico,2020,1.0
Murillo de Río Leza,Viviendas de uso turístico,2021,1.0
Murillo de Río Leza,Viviendas de uso turístico,2022,1.0
Murillo de Río Leza,Viviendas de uso turístico,2023,2.0
Murillo de Río Leza,Viviendas de uso turístico,2024,2.0
Muro de Aguas,Viviendas de uso turístico,2018,2.0
Muro de Aguas,Viviendas de uso turístico,2019,2.0
Muro de Aguas,Viviendas de uso turístico,2020,2.0
Muro de Aguas,Viviendas de uso turístico,2021,2.0
Muro de Aguas,Viviendas de uso turístico,2022,2.0
Muro de Aguas,Viviendas de uso turístico,2023,2.0
Muro de Aguas,Viviendas de uso turístico,2024,2.0
Muro en Cameros,Viviendas de uso turístico,2018,2.0
Muro en Cameros,Viviendas de uso turístico,2019,2.0
Muro en Cameros,Viviendas de uso turístico,2020,2.0
Muro en Cameros,Viviendas de uso turístico,2021,2.0
Muro en Cameros,Viviendas de uso turístico,2022,2.0
Muro en Cameros,Viviendas de uso turístico,2023,2.0
Muro en Cameros,Viviendas de uso turístico,2024,2.0
Nájera,Viviendas de uso turístico,2018,2.0
Nájera,Viviendas de uso turístico,2019,9.0
Nájera,Viviendas de uso turístico,2020,12.0
Nájera,Viviendas de uso turístico,2021,12.0
Nájera,Viviendas de uso turístico,2022,13.0
Nájera,Viviendas de uso turístico,2023,16.0
Nájera,Viviendas de uso turístico,2024,19.0
Nalda,Viviendas de uso turístico,2018,1.0
Nalda,Viviendas de uso turístico,2019,4.0
Nalda,Viviendas de uso turístico,2020,3.0
Nalda,Viviendas de uso turístico,2021,1.0
Nalda,Viviendas de uso turístico,2022,1.0
Nalda,Viviendas de uso turístico,2023,4.0
Nalda,Viviendas de uso turístico,2024,4.0
Navajún,Viviendas de uso turístico,2018,2.0
Navajún,Viviendas de uso turístico,2019,2.0
Navajún,Viviendas de uso turístico,2020,2.0
Navajún,Viviendas de uso turístico,2021,2.0
Navajún,Viviendas de uso turístico,2022,2.0
Navajún,Viviendas de uso turístico,2023,2.0
Navajún,Viviendas de uso turístico,2024,2.0
Navarrete,Viviendas de uso turístico,2018,8.0
Navarrete,Viviendas de uso turístico,2019,4.0
Navarrete,Viviendas de uso turístico,2020,6.0
Navarrete,Viviendas de uso turístico,2021,8.0
Navarrete,Viviendas de uso turístico,2022,9.0
Navarrete,Viviendas de uso turístico,2023,10.0
Navarrete,Viviendas de uso turístico,2024,10.0
Nestares,Viviendas de uso turístico,2018,2.0
Nestares,Viviendas de uso turístico,2019,2.0
Nestares,Viviendas de uso turístico,2020,2.0
Nestares,Viviendas de uso turístico,2021,2.0
Nestares,Viviendas de uso turístico,2022,2.0
Nestares,Viviendas de uso turístico,2023,2.0
Nestares,Viviendas de uso turístico,2024,2.0
Nieva de Cameros,Viviendas de uso turístico,2018,2.0
Nieva de Cameros,Viviendas de uso turístico,2019,1.0
Nieva de Cameros,Viviendas de uso turístico,2020,1.0
Nieva de Cameros,Viviendas de uso turístico,2021,1.0
Nieva de Cameros,Viviendas de uso turístico,2022,1.0
Nieva de Cameros,Viviendas de uso turístico,2023,2.0
Nieva de Cameros,Viviendas de uso turístico,2024,2.0
Ocón,Viviendas de uso turístico,2018,1.0
Ocón,Viviendas de uso turístico,2019,4.0
Ocón,Viviendas de uso turístico,2020,4.0
Ocón,Viviendas de uso turístico,2021,4.0
Ocón,Viviendas de uso turístico,2022,4.0
Ocón,Viviendas de uso turístico,2023,4.0
Ocón,Viviendas de uso turístico,2024,4.0
Ochánduri,Viviendas de uso turístico,2018,2.0
Ochánduri,Viviendas de uso turístico,2019,2.0
Ochánduri,Viviendas de uso turístico,2020,2.0
Ochánduri,Viviendas de uso turístico,2021,2.0
Ochánduri,Viviendas de uso turístico,2022,2.0
Ochánduri,Viviendas de uso turístico,2023,2.0
Ochánduri,Viviendas de uso turístico,2024,2.0
Ojacastro,Viviendas de uso turístico,2018,2.0
Ojacastro,Viviendas de uso turístico,2019,2.0
Ojacastro,Viviendas de uso turístico,2020,2.0
Ojacastro,Viviendas de uso turístico,2021,3.0
Ojacastro,Viviendas de uso turístico,2022,3.0
Ojacastro,Viviendas de uso turístico,2023,2.0
Ojacastro,Viviendas de uso turístico,2024,2.0
Ollauri,Viviendas de uso turístico,2018,3.0
Ollauri,Viviendas de uso turístico,2019,5.0
Ollauri,Viviendas de uso turístico,2020,3.0
Ollauri,Viviendas de uso turístico,2021,4.0
Ollauri,Viviendas de uso turístico,2022,4.0
Ollauri,Viviendas de uso turístico,2023,4.0
Ollauri,Viviendas de uso turístico,2024,4.0
Ortigosa de Cameros,Viviendas de uso turístico,2018,1.0
Ortigosa de Cameros,Viviendas de uso turístico,2019,1.0
Ortigosa de Cameros,Viviendas de uso turístico,2020,1.0
Ortigosa de Cameros,Viviendas de uso turístico,2021,1.0
Ortigosa de Cameros,Viviendas de uso turístico,2022,1.0
Ortigosa de Cameros,Viviendas de uso turístico,2023,1.0
Ortigosa de Cameros,Viviendas de uso turístico,2024,1.0
Pazuengos,Viviendas de uso turístico,2018,2.0
Pazuengos,Viviendas de uso turístico,2019,2.0
Pazuengos,Viviendas de uso turístico,2020,2.0
Pazuengos,Viviendas de uso turístico,2021,2.0
Pazuengos,Viviendas de uso turístico,2022,2.0
Pazuengos,Viviendas de uso turístico,2023,2.0
Pazuengos,Viviendas de uso turístico,2024,2.0
Pedroso,Viviendas de uso turístico,2018,2.0
Pedroso,Viviendas de uso turístico,2019,2.0
Pedroso,Viviendas de uso turístico,2020,2.0
Pedroso,Viviendas de uso turístico,2021,2.0
Pedroso,Viviendas de uso turístico,2022,2.0
Pedroso,Viviendas de uso turístico,2023,2.0
Pedroso,Viviendas de uso turístico,2024,2.0
Pinillos,Viviendas de uso turístico,2018,2.0
Pinillos,Viviendas de uso turístico,2019,2.0
Pinillos,Viviendas de uso turístico,2020,2.0
Pinillos,Viviendas de uso turístico,2021,2.0
Pinillos,Viviendas de uso turístico,2022,2.0
Pinillos,Viviendas de uso turístico,2023,2.0
Pinillos,Viviendas de uso turístico,2024,2.0
Pradejón,Viviendas de uso turístico,2018,2.0
Pradejón,Viviendas de uso turístico,2019,2.0
Pradejón,Viviendas de uso turístico,2020,2.0
Pradejón,Viviendas de uso turístico,2021,2.0
Pradejón,Viviendas de uso turístico,2022,2.0
Pradejón,Viviendas de uso turístico,2023,2.0
Pradejón,Viviendas de uso turístico,2024,2.0
Pradillo,Viviendas de uso turístico,2018,2.0
Pradillo,Viviendas de uso turístico,2019,1.0
Pradillo,Viviendas de uso turístico,2020,1.0
Pradillo,Viviendas de uso turístico,2021,1.0
Pradillo,Viviendas de uso turístico,2022,1.0
Pradillo,Viviendas de uso turístico,2023,2.0
Pradillo,Viviendas de uso turístico,2024,2.0
Préjano,Viviendas de uso turístico,2018,2.0
Préjano,Viviendas de uso turístico,2019,2.0
Préjano,Viviendas de uso turístico,2020,1.0
Préjano,Viviendas de uso turístico,2021,1.0
Préjano,Viviendas de uso turístico,2022,1.0
Préjano,Viviendas de uso turístico,2023,2.0
Préjano,Viviendas de uso turístico,2024,2.0
Quel,Viviendas de uso turístico,2018,2.0
Quel,Viviendas de uso turístico,2019,2.0
Quel,Viviendas de uso turístico,2020,2.0
Quel,Viviendas de uso turístico,2021,2.0
Quel,Viviendas de uso turístico,2022,2.0
Quel,Viviendas de uso turístico,2023,2.0
Quel,Viviendas de uso turístico,2024,2.0
Rabanera,Viviendas de uso turístico,2018,2.0
Rabanera,Viviendas de uso turístico,2019,2.0
Rabanera,Viviendas de uso turístico,2020,2.0
Rabanera,Viviendas de uso turístico,2021,2.0
Rabanera,Viviendas de uso turístico,2022,2.0
Rabanera,Viviendas de uso turístico,2023,2.0
Rabanera,Viviendas de uso turístico,2024,2.0
Rasillo de Cameros (El),Viviendas de uso turístico,2018,2.0
Rasillo de Cameros (El),Viviendas de uso turístico,2019,6.0
Rasillo de Cameros (El),Viviendas de uso turístico,2020,10.0
Rasillo de Cameros (El),Viviendas de uso turístico,2021,10.0
Rasillo de Cameros (El),Viviendas de uso turístico,2022,10.0
Rasillo de Cameros (El),Viviendas de uso turístico,2023,10.0
Rasillo de Cameros (El),Viviendas de uso turístico,2024,12.0
Redal (El),Viviendas de uso turístico,2018,2.0
Redal (El),Viviendas de uso turístico,2019,2.0
Redal (El),Viviendas de uso turístico,2020,2.0
Redal (El),Viviendas de uso turístico,2021,2.0
Redal (El),Viviendas de uso turístico,2022,2.0
Redal (El),Viviendas de uso turístico,2023,2.0
Redal (El),Viviendas de uso turístico,2024,2.0
Ribafrecha,Viviendas de uso turístico,2018,2.0
Ribafrecha,Viviendas de uso turístico,2019,2.0
Ribafrecha,Viviendas de uso turístico,2020,1.0
Ribafrecha,Viviendas de uso turístico,2021,1.0
Ribafrecha,Viviendas de uso turístico,2022,1.0
Ribafrecha,Viviendas de uso turístico,2023,1.0
Ribafrecha,Viviendas de uso turístico,2024,1.0
Rincón de Soto,Viviendas de uso turístico,2018,2.0
Rincón de Soto,Viviendas de uso turístico,2019,4.0
Rincón de Soto,Viviendas de uso turístico,2020,3.0
Rincón de Soto,Viviendas de uso turístico,2021,5.0
Rincón de Soto,Viviendas de uso turístico,2022,4.0
Rincón de Soto,Viviendas de uso turístico,2023,5.0
Rincón de Soto,Viviendas de uso turístico,2024,5.0
Robres del Castillo,Viviendas de uso turístico,2018,2.0
Robres del Castillo,Viviendas de uso turístico,2019,2.0
Robres del Castillo,Viviendas de uso turístico,2020,2.0
Robres del Castillo,Viviendas de uso turístico,2021,2.0
Robres del Castillo,Viviendas de uso turístico,2022,2.0
Robres del Castillo,Viviendas de uso turístico,2023,1.0
Robres del Castillo,Viviendas de uso turístico,2024,1.0
Rodezno,Viviendas de uso turístico,2018,1.0
Rodezno,Viviendas de uso turístico,2019,1.0
Rodezno,Viviendas de uso turístico,2020,2.0
Rodezno,Viviendas de uso turístico,2021,2.0
Rodezno,Viviendas de uso turístico,2022,2.0
Rodezno,Viviendas de uso turístico,2023,3.0
Rodezno,Viviendas de uso turístico,2024,3.0
Sajazarra,Viviendas de uso turístico,2018,4.0
Sajazarra,Viviendas de uso turístico,2019,8.0
Sajazarra,Viviendas de uso turístico,2020,9.0
Sajazarra,Viviendas de uso turístico,2021,9.0
Sajazarra,Viviendas de uso turístico,2022,11.0
Sajazarra,Viviendas de uso turístico,2023,11.0
Sajazarra,Viviendas de uso turístico,2024,12.0
San Asensio,Viviendas de uso turístico,2018,1.0
San Asensio,Viviendas de uso turístico,2019,1.0
San Asensio,Viviendas de uso turístico,2020,3.0
San Asensio,Viviendas de uso turístico,2021,4.0
San Asensio,Viviendas de uso turístico,2022,4.0
San Asensio,Viviendas de uso turístico,2023,5.0
San Asensio,Viviendas de uso turístico,2024,5.0
San Millán de la Cogolla,Viviendas de uso turístico,2018,2.0
San Millán de la Cogolla,Viviendas de uso turístico,2019,2.0
San Millán de la Cogolla,Viviendas de uso turístico,2020,1.0
San Millán de la Cogolla,Viviendas de uso turístico,2021,1.0
San Millán de la Cogolla,Viviendas de uso turístico,2022,1.0
San Millán de la Cogolla,Viviendas de uso turístico,2023,1.0
San Millán de la Cogolla,Viviendas de uso turístico,2024,1.0
San Millán de Yécora,Viviendas de uso turístico,2018,2.0
San Millán de Yécora,Viviendas de uso turístico,2019,2.0
San Millán de Yécora,Viviendas de uso turístico,2020,2.0
San Millán de Yécora,Viviendas de uso turístico,2021,2.0
San Millán de Yécora,Viviendas de uso turístico,2022,2.0
San Millán de Yécora,Viviendas de uso turístico,2023,2.0
San Millán de Yécora,Viviendas de uso turístico,2024,2.0
San Román de Cameros,Viviendas de uso turístico,2018,2.0
San Román de Cameros,Viviendas de uso turístico,2019,4.0
San Román de Cameros,Viviendas de uso turístico,2020,4.0
San Román de Cameros,Viviendas de uso turístico,2021,4.0
San Román de Cameros,Viviendas de uso turístico,2022,4.0
San Román de Cameros,Viviendas de uso turístico,2023,3.0
San Román de Cameros,Viviendas de uso turístico,2024,3.0
Santa Coloma,Viviendas de uso turístico,2018,2.0
Santa Coloma,Viviendas de uso turístico,2019,2.0
Santa Coloma,Viviendas de uso turístico,2020,2.0
Santa Coloma,Viviendas de uso turístico,2021,2.0
Santa Coloma,Viviendas de uso turístico,2022,2.0
Santa Coloma,Viviendas de uso turístico,2023,2.0
Santa Coloma,Viviendas de uso turístico,2024,2.0
Santa Engracia del Jubera,Viviendas de uso turístico,2018,2.0
Santa Engracia del Jubera,Viviendas de uso turístico,2019,2.0
Santa Engracia del Jubera,Viviendas de uso turístico,2020,2.0
Santa Engracia del Jubera,Viviendas de uso turístico,2021,1.0
Santa Engracia del Jubera,Viviendas de uso turístico,2022,1.0
Santa Engracia del Jubera,Viviendas de uso turístico,2023,1.0
Santa Engracia del Jubera,Viviendas de uso turístico,2024,1.0
Santa Eulalia Bajera,Viviendas de uso turístico,2018,2.0
Santa Eulalia Bajera,Viviendas de uso turístico,2019,1.0
Santa Eulalia Bajera,Viviendas de uso turístico,2020,1.0
Santa Eulalia Bajera,Viviendas de uso turístico,2021,1.0
Santa Eulalia Bajera,Viviendas de uso turístico,2022,1.0
Santa Eulalia Bajera,Viviendas de uso turístico,2023,2.0
Santa Eulalia Bajera,Viviendas de uso turístico,2024,2.0
Santo Domingo de la Calzada,Viviendas de uso turístico,2018,1.0
Santo Domingo de la Calzada,Viviendas de uso turístico,2019,6.0
Santo Domingo de la Calzada,Viviendas de uso turístico,2020,10.0
Santo Domingo de la Calzada,Viviendas de uso turístico,2021,13.0
Santo Domingo de la Calzada,Viviendas de uso turístico,2022,15.0
Santo Domingo de la Calzada,Viviendas de uso turístico,2023,17.0
Santo Domingo de la Calzada,Viviendas de uso turístico,2024,18.0
San Torcuato,Viviendas de uso turístico,2018,2.0
San Torcuato,Viviendas de uso turístico,2019,2.0
San Torcuato,Viviendas de uso turístico,2020,3.0
San Torcuato,Viviendas de uso turístico,2021,3.0
San Torcuato,Viviendas de uso turístico,2022,3.0
San Torcuato,Viviendas de uso turístico,2023,3.0
San Torcuato,Viviendas de uso turístico,2024,3.0
Santurde de Rioja,Viviendas de uso turístico,2018,1.0
Santurde de Rioja,Viviendas de uso turístico,2019,3.0
Santurde de Rioja,Viviendas de uso turístico,2020,4.0
Santurde de Rioja,Viviendas de uso turístico,2021,5.0
Santurde de Rioja,Viviendas de uso turístico,2022,5.0
Santurde de Rioja,Viviendas de uso turístico,2023,5.0
Santurde de Rioja,Viviendas de uso turístico,2024,5.0
Santurdejo,Viviendas de uso turístico,2018,2.0
Santurdejo,Viviendas de uso turístico,2019,2.0
Santurdejo,Viviendas de uso turístico,2020,2.0
Santurdejo,Viviendas de uso turístico,2021,2.0
Santurdejo,Viviendas de uso turístico,2022,2.0
Santurdejo,Viviendas de uso turístico,2023,2.0
Santurdejo,Viviendas de uso turístico,2024,2.0
San Vicente de la Sonsierra,Viviendas de uso turístico,2018,2.0
San Vicente de la Sonsierra,Viviendas de uso turístico,2019,6.0
San Vicente de la Sonsierra,Viviendas de uso turístico,2020,6.0
San Vicente de la Sonsierra,Viviendas de uso turístico,2021,6.0
San Vicente de la Sonsierra,Viviendas de uso turístico,2022,6.0
San Vicente de la Sonsierra,Viviendas de uso turístico,2023,7.0
San Vicente de la Sonsierra,Viviendas de uso turístico,2024,7.0
Sojuela,Viviendas de uso turístico,2018,7.0
Sojuela,Viviendas de uso turístico,2019,26.0
Sojuela,Viviendas de uso turístico,2020,24.0
Sojuela,Viviendas de uso turístico,2021,25.0
Sojuela,Viviendas de uso turístico,2022,25.0
Sojuela,Viviendas de uso turístico,2023,41.0
Sojuela,Viviendas de uso turístico,2024,45.0
Sorzano,Viviendas de uso turístico,2018,2.0
Sorzano,Viviendas de uso turístico,2019,2.0
Sorzano,Viviendas de uso turístico,2020,2.0
Sorzano,Viviendas de uso turístico,2021,1.0
Sorzano,Viviendas de uso turístico,2022,1.0
Sorzano,Viviendas de uso turístico,2023,2.0
Sorzano,Viviendas de uso turístico,2024,2.0
Sotés,Viviendas de uso turístico,2018,2.0
Sotés,Viviendas de uso turístico,2019,3.0
Sotés,Viviendas de uso turístico,2020,2.0
Sotés,Viviendas de uso turístico,2021,2.0
Sotés,Viviendas de uso turístico,2022,3.0
Sotés,Viviendas de uso turístico,2023,2.0
Sotés,Viviendas de uso turístico,2024,2.0
Soto en Cameros,Viviendas de uso turístico,2018,1.0
Soto en Cameros,Viviendas de uso turístico,2019,1.0
Soto en Cameros,Viviendas de uso turístico,2020,2.0
Soto en Cameros,Viviendas de uso turístico,2021,2.0
Soto en Cameros,Viviendas de uso turístico,2022,1.0
Soto en Cameros,Viviendas de uso turístico,2023,2.0
Soto en Cameros,Viviendas de uso turístico,2024,2.0
Terroba,Viviendas de uso turístico,2018,2.0
Terroba,Viviendas de uso turístico,2019,2.0
Terroba,Viviendas de uso turístico,2020,2.0
Terroba,Viviendas de uso turístico,2021,2.0
Terroba,Viviendas de uso turístico,2022,2.0
Terroba,Viviendas de uso turístico,2023,2.0
Terroba,Viviendas de uso turístico,2024,2.0
Tirgo,Viviendas de uso turístico,2018,2.0
Tirgo,Viviendas de uso turístico,2019,2.0
Tirgo,Viviendas de uso turístico,2020,1.0
Tirgo,Viviendas de uso turístico,2021,1.0
Tirgo,Viviendas de uso turístico,2022,1.0
Tirgo,Viviendas de uso turístico,2023,1.0
Tirgo,Viviendas de uso turístico,2024,1.0
Tobía,Viviendas de uso turístico,2018,2.0
Tobía,Viviendas de uso turístico,2019,2.0
Tobía,Viviendas de uso turístico,2020,2.0
Tobía,Viviendas de uso turístico,2021,2.0
Tobía,Viviendas de uso turístico,2022,2.0
Tobía,Viviendas de uso turístico,2023,2.0
Tobía,Viviendas de uso turístico,2024,2.0
Tormantos,Viviendas de uso turístico,2018,2.0
Tormantos,Viviendas de uso turístico,2019,2.0
Tormantos,Viviendas de uso turístico,2020,2.0
Tormantos,Viviendas de uso turístico,2021,2.0
Tormantos,Viviendas de uso turístico,2022,2.0
Tormantos,Viviendas de uso turístico,2023,2.0
Tormantos,Viviendas de uso turístico,2024,2.0
Torrecilla en Cameros,Viviendas de uso turístico,2018,3.0
Torrecilla en Cameros,Viviendas de uso turístico,2019,4.0
Torrecilla en Cameros,Viviendas de uso turístico,2020,3.0
Torrecilla en Cameros,Viviendas de uso turístico,2021,3.0
Torrecilla en Cameros,Viviendas de uso turístico,2022,3.0
Torrecilla en Cameros,Viviendas de uso turístico,2023,5.0
Torrecilla en Cameros,Viviendas de uso turístico,2024,5.0
Torrecilla sobre Alesanco,Viviendas de uso turístico,2018,2.0
Torrecilla sobre Alesanco,Viviendas de uso turístico,2019,2.0
Torrecilla sobre Alesanco,Viviendas de uso turístico,2020,2.0
Torrecilla sobre Alesanco,Viviendas de uso turístico,2021,2.0
Torrecilla sobre Alesanco,Viviendas de uso turístico,2022,2.0
Torrecilla sobre Alesanco,Viviendas de uso turístico,2023,2.0
Torrecilla sobre Alesanco,Viviendas de uso turístico,2024,2.0
Torre en Cameros,Viviendas de uso turístico,2018,2.0
Torre en Cameros,Viviendas de uso turístico,2019,2.0
Torre en Cameros,Viviendas de uso turístico,2020,2.0
Torre en Cameros,Viviendas de uso turístico,2021,2.0
Torre en Cameros,Viviendas de uso turístico,2022,2.0
Torre en Cameros,Viviendas de uso turístico,2023,2.0
Torre en Cameros,Viviendas de uso turístico,2024,2.0
Torremontalbo,Viviendas de uso turístico,2018,2.0
Torremontalbo,Viviendas de uso turístico,2019,2.0
Torremontalbo,Viviendas de uso turístico,2020,2.0
Torremontalbo,Viviendas de uso turístico,2021,2.0
Torremontalbo,Viviendas de uso turístico,2022,2.0
Torremontalbo,Viviendas de uso turístico,2023,2.0
Torremontalbo,Viviendas de uso turístico,2024,2.0
Treviana,Viviendas de uso turístico,2018,2.0
Treviana,Viviendas de uso turístico,2019,2.0
Treviana,Viviendas de uso turístico,2020,2.0
Treviana,Viviendas de uso turístico,2021,2.0
Treviana,Viviendas de uso turístico,2022,2.0
